DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,Damage numeric,DamageModel text,DamageEffect text,LaunchSpeed_mps numeric,targetFlags numeric,MinLaunchAlt_m numeric,MaxLaunchAlt_m numeric,MinRange_km numeric,MaxRange_km numeric,ProbNoFaults numeric,PayloadClass text,PayloadQuantity numeric,DatalinkRange_km real,AcceptsUserCommands numeric,DetonationRange_m numeric,BallisticType numeric,AngleError_rad numeric,BurstCount numeric,BurstDuration_s numeric,ClusterCount numeric,ClusterEffectRadius_m numeric,SensorClass numeric,SmartMaxClimb_rad numeric,SmartError_m numeric,LockOnAfterLaunch numeric
"Hedgehog","","14","512","","696","3","1900","2999","","","","ball/icoEDS25A.jpg","mk-84.xml","","needs to deploy 24 submunitions, GCB limit is 16, as such, deploying 8 and then each of those will deploy a further three for 24 total.  Cannot do patterned deployments, must simply accept that it will be random.","1000","Harmless","ToughWeapon","300","20","0","99999","0","0.25","1","RBU-Hedgehog","8","0","0","153","0","0.005","0","","1","0","","0","0","0"
"RBU-Hedgehog","","14","512","","87","0","1900","2999","","","","ball/icoHedgehog.jpg","mk-84.xml","","needs to deploy 24 submunitions, GCB limit is 16, as such, deploying 8 and then each of those will deploy a further three for 24 total.  Cannot do patterned deployments, must simply accept that it will be random.","1000","Blast48kg","ToughWeapon","300","20","0","99999","0","0.25","1","RBU-Hedgehog2","3","0","0","10000","1","0.2","0","","1","0","","0","0","0"
"RBU-Hedgehog2","","14","512","","29","0","1900","2999","","","","ball/icoHedgehog.jpg","mk-84.xml","","needs to deploy 24 submunitions, GCB limit is 16, as such, deploying 8 and then each of those will deploy a further three for 24 total.  Cannot do patterned deployments, must simply accept that it will be random.","1000","Blast16kg","ToughWeapon","300","20","0","99999","0","0.25","1","RBU-DC-Hedgehog","1","0","0","10000","1","0.2","0","","1","0","","0","0","0"
"375 Bofors ASRL x4","","14","512","","400","3","1900","2999","","","","ball/icoSUASRL375.jpg","mk-84.xml","","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity. I don't know anything about the rocket itself, assuming 100kg w/45kG warhead.","1000","Harmless","ToughWeapon","300","20","0","99999","0.3","3.6","1","RBU-Rocket-375mm Bofors ASRL","4","0","0","10000","0","0.0016","0","","1","0","","0","0","0"
"RBU-Rocket-375mm Bofors ASRL","","14","512","","100","0","1900","2999","","","","ball/icoSUASRL375.jpg","mk-84.xml","","DetonationRange_m is altitude AGL that payload is released. Max of 16 for payload quantity","1000","Harmless","ToughWeapon","300","16","0","99999","0.2","2","1","RBU-DC-375mm Bofors ASRL","1","0","0","0.5","0","0.0032","0","","1","0","","0","0","0"
".50 cal bullet air(x2)","","14","512","0","0.06","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","0.3","SolidPen0.6kg","ToughWeapon","880","15","0","99999","0.2","2","1","","","0","0","0","0","0.002","2","0.3","","","","0","0","0"
".30 cal bullet Air(x2)","","14","512","0","0.02","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml",".30 cal bullet - Range 2km - Damage 0.12 - ETA 3 Seconds","","0.11","SolidProjectile","ToughWeapon","880","15","0","99999","0.2","2","1","","","0","0","0","0","0.002","14","0.21","","","","0","0","0"
"23mm GSh-23 HEI","","14","512","0","0.2","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","23x115mm Russian GSh-23 round burst","","0.15","SolidProjectile","ToughWeapon","690","2","0","99999","0.02","2","1","","","0","0","0","2","0.008","13","0.21667","","","","0","0","0"
"RN-25","","14","512","99999","680","0","1960","1991","","","","ball/icoRN-28.jpg","mk-84.xml","RN-25 MiG-21SN tactical nuclear bomb","is 5kT tactical weapon.","1000","Nuclear-5kT","ToughWeapon","0","5","3000","99999","0.2","20","0.7","","","0","0","240","1","0.0032","0","","","","","0","0","0"
".50 cal bullet air","","14","512","0","0.03","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","0.3","SolidProjectile","ToughWeapon","880","15","0","99999","0.2","2","1","","","0","0","0","0","0.002","","","","","","0","0","0"
"20x110 mm x2","","14","512","0","0.91","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20x110 mm USN burst","","0.15","SolidProjectile","ToughWeapon","1010","7","0","99999","0.02","2","0.95","","","0","0","0","2","0.002","7","0.21","","","","0","0","0"
"20mm HS.404 x2","","14","512","0","0.26","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20mm HE-T - Range 2km - Damage 0.28 - ETA 2 Seconds","","0.28","Blast0.1kg","ToughWeapon","880","7","0","99999","0.02","0.8","1","","","0","0","0","0","0.00188","5","0.2142857","","","","0","0","0"
"125mm 3VBM19 APFSDS","","14","512","0","18.9","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","T-64/72/80/90 Armor-piercing fin-stabilized discarding-sabot.","","0","SolidPen0.9kg","ToughWeapon","1760.0","5","0","99999","0","3.5","1","","","0","0","0","0","0.0015","0","","","","","0","0","0"
"115mm 3VBM-1 APFSDS","","14","512","0","15.3","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","115mm Armor-Piercing Fin-Stabilized Discarding-Sabot. Fired by the T-62.","","0","SolidPen0.9kg","ToughWeapon","1800.0","5","0","99999","0","3.2","1","","","0","0","0","0","0.0021","0","","","","","0","0","0"
"105mm APFSDS","","14","512","0","10.3","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","105mm armor-piercing fin-stabilized discarding-sabot.","","0","SolidPen0.8kg","ToughWeapon","1475","5","0","99999","0","3","1","","","0","0","0","0","0.0022","0","","","","","0","0","0"
"120mm M829A2 APFSDS","","14","512","0","18.6","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","120mm armor-piercing fin-stabilized discarding-sabot.","","0","SolidPen0.9kg","ToughWeapon","1750","5","0","99999","0","3.5","1","","","0","0","0","0","0.00135","0","","","","","0","0","0"
"100mm 3BM6 HVAPDS","","14","512","0","15.6","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","100mm high-velocity armor-piercing discarding-sabot. Fired by the T-54/55","","0","SolidPen0.7kg","ToughWeapon","1000","5","0","99999","0","3","1","","","0","0","0","0","0.0025","0","","","","","0","0","0"
"73mm PG-15V HEAT","","14","512","0","3.47","0","1966","2999","","","","ball/gunammoico.jpg","5-inch.xml","73mm High explosive anti-tank.","","26.07","Blast0.2kg","ToughWeapon","800","5","0","99999","0","1.5","1","","","0","0","0","0","0.0032","0","","","","","0","0","0"
"30mm 3UBR8 APDS","","14","512","0","0.22","0","1975","2999","","","","ball/gunammoico.jpg","5-inch.xml","30mm 3UBR8 armor piercing discarding sabot.  Used in the 2A42 automatic cannon.","","4.77","SolidPen0.25kg","ToughWeapon","741","7","0","99999","0.02","2.5","1","","","0","0","0","0","0.002","3","0.6","","","","0","0","0"
"25mm M791 APDS-T","","14","512","0","0.15","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","25mm armor piercing discarding sabot with tracer.","","0.75","SolidPen0.1kg","ToughWeapon","1100","7","0","99999","0","2.5","1","","","0","0","0","0","0.00205","4","1","","","","0","0","0"
"12.7x108mm","","14","512","0","0.05","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","12.7x108mm heavy machine gun cartridge.","","0.06","SolidProjectile","ToughWeapon","845","7","0","99999","0.1","1.8","1","","","0","0","0","2","0.00215","3","0.4","","","","0","0","0"
"75mm AA","","14","512","0","5.9","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","","","3.68","BlastFrag1kg","ToughWeapon","980","7","0","99999","0.2","13.5","1","","","0","0","0","0","0.002942","0","","","","","0","0","0"
"20mm PGU-28/B","","14","512","0","2.75","0","1900","2999","","","","ball/gunammoico.jpg","5-inch.xml","20mm M61 Vulcan ammunition","the bullet itself is 100g, the shell casing to go with it is assumed to be 150% of that weight, leaving us with 250g weight.  But there are 11 rounds per burst, so each 'shell' represents 11 shells, so its entered as 11*0.25=2.75","0.15","SolidProjectile","ToughWeapon","1050","7","0","99999","0.02","2","1","","","0","0","0","2","0.008","21","0.21","","","","0","0","0"
"M85 DPICM","","14","512","0","1","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","","","0","Pen100kg","ToughWeapon","0","5","0","99999","0","100",".99","","","0","0","0","1","0.00035875","0","","","","","0","0","0"
"M85 10pack","","14","512","0","10","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic ART Ammo.","","0","BlastFrag10kg","ToughWeapon","0","5","0","99999","0","100",".99","M85 DPICM","10","0","0","100000","1","0.0010875","0","","","","","0","0","0"
"M85 100pack","","14","512","0","100","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic ART Ammo.","","0","BlastFrag100kg","ToughWeapon","0","5","0","99999","0","100",".99","M85 10pack","10","0","0","100000","1","0.0007175","0","","","","","0","0","0"
"Generic Submunition Rocket","","14","512","0","450","0","1900","2999","","","0","ball/gunammoico.jpg","5-inch.xml","Generic ART Ammo.","M85 100pack","0","BlastFrag160kg","ToughWeapon","1200","5","0","99999","12","64",".99","","","0","0","20","0","0.0007175","0","","606","163","","0","0","0"
