DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName text,ModelFileName text,Description text,Notes nextutmeric,DisplayName text,Capacity numeric,MaxVolume_m3 numeric,MaxWeight_kg numeric,MoveTime_s numeric,Class1 text,Class2 text,Class3 text,Class4 text
"SH-3 3.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-2F Helo Support Stores","122525","39835.6","153891.5","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-60 1.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-60 Helo Support Stores","28834.25","9300.553","42604.55","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-60 1.2 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-60 Helo Support Stores","57098.8","18547.31","73815.6","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-60 1.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-60 Helo Support Stores","85413.35","27794.67","105526.7","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-60 2.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-60 Helo Support Stores","29185.95","9339.006","51283.05","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-60 2.2 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-60 Helo Support Stores","57528.5","18592.67","84064.6","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-60 2.3 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-60 Helo Support Stores","85947.05","27849.24","117935.2","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SH-70 1.1 Support","","0","0","0","0","0","1900","2999","","","","","","","","SH-60 Helo Support Stores","28762.55","9295.288","40046.05","45","Fuel","Chaff-1;Flare-1","120 gallon tank;Mk-50;Mk-54;Mk-46 Mod5;AGM-119B;AGM-114 Hellfire","DICASS (50) Sonobuoy;DIFAR (50) Sonobuoy;LOFAR (50) Sonobuoy;DICASS (55) Sonobuoy;DIFAR (55) Sonobuoy;LOFAR (55) Sonobuoy;DICASS (60) Sonobuoy;DIFAR (60) Sonobuoy;LOFAR (60) Sonobuoy;DICASS (65) Sonobuoy;DIFAR (65) Sonobuoy;LOFAR (65) Sonobuoy;DICASS (70) Sonobuoy;DIFAR (70) Sonobuoy;LOFAR (70) Sonobuoy;DICASS (75) Sonobuoy;DIFAR (75) Sonobuoy;LOFAR (75) Sonobuoy;DICASS (80) Sonobuoy;DIFAR (80) Sonobuoy;LOFAR (80) Sonobuoy;DICASS (85) Sonobuoy;DIFAR (85) Sonobuoy;LOFAR (85) Sonobuoy;DICASS (90) Sonobuoy;DIFAR (90) Sonobuoy;LOFAR (90) Sonobuoy;DICASS (95) Sonobuoy;DIFAR (95) Sonobuoy;LOFAR (95) Sonobuoy;DICASS (100) Sonobuoy;DIFAR (100) Sonobuoy;LOFAR (100) Sonobuoy;DICASS (105) Sonobuoy;DIFAR (105) Sonobuoy;LOFAR (105) Sonobuoy;DICASS (110) Sonobuoy;DIFAR (110) Sonobuoy;LOFAR (110) Sonobuoy;DICASS (115) Sonobuoy;DIFAR (115) Sonobuoy;LOFAR (115) Sonobuoy;DICASS (120) Sonobuoy;DIFAR (120) Sonobuoy;LOFAR (120) Sonobuoy;DICASS (125) Sonobuoy;DIFAR (125) Sonobuoy;LOFAR (125) Sonobuoy"
"SRBOC Magazine","","0","0","0","0","0","1900","2999","","","","","","Magazine for Mk-137 SRBOC Launcher","[phoenixegmh]","CM Mag","80","0","0","600","","Chaff-2;Chaff-Round-1","Flare-2","Mk-186 TORCH Flare"
"SSC-1 Store 12","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","12","0","0","0","P-35","","",""
"SSC-1 Store 18","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","18","0","0","0","P-35","","",""
"SSC-1 Store 24","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","24","0","0","0","P-35","","",""
"SSC-1 Store 30","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","30","0","0","0","P-35","","",""
"SSC-1 Store 36","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","36","0","0","0","P-35","","",""
"SSC-1 Store 6","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","6","0","0","0","P-35","","",""
"SSC-2 Store 12","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","12","0","0","0","KFR-1","","",""
"SSC-2 Store 18","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","18","0","0","0","KFR-1","","",""
"SSC-2 Store 24","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","24","0","0","0","KFR-1","","",""
"SSC-2 Store 30","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","30","0","0","0","KFR-1","","",""
"SSC-2 Store 36","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","36","0","0","0","KFR-1","","",""
"SSC-2 Store 6","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","6","0","0","0","KFR-1","","",""
"SSC-3 Store 12","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","12","0","0","0","P-20K","","",""
"SSC-3 Store 18","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","18","0","0","0","P-20K","","",""
"SSC-3 Store 24","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","24","0","0","0","P-20K","","",""
"SSC-3 Store 30","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","30","0","0","0","P-20K","","",""
"SSC-3 Store 36","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","36","0","0","0","P-20K","","",""
"SSC-3 Store 6","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","6","0","0","0","P-20K","","",""
"SSC-4 Store 12","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","12","0","0","0","3M10 Granat","","",""
"SSC-4 Store 18","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","18","0","0","0","3M10 Granat","","",""
"SSC-4 Store 24","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","24","0","0","0","3M10 Granat","","",""
"SSC-4 Store 30","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","30","0","0","0","3M10 Granat","","",""
"SSC-4 Store 36","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","36","0","0","0","3M10 Granat","","",""
"SSC-4 Store 6","","0","0","0","0","0","1900","2999","","","","","","","","Missile Storage","6","0","0","0","3M10 Granat","","",""
"San Antonio Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","26000","0","0","60","30mm AP-I",".50 cal bullet","",""
"Sea Cat Store 16","","0","0","0","0","0","1900","2999","","","","","","","","Sea Cat Ammo storage","16","0","0","480","Sea Cat","","",""
"Sea Cat Store 48","","0","0","0","0","0","1900","2999","","","","","","","","Sea Cat Ammo storage","48","0","0","480","Sea Cat;Sea Cat Mod.2","","",""
"Sea Dart magazine 22","","0","0","","","","1900","2999","","","","","","","","Sea Dart Storage Racking","22","0","0","0","Sea Dart Mod0","Sea Dart Mod2","",""
"Sea Dart magazine 40","","0","0","","","","1900","2999","","","","","","","","Sea Dart Storage Racking","40","0","0","0","Sea Dart Mod0","Sea Dart Mod2","",""
"Sea Sparrow Reloads","","0","0","0","0","0","1900","2999","","","","","","","","Sea Sparrow Reloads","32","16","0","0","RIM-7M(v1);RIM-7P(v1);RIM-7H;RIM-7F;RIM-7E;RIM-162D","ASPIDE-1A","",""
"Sea Wolf Store 20","","0","0","0","0","0","1900","2999","","","","","","","","Sea Wolf Ammo storage","20","0","0","0","Sea Wolf","","",""
"Sea Wolf Store 40","","0","0","0","0","0","1900","2999","","","","","","","I don't know if it actually holds 40, but the ship mounts 2 launchers, and the last ships had a single launcher and carried 20 reloads, seems to me to be a reasonable guess.","Sea Wolf Ammo storage","40","0","0","0","Sea Wolf","","",""
"Seawolf magazine","","0","0","0","0","0","1900","2999","","","null","null","null","","","Torpedo Mag","50","151","0","180","","","",""
"Shi Lang Airwing Magazine I","","0","0","0","0","0","1900","2999","","","","","","Shi Lang CVN aviation weapons magazine.","[greengills]","Avn Mag I","1000","0","0","900","R-27TE;R-77PL","R-73M2","Kh-31P;Kh-59;Kh-59MK","Yu-7"
"Shi Lang Airwing Magazine II","","0","0","0","0","0","1900","2999","","","","","","Shi Lang CVN aviation weapons magazine.","[greengills]","Avn Mag II","5000","0","0","900","DICASS Sonobuoy","Flare-1","Chaff-1",""
"Shi Lang Aviation Fuel Bunker","","0","0","0","0","0","1900","2999","","","","","","Shi Lang CVN aviation fuel bunker.","[greengills]","Fuel Bunker","800000","0","0","180","Fuel","","",""
"Shi Lang Gun/CM Magazine","","0","0","0","0","0","1900","2999","","","","","","Shi Lang CVN gun ammunition and countermeasure expendables magazine.","[greengills]","Gun/CM Mag","150","0","0","600","30mm OP-84 FRAG Tracer AK-630M","30mm OF-84 HE-FRAG AK-630M","Chaff-2","Flare-2"
"Ship Helo Stores","","0","0","0","0","0","1900","2999","","","","","","Generic non-fuel stores for helo on ship","","Helo Stores","5000","1000","0","300","","","",""
"Ship stores","","0","0","0","0","0","1900","2999","","","","","","","","Stores","9000000","0","0","300","","","",""
"Sir Lancelot Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","825","0","0","60","40mm HE-T","","",""
"Sir Lancelot LST Store","","0","0","0","0","0","1900","2999","","","","","","Generic Stores for ammo clips, cargos, whatever an aux. Ship might have aboard","","Generic Stores","0","0","3400000","120","","","",""
"Sovremenny (EM) Gun/CM Magazine","","0","0","0","0","0","1900","2999","","","","","","Sovremenny (EM) DDG gun ammunition and countermeasure expendables magazine.","[greengills]","Gun/CM Mag","100","0","0","600","30mm OP-84 FRAG Tracer AK-306","Chaff-2","Flare-2",""
"Sovremenny Gun/CM Magazine","","0","0","0","0","0","1900","2999","","","","","","Sovremenny DDG gun ammunition and countermeasure expendables magazine.","[greengills]","Gun/CM Mag","100","0","0","600","30mm OP-84 FRAG Tracer AK-630M","30mm OF-84 HE-FRAG AK-630M","Chaff-2","Flare-2"
"Sovremenny Helo Fuel Bunker","","0","0","0","0","0","1900","2999","","","","","","Sovremenny DDG aviation fuel bunker","[greengills]","Fuel Bunker","80000","0","0","180","Fuel","","",""
"Sovremenny Torpedo Magazine","","0","0","0","0","0","1900","2999","","","","","","Sovremenny DDG torpedo and aviation magazine.","[greengills]","Torp Mag","60","0","0","600","Yu-6","SET-65M","Yu-7",""
"Storis Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","4000","0","0","60","25mm APDS","","",""
"Strela2 x12 Mag","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","24","0","0","60","9M32 Strela 2","","",""
"Strela2 x16 Mag","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","32","0","0","60","9M32 Strela 2","","",""
"Strela2 x32 Mag","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","64","0","0","60","9M32 Strela 2","","",""
"Strela2 x8 Mag","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","16","0","0","60","9M32 Strela 2","","",""
"Strela3 x16 Mag","","0","0","0","0","0","1900","2999","","","","","","","","Missile Magazine","32","0","0","60","9M32M Strela 3","","",""
"Sub 12","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 12 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","18","37","0","60","","","",""
"Sub 14","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 12 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","28","42","0","60","","","",""
"Sub 16","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 16 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","","49","","60","","","",""
"Sub 20","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 20 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","20","61","0","60","","","",""
"Sub 24","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 24 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","50","73","0","300","","","",""
"Sub 30","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 30 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","","91","0","60","","","",""
"Sub 6","","0","0","0","0","0","1900","2999","","","","","","Submarine magazine to store 20 torpedoes","assumes 3 m3 vol for each torpedo","Magazine","6","19","0","60","","","",""
"Sub SAM Stores","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","SAM Stores","8","25","200","60","","","",""
"Sumner Primary Magazine","","0","0","0","0","0","1900","2999","","","","","","","","Primary Amunition Bunker","3024","","0","0","","127mm mk 32;127mm mk 34 AAC","",""
"Sumner Secondary Magazine","","0","0","0","0","0","1900","2999","","","","","","","","Secondary Amunition Magazine","8500","","28320","0","20mm HE-T;20mm HE-T x2","40mm HE Mk1 Md1 x2","76mm Mk 31 Md1 AA VT",""
"Sumner Torpedo Racks","","0","0","0","0","0","1900","2999","","","","","","","","Torpedo Racking","0","60","0","0","Mk-15 Mod0;Mk-44;Mk-16 Mod6","Mk-9 DC;Dart Test","",""
"Sverdlov Primary Magazine","","0","0","0","0","0","1900","2999","","","","","","carries 180 rounds per gun, only 170 in turret 4.  3 guns per turret, 540 per turret, 510 in turret 4.  2130 rounds in total.  plus 18 ready rounds in each turret, for an additional 72 rounds, overall 2200 rounds total.","","Magazine","2200","","0","0","152mm SAP PB-35","152mm HE OF-35","152mm AP B-35",""
"Sverdlov Secondary Magazine","","0","0","0","0","0","1900","2999","","","","","","320 rounds stowage per gun, 6 turrets with 2 guns each, 3840 rounds.  ","","Magazine","3840","","0","0","100mm ZS-55P AA","100mm OF-55 FRAG","100mm F-55 HE",""
"Sverdlov Tertiary Magazine","","0","0","0","0","0","1900","2999","","","","","","Nav weaps lists 8 quantities per ship, for DD's and patrol ships.  the DD's all carry 2000 rounds per gun.  THis is a CL, assuming 3000 rounds per gun.  As they are 2 round bursts, 1500 per gun in the holds.  As the guns are paired up, 750 rounds per gun in the holds.  8 paired mounts, 6000 rounds overall.","","Magazine","6000","","0","0","37mm HE-FRAG Tracer x2","","",""
"Switsure Torpedo Racking","","0","0","0","0","0","1900","2999","","","","","","","","Torpedo Racks","25","0","0","0","mk-24 Tigerfish","Spearfish","UGM-84A Harpoon;UGM-84C Harpoon;UGM-84D Harpoon",""
"Sylver A43 VLS 32 Cell","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","32 Cell VLS","32","32","0","0","ASTER 15","","",""
"Sylver A43 VLS 8 Cell","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","8 Cell VLS","8","8","0","0","ASTER 15","","",""
"Sylver A50 VLS 48 Cell","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","48 Cell VLS","48","48","0","0","ASTER 30","ASTER 15","",""
"Sylver A50 VLS 8 Cell","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","8 Cell VLS","8","8","0","0","ASTER 30","","",""
"Sylver A70 VLS 8 Cell","","0","0","0","0","0","1900","2999","","","","","","","Generic stores","8 Cell VLS","8","8","0","0","ASTER 15","ASTER 30","SCALP EG",""
"T-81 helo fuel","","0","0","","","","1900","2999","","","","","","","","","100000","0","0","30","Fuel","","",""
"Tarawa Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","24000","0","0","60","25mm APDS","","",""
"Type 051DT Secondary Ammo Magazine","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","18000","0","0","60","25mm HE-I-T","37mm Type 676 HE-FRAG","",""
"Type 062 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","1010","0","0","60","57mm Type 59 HE-T","37mm Type 676 HE-FRAG","",""
"Type 062B Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","3000","0","0","60","25mm HE-I-T","37mm Type 676 HE-FRAG","",""
"Type 212 Torpedo Racks","","0","0","0","0","0","1900","2999","","","","","","","","Torpedo Racks","12","36","0","360","DM1;DM2A1;DM2A3;DM2A4.1;DM2A4.2;DM2A4.3;DM2A4.4","A-184","",""
"Type 22 B1/2 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","2160","0","0","60","20mm/85  GAM-B01 HE-I","30mm/75 GCM-AO3-2 APDS","",""
"Type 23 Ammo Mag","","0","0","0","0","0","1900","2999","","","","","","","","Ammo Magazine","1660","0","0","60","","30mm/75 GCM-AO3-2 APDS","",""
