DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,ImageList text,IconFileName text,ModelFileName text,Description text,Notes text,InitialYear numeric,FinalYear numeric,Country text,Designation text,MaxSpeed_kts numeric,Accel_ktsps numeric,TurnRate_degps numeric,FuelCapacity_kg numeric,FuelRate_kgps numeric,Toughness numeric,DamageEffect text,RCS_dBsm numeric,RCS_Model text,OpticalCrossSection_dBsm text,IRSignature_dB numeric,IR_ModelA text,IR_ModelB text,IR_ModelC text,EffectiveHeight_m numeric,TS numeric,TS_Model text,AcousticModel text,SL_Model nextumteric,MaxTakeoffWeight_kg numeric,MaxAltitude_m numeric,ClimbRate_mps numeric,Gmax numeric,MinimumRunway_m numeric,IsCarrierCompatible numeric,OutFuelPods numeric,FuelOut_kgps numeric,FuelIn_kgps numeric,MaintenanceMin_s numeric,MaintenanceMax_s numeric,MilitaryThrust_N numeric,MilitaryThrustSpeedSlope real,ABThrust_N numeric,ABThrustSpeedSlope real,ABFuelRate_kgps numeric,Cdpsub numeric,Cdptran numeric,Cdpsup numeric,Mcm numeric,Msupm numeric,CruiseSpeed_mps numeric,StallSpeed_mps numeric,T2 numeric,T4 numeric,T6 numeric,T8 numeric,T10 numeric,T12 numeric,T16 numeric,T20 numeric,T25 numeric,T30 numeric,FE2 numeric,FE4 numeric,FE6 numeric,FE8 numeric,FE10 numeric,FE12 numeric,FE16 numeric,FE20 numeric,FE25 numeric,FE30 numeric
"A-6A","","12","33","","10619.683","0","","air/AdvicoA6A.jpg","intruder.xml","","","1962.9151","1970.2877","USA","Bomber","600","22.39","14","7266.672","2.55","1","AirDmg1","9.43","AirRCS1","4.7","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","24167","14097","55.656","6.5","532","1","0","0","20","3600","10800","75621.04","0.0021","75621.04","0.0021","2.55","1.265","1.8975","1.518","0.85","1.2","110.605546","42.1329636","0.9","0.715","0.575","0.43","0.325","0.255","0.137","0.15","0","0","0.96","0.94","0.92","0.9","0.85","1","1.6","10","10","10"
"A-6B","","12","33","","10619.683","0","","air/AdvicoA6B.jpg","intruder.xml","","","1967","1973","USA","Bomber","600","22.39","14","7266.627","2.55","1","AirDmg1","9.43","AirRCS1","4.7","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","24167","14097","55.656","6.5","532","1","0","0","20","3600","10800","75621.04","0.0021","75621.04","0.0021","2.55","1.265","1.8975","1.518","0.85","1.2","110.605546","42.1329636","0.9","0.715","0.575","0.43","0.325","0.255","0.137","0.15","0","0","0.96","0.94","0.92","0.9","0.85","1","1.6","10","10","10"
"A-6C","","12","33","","10619.683","0","","air/AdvicoA6C.jpg","intruder.xml","","","1970","1973","USA","Bomber","600","22.39","14","7123.416","2.55","1","AirDmg1","9.43","AirRCS1","4.7","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","24517","14097","55.656","6.5","532","1","0","0","20","3600","10800","82738.31","0.002","82738.31","0.002","2.55","1.265","1.8795","1.518","0.85","1.2","110.605546","42.1329636","0.9","0.715","0.575","0.43","0.325","0.255","0.137","0.15","0","0","0.96","0.94","0.92","0.9","0.85","1","1.6","10","10","10"
"A-6E","","12","33","","10619.683","0","","air/AdvicoA6E.jpg","intruder.xml","","","1971.5808","1980","USA","Bomber","600","22.39","14","7266.672","2.55","1","AirDmg1","9.43","AirRCS1","4.7","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","27397","14097","66.5","6.5","532","1","0","0","20","3600","10800","82738.31","0.002","82738.31","0.002","2.55","1.265","1.8975","1.518","0.85","1.2","110.605546","42.1329636","0.9","0.715","0.575","0.43","0.325","0.255","0.137","0.15","0","0","0.96","0.94","0.92","0.9","0.85","1","1.6","10","10","10"
"A-6E(78)","","12","33","","10619.683","0","","air/AdvicoA6E.jpg","intruder.xml","","","1978","1997","USA","Strike Fighter","600","22.39","14","7266.672","2.55","1","AirDmg1","9.43","AirRCS1","4.7","0","IR_FW_M_F_HP_2_M0.85","IR_FW_M_F_HP_2_AB_M0.85","IR_FW_M_F_HP_2_Super_M1.2","0","-999","Default","Default","Default","27397","14097","66.5","6.5","532","1","0","0","20","3600","10800","82738.31","0.002","82738.31","0.002","2.55","1.265","1.8975","1.518","0.85","1.2","110.605546","42.1329636","0.9","0.715","0.575","0.43","0.325","0.255","0.137","0.15","0","0","0.96","0.94","0.92","0.9","0.85","1","1.6","10","10","10"
"A-7A","","12","33","28000000","7029","0","","air/AdvicoA7A.jpg","A-7D_SEA.xml","","    ","1967.085","1976","USA","Strike Fighter","800","22.39","14","4604.1","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19000","12496","40.1","7","2000","1","0","0","20","3600","10800","50488.17","0.0022","50488.17","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","129.6566","49.1294","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7B","","12","33","28000000","7318","0","","air/AdvicoA7B.jpg","A-7D_SEA.xml","","    ","1968.7","1980","USA","Strike Fighter","800","22.39","14","4558.5","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","40.1","7","2000","1","0","0","20","3600","10800","54269.2","0.0022","54269.2","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","131.4491","49.5924","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7C","","12","33","28000000","7815","0","","air/AdvicoA7C.jpg","A-7D_SEA.xml","","    ","1968.833","1981","USA","Strike Fighter","800","22.39","14","4546.3","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","40.1","7","1500","1","0","0","20","3600","10800","54269.2","0.0022","54269.2","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","126.669","49.5924","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7D","","12","33","28000000","8951","0","","air/AdvicoA7D.jpg","A-7D_SEA.xml","","    ","1968.915","1984","USA","Strike Fighter","800","22.39","14","4330.6","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","41.7","7","1500","1","0","0","20","3600","10800","63400","0.0022","63400","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","131.4491","52.4733","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7E","","12","33","28000000","8951","0","","air/AdvicoA7E.jpg","A-7D_SEA.xml","","    ","1970","1980","USA","Strike Fighter","800","22.39","14","4330.6","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","41.7","7","1600","1","0","0","20","3600","10800","63400","0.0022","63400","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","131.4491","52.4733","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7E(79)","","12","33","28000000","8951","0","","air/AdvicoA7E.jpg","A-7D_SEA.xml","","","1979.414","1992","USA","Strike Fighter","800","22.39","14","4330.6","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","41.7","7","1600","1","0","0","20","3600","10800","63400","0.0022","63400","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","131.4491","52.4733","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7E(Thailand)","","12","33","28000000","8951","0","","air/AdvicoA7E.jpg","A-7D_SEA.xml","","","1995","2999","Thailand","Strike Fighter","800","22.39","14","4330.6","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","41.7","7","1600","1","0","0","20","3600","10800","63400","0.0022","63400","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","131.4491","52.4733","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7H","","12","33","28000000","8951","0","","air/AdvicoA7H.jpg","A-7D_SEA.xml","","    ","1975.342","2999","Greece","Strike Fighter","800","22.39","14","4330.6","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","41.7","7","1600","1","0","0","20","3600","10800","63400","0.0022","63400","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","131.4491","52.4733","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7K","","12","33","28000000","9662","0","","air/AdvicoA7K.jpg","A-7D_SEA.xml","","    ","1981.247","1993.5","USA","Strike Fighter","800","22.39","14","4330.6","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19051","12496","41.7","7","1600","1","0","0","20","3600","10800","64500","0.0022","64500","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","131.4491","52.4733","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"A-7P","","12","33","28000000","7029","0","","air/AdvicoA7P.jpg","A-7D_SEA.xml","","    ","1981.929","1995","Portugal","Strike Fighter","800","22.39","14","4604.1","0.95","1","AirDmg1","10.42","AirRCS1","5.2","0","IR_FW_L_F_HP_1_M0.85","IR_FW_L_F_HP_1_AB_M0.85","IR_FW_L_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","19000","12496","40.1","7","2000","1","0","0","20","3600","10800","54269.2","0.0022","54269.2","0.0022","0.95","0.65","0.975","0.78","0.85","1.2","129.6566","49.1294","0.855","0.7","0.56","0.452","0.347","0.274","0.17","0.15","0","0","0.9","0.87","0.85","0.875","1","1.25","1.6","10","10","10"
"AD-1","","12","33","","4760","0","","air/AdvicoAD1.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1063.74","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","8165","7925","15","5","0","1","0","0","0","3600","10800","24997","-0.0021","26247","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-1Q","","12","33","","4760","0","","air/AdvicoAD1Q.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1063.74","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","8165","7925","15","5","0","1","0","0","0","3600","10800","24997","-0.0021","26247","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-2","","12","33","","4760","0","","air/AdvicoAD2.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","9478","7925","18","5","0","1","0","0","0","3600","10800","26997","-0.0021","28347","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-2Q","","12","33","","4760","0","","air/AdvicoAD2Q.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","9478","7925","18","5","0","1","0","0","0","3600","10800","26997","-0.0021","28347","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-3","","12","33","","4760","0","","air/AdvicoAD3.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","9478","7925","18","5","0","1","0","0","0","3600","10800","26997","-0.0021","28347","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-3Q","","12","33","","4760","0","","air/AdvicoAD3Q.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","9478","7925","18","5","0","1","0","0","0","3600","10800","26997","-0.0021","28347","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-3W","","12","33","","4760","0","","air/AdvicoAD3W.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","13","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","9478","7925","18","5","0","1","0","0","0","3600","10800","26997","-0.0021","28347","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4","","12","33","","5575","0","","air/AdvicoAD4.jpg","harrier-gr3.xml","","","1947","1953","USA","AEW","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4B","","12","33","","5575","0","","air/AdvicoAD4B.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4L","","12","33","","5575","0","","air/AdvicoAD4L.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4N","","12","33","","5575","0","","air/AdvicoAD4N.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4NA","","12","33","","5575","0","","air/AdvicoAD4NA.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4NA(France)","","12","33","","5575","0","","air/AdvicoAD4NA.jpg","harrier-gr3.xml","","","1947","1953","France","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4Q","","12","33","","5575","0","","air/AdvicoAD4Q.jpg","harrier-gr3.xml","","","1947","1953","USA","EW","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-4W","","12","33","","5575","0","","air/AdvicoAD4W.jpg","harrier-gr3.xml","","","1947","1953","USA","AEW","350","22.39","22","1156","0.17","1","AirDmg1","13","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-5","","12","33","","4787","0","","air/AdvicoAD5.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-5N","","12","33","","4787","0","","air/AdvicoAD5N.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-5Q","","12","33","","4787","0","","air/AdvicoAD5Q.jpg","harrier-gr3.xml","","","1947","1953","USA","EW","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-5W","","12","33","","4787","0","","air/AdvicoAD5W.jpg","harrier-gr3.xml","","","1947","1953","USA","AEW","350","22.39","22","1156","0.17","1","AirDmg1","13","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-6","","12","33","","4787","0","","air/AdvicoAD6.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AD-7","","12","33","","4787","0","","air/AdvicoAD7.jpg","harrier-gr3.xml","","","1947","1953","USA","CAS","350","22.39","22","1156","0.17","1","AirDmg1","14","AirRCS1","7.3","0","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_M0.85","IR_FW_S_F_P_1_Super_M1.1","0","-999","Default","Default","Default","11340","7925","21","5","0","1","0","0","0","3600","10800","30197","-0.0021","31706","-0.0021","0.17","0.8","1.2","0.96","0.85","1.2","60","35","1","1","0.828","0.4","0.052","0","0","0","0","0","0.9","0.835","0.9","1.3","2.5","3.5","4.5","5","20","40"
"AF-1","","12","33","","4746.92","0","","air/AdvicoAF1.jpg","harrier-gr3.xml","","","2001","2999","Brazil","Bomber","725","22.39","14","2461.59","1.115968","1","AirDmg1","6.2","AirRCS1","4.3","0","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_M0.85","IR_FW_S_F_HP_1_Super_M1.2","0","-999","Default","Default","Default","11113","12880","45","6","0","1","0","0","20","3600","10800","49820","0.00122","49820","0.00122","1.115968","0.8","1.2","0.96","0.85","1.2","80","45","1","0.95","0.9","0.9","0.6","0.3","0","0","0","0","0.98","0.95","0.88","1","1.3","2","5","5","20","40"
