DatabaseClass text,AirClass text,Quantity numeric,Prefix text,ReadyLevel numeric
"CV-59 Forrestal 610209-A","A4D-2N","12","Rampagers ","1"
"CV-59 Forrestal 610209-A","A4D-2","12","Sunliners ","1"
"CV-59 Forrestal 610209-A","AD-6","12","Black Falcons ","1"
"CV-59 Forrestal 610209-A","A3D-2","4","Savage Sons ","1"
"CV-59 Forrestal 610209-A","F8U-1P","4","Fighting Photos ","1"
"CV-59 Forrestal 610209-A","WF-2","4","Bats ","1"
"CV-59 Forrestal 610209-A","HUP-2","6","Fleet Angels ","1"
"CV-59 Forrestal 620000-A","F-4B","12","Diamondbacks ","1"
"CV-59 Forrestal 620000-A","F-8C","12","Sluggers ","1"
"CV-59 Forrestal 620000-A","A-4C","12","Rampagers ","1"
"CV-59 Forrestal 620000-A","A-4B","12","Sunliners ","1"
"CV-59 Forrestal 620000-A","A-1H","12","Black Falcons ","1"
"CV-59 Forrestal 620000-A","A-3B","4","Savage Sons ","1"
"CV-59 Forrestal 620000-A","RF-8A","4","Fighting Photos ","1"
"CV-59 Forrestal 620000-A","E-1B","4","Bats ","1"
"CV-59 Forrestal 620000-A","HH-25C","6","Fleet Angels ","1"
"CV-59 Forrestal 620803-A","F-4B","12","Be-Devilers ","1"
"CV-59 Forrestal 620803-A","F-8D","12","Sluggers ","1"
"CV-59 Forrestal 620803-A","A-4C","12","Rampagers ","1"
"CV-59 Forrestal 620803-A","A-4B","12","Sunliners ","1"
"CV-59 Forrestal 620803-A","A-1H","12","Black Falcons ","1"
"CV-59 Forrestal 620803-A","A-3B","4","Savage Sons ","1"
"CV-59 Forrestal 620803-A","RF-8A","4","Fighting Photos ","1"
"CV-59 Forrestal 620803-A","E-1B","4","Bats ","1"
"CV-59 Forrestal 620803-A","HH-25C","6","Fleet Angels ","1"
"CV-59 Forrestal 640610-A","F-4B","12","Be-Devilers ","1"
"CV-59 Forrestal 640610-A","F-8E","12","Sluggers ","1"
"CV-59 Forrestal 640610-A","A-4E","12","Rampagers ","1"
"CV-59 Forrestal 640610-A","A-4E","12","Sunliners ","1"
"CV-59 Forrestal 640610-A","A-4E","12","Bumblebees ","1"
"CV-59 Forrestal 640610-A","A-3B","4","Fleurs ","1"
"CV-59 Forrestal 640610-A","EA-1F","4","Firebirds ","1"
"CV-59 Forrestal 640610-A","RF-8A","4","Fighting Photos ","1"
"CV-59 Forrestal 640610-A","E-1B","4","Bats ","1"
"CV-59 Forrestal 640610-A","UH-2A","6","Fleet Angels ","1"
"CV-59 Forrestal 650824-A","F-4B","12","Be-Devilers ","1"
"CV-59 Forrestal 650824-A","F-8D","12","Warlords ","1"
"CV-59 Forrestal 650824-A","A-4E","12","Rampagers ","1"
"CV-59 Forrestal 650824-A","A-4E","12","Sunliners ","1"
"CV-59 Forrestal 650824-A","A-4C","12","Broncos ","1"
"CV-59 Forrestal 650824-A","A-3B","4","Checkertails ","1"
"CV-59 Forrestal 650824-A","EA-1F","4","Firebirds ","1"
"CV-59 Forrestal 650824-A","RF-8A","4","Fighting Photos ","1"
"CV-59 Forrestal 650824-A","E-1B","4","Bats ","1"
"CV-59 Forrestal 650824-A","UH-2A","6","Fleet Angels ","1"
"CV-59 Forrestal 670606-A","F-4B","12","Red Rippers ","1"
"CV-59 Forrestal 670606-A","F-4B","12","Be-Devilers ","1"
"CV-59 Forrestal 670606-A","A-4E","12","Clansmen ","1"
"CV-59 Forrestal 670606-A","A-6A","12","Flying Tigers ","1"
"CV-59 Forrestal 670606-A","A-4E","12","Gladiators ","1"
"CV-59 Forrestal 670606-A","RA-5C","4","Checkertails ","1"
"CV-59 Forrestal 670606-A","E-2A","4","Screwtops ","1"
"CV-59 Forrestal 670606-A","KA-3B","4","Vikings ","1"
"CV-59 Forrestal 670606-A","UH-2A","6","Fleet Angels ","1"
"CV-59 Forrestal 670606-A","RA-3B","4","World Recorders ","1"
"CV-59 Forrestal 680722-A","F-4B","12","Red Rippers ","1"
"CV-59 Forrestal 680722-A","F-4B","12","Be-Devilers ","1"
"CV-59 Forrestal 680722-A","A-4C","12","Blue Blasters ","1"
"CV-59 Forrestal 680722-A","A-4C","12","Vallions ","1"
"CV-59 Forrestal 680722-A","A-4B","12","Fighting Aces ","1"
"CV-59 Forrestal 680722-A","RA-5C","4","Speartips ","1"
"CV-59 Forrestal 680722-A","KA-3B","4","Vikings ","1"
"CV-59 Forrestal 680722-A","E-2A","4","Screwtops ","1"
"CV-59 Forrestal 680722-A","UH-2A","6","Fleet Angels ","1"
"CV-59 Forrestal 691202-A","F-4B","12","Red Rippers ","1"
"CV-59 Forrestal 691202-A","F-4B","12","Be-Devilers ","1"
"CV-59 Forrestal 691202-A","A-4C","12","Roadrunners ","1"
"CV-59 Forrestal 691202-A","A-4C","12","Waldos ","1"
"CV-59 Forrestal 691202-A","A-4E","12","Black Diamonds ","1"
"CV-59 Forrestal 691202-A","RA-5C","4","Bats ","1"
"CV-59 Forrestal 691202-A","KA-3B","4","Vikings ","1"
"CV-59 Forrestal 691202-A","EKA-3B","4","Vikings ","1"
"CV-59 Forrestal 691202-A","E-2A","4","Seahawks ","1"
"CV-59 Forrestal 691202-A","SH-3D","6","Dragon Slayers ","1"
"CV-59 Forrestal 710105-A","F-4B","12","Red Rippers ","1"
"CV-59 Forrestal 710105-A","F-4B","12","Be-Devilers ","1"
"CV-59 Forrestal 710105-A","A-7E","12","Rampagers ","1"
"CV-59 Forrestal 710105-A","A-7E","12","Sunliners ","1"
"CV-59 Forrestal 710105-A","A-6A","8","Black Falcons ","1"
"CV-59 Forrestal 710105-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 710105-A","RA-5C","4","Peacemakers ","1"
"CV-59 Forrestal 710105-A","E-2B","4","Seahawks ","1"
"CV-59 Forrestal 710105-A","SH-3D","6","Tridents ","1"
"CV-59 Forrestal 720922-A","F-4B","12","Red Rippers ","1"
"CV-59 Forrestal 720922-A","F-4B","12","Grey Ghosts ","1"
"CV-59 Forrestal 720922-A","A-7E","12","Rampagers ","1"
"CV-59 Forrestal 720922-A","A-7E","12","Sunliners ","1"
"CV-59 Forrestal 720922-A","A-6A","8","Black Falcons ","1"
"CV-59 Forrestal 720922-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 720922-A","RA-5C","4","Hoot Owls ","1"
"CV-59 Forrestal 720922-A","E-2B","4","Seahawks ","1"
"CV-59 Forrestal 720922-A","SH-3D","6","Tridents ","1"
"CV-59 Forrestal 740311-A","F-4J","12","Red Rippers ","1"
"CV-59 Forrestal 740311-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 740311-A","A-7E","12","Rampagers ","1"
"CV-59 Forrestal 740311-A","A-7E","12","Sunliners ","1"
"CV-59 Forrestal 740311-A","A-6E","8","Black Falcons ","1"
"CV-59 Forrestal 740311-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 740311-A","RA-5C","4","Fleurs ","1"
"CV-59 Forrestal 740311-A","E-2B","4","Seahawks ","1"
"CV-59 Forrestal 740311-A","SH-3D","6","Tridents ","1"
"CV-59 Forrestal 750305-A","F-4J","12","Red Rippers ","1"
"CV-59 Forrestal 750305-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 750305-A","A-7E","12","Rampagers ","1"
"CV-59 Forrestal 750305-A","A-7E","12","Sunliners ","1"
"CV-59 Forrestal 750305-A","A-6E","8","Black Falcons ","1"
"CV-59 Forrestal 750305-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 750305-A","RA-5C","4","Peacemakers ","1"
"CV-59 Forrestal 750305-A","EA-6B","4","Garudas ","1"
"CV-59 Forrestal 750305-A","E-2B","4","Early Elevens ","1"
"CV-59 Forrestal 750305-A","SH-3D","6","Tridents ","1"
"CV-59 Forrestal 780000-A","F-4J","12","Red Rippers ","1"
"CV-59 Forrestal 780000-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 780000-A","A-7E","12","Rampagers ","1"
"CV-59 Forrestal 780000-A","A-7E","12","Sunliners ","1"
"CV-59 Forrestal 780000-A","A-6E(78)","8","Black Falcons ","1"
"CV-59 Forrestal 780000-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 780000-A","RA-5C","4","Peacemakers ","1"
"CV-59 Forrestal 780000-A","EA-6B","4","Garudas ","1"
"CV-59 Forrestal 780000-A","E-2B","4","Early Elevens ","1"
"CV-59 Forrestal 780000-A","SH-3D","6","Tridents ","1"
"CV-59 Forrestal 780404-A","F-4J","12","Red Rippers ","1"
"CV-59 Forrestal 780404-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 780404-A","A-7E","12","Rampagers ","1"
"CV-59 Forrestal 780404-A","A-7E","12","Sunliners ","1"
"CV-59 Forrestal 780404-A","A-6E(78)","8","Black Falcons ","1"
"CV-59 Forrestal 780404-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 780404-A","EA-6B","4","Zappers ","1"
"CV-59 Forrestal 780404-A","E-2B","4","Sunkings ","1"
"CV-59 Forrestal 780404-A","S-3A","6","Diamond Cutters ","1"
"CV-59 Forrestal 780404-A","SH-3D","6","Tridents ","1"
"CV-59 Forrestal 790000-A","F-4J","12","Red Rippers ","1"
"CV-59 Forrestal 790000-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 790000-A","A-7E(79)","12","Rampagers ","1"
"CV-59 Forrestal 790000-A","A-7E(79)","12","Sunliners ","1"
"CV-59 Forrestal 790000-A","A-6E(78)","8","Black Falcons ","1"
"CV-59 Forrestal 790000-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 790000-A","EA-6B","4","Zappers ","1"
"CV-59 Forrestal 790000-A","E-2B","4","Sunkings ","1"
"CV-59 Forrestal 790000-A","S-3A","6","Diamond Cutters ","1"
"CV-59 Forrestal 790000-A","SH-3D","6","Tridents ","1"
"CV-59 Forrestal 791127-A","F-4J","12","Red Rippers ","1"
"CV-59 Forrestal 791127-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 791127-A","A-7E(79)","12","Rampagers ","1"
"CV-59 Forrestal 791127-A","A-7E(79)","12","Sunliners ","1"
"CV-59 Forrestal 791127-A","A-6E(78)","8","Black Falcons ","1"
"CV-59 Forrestal 791127-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 791127-A","EA-6B","4","Zappers ","1"
"CV-59 Forrestal 791127-A","RF-8G","4","Fighting Photos ","1"
"CV-59 Forrestal 791127-A","E-2C","4","Torchbearers ","1"
"CV-59 Forrestal 791127-A","S-3A","6","Diamond Cutters ","1"
"CV-59 Forrestal 791127-A","SH-3H","6","Tridents ","1"
"CV-59 Forrestal 810302-A","F-4J","12","Silver Eagles ","1"
"CV-59 Forrestal 810302-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 810302-A","A-7E(79)","12","Rampagers ","1"
"CV-59 Forrestal 810302-A","A-7E(79)","12","Sunliners ","1"
"CV-59 Forrestal 810302-A","A-6E(78)","8","Black Falcons ","1"
"CV-59 Forrestal 810302-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 810302-A","EA-6B","4","Zappers ","1"
"CV-59 Forrestal 810302-A","E-2C","4","Torchbearers ","1"
"CV-59 Forrestal 810302-A","S-3A","6","Diamond Cutters ","1"
"CV-59 Forrestal 810302-A","SH-3H","6","Tridents ","1"
"CV-59 Forrestal 820608-A","F-4J","12","Sluggers ","1"
"CV-59 Forrestal 820608-A","F-4J","12","Be-Devilers ","1"
"CV-59 Forrestal 820608-A","A-7E(79)","12","Rampagers ","1"
"CV-59 Forrestal 820608-A","A-7E(79)","12","Sunliners ","1"
"CV-59 Forrestal 820608-A","A-6E(78)","8","Black Falcons ","1"
"CV-59 Forrestal 820608-A","KA-6D","4","Black Falcons ","1"
"CV-59 Forrestal 820608-A","EA-6B","4","Zappers ","1"
"CV-59 Forrestal 820608-A","E-2C","4","Torchbearers ","1"
"CV-59 Forrestal 820608-A","S-3A","6","Diamond Cutters ","1"
"CV-59 Forrestal 820608-A","SH-3H","6","Tridents ","1"
"CV-59 Forrestal 860602-A","F-14A","12","Red Rippers ","1"
"CV-59 Forrestal 860602-A","F-14A","12","Tomcatters ","1"
"CV-59 Forrestal 860602-A","A-7E(79)","12","Raging Bulls ","1"
"CV-59 Forrestal 860602-A","A-7E(79)","12","Gunslingers ","1"
"CV-59 Forrestal 860602-A","A-6E(78)","8","Thunderbolts ","1"
"CV-59 Forrestal 860602-A","KA-6D","4","Thunderbolts ","1"
"CV-59 Forrestal 860602-A","EA-6B","4","Scorpions ","1"
"CV-59 Forrestal 860602-A","E-2C","4","Steeljaw ","1"
"CV-59 Forrestal 860602-A","S-3A","6","Gamblers ","1"
"CV-59 Forrestal 860602-A","SH-3H","6","Red Lions ","1"
"CV-59 Forrestal 891104-A","F-14A","12","Red Rippers ","1"
"CV-59 Forrestal 891104-A","F-14A","12","Tomcatters ","1"
"CV-59 Forrestal 891104-A","A-7E(79)","12","Raging Bulls ","1"
"CV-59 Forrestal 891104-A","A-7E(79)","12","Gunslingers ","1"
"CV-59 Forrestal 891104-A","A-6E(78)","8","Thunderbolts ","1"
"CV-59 Forrestal 891104-A","KA-6D","4","Thunderbolts ","1"
"CV-59 Forrestal 891104-A","EA-6B","4","Grey Wolves ","1"
"CV-59 Forrestal 891104-A","E-2C","4","Steeljaw ","1"
"CV-59 Forrestal 891104-A","S-3A","6","Gamblers ","1"
"CV-59 Forrestal 891104-A","SH-3H","6","Red Lions ","1"
"CV-59 Forrestal 910530-A","F-14A","12","Red Rippers ","1"
"CV-59 Forrestal 910530-A","F-14A","12","Tomcatters ","1"
"CV-59 Forrestal 910530-A","F/A-18C","12","Privateers ","1"
"CV-59 Forrestal 910530-A","F/A-18C","12","Kestrels ","1"
"CV-59 Forrestal 910530-A","A-6E(78)","8","Thunderbolts ","1"
"CV-59 Forrestal 910530-A","KA-6D","4","Thunderbolts ","1"
"CV-59 Forrestal 910530-A","EA-6B","4","Wizards ","1"
"CV-59 Forrestal 910530-A","E-2C","4","Steeljaw ","1"
"CV-59 Forrestal 910530-A","S-3B","8","Gamblers ","1"
"CV-59 Forrestal 910530-A","SH-3H","6","Red Lions ","1"
"CV-60 Saratoga 580201-A","F3H-2","12","VF31 ","1"
"CV-60 Saratoga 580201-A","F8U-1","12","VF32 ","1"
"CV-60 Saratoga 580201-A","A4D-1","12","VA34 ","1"
"CV-60 Saratoga 580201-A","AD-6","12","VA35 ","1"
"CV-60 Saratoga 580201-A","A3D-2","4","VAH9 ","1"
"CV-60 Saratoga 580201-A","F2H-2P","4","Fighting Photos ","1"
"CV-60 Saratoga 580201-A","AD-5W","4","VAW12 ","1"
"CV-60 Saratoga 580201-A","AD-5Q","4","VAW33 ","1"
"CV-60 Saratoga 580201-A","HUP-2","6","HU2 ","1"
"CV-60 Saratoga 590815-A","F3H-2","12","VF31 ","1"
"CV-60 Saratoga 590815-A","F8U-1E","12","VF32 ","1"
"CV-60 Saratoga 590815-A","A4D-2","12","VA34 ","1"
"CV-60 Saratoga 590815-A","AD-6","12","VA35 ","1"
"CV-60 Saratoga 590815-A","A4D-2","12","VA36 ","1"
"CV-60 Saratoga 590815-A","A3D-2","4","VAH9 ","1"
"CV-60 Saratoga 590815-A","F8U-1P","4","Fighting Photos ","1"
"CV-60 Saratoga 590815-A","AD-5W","4","VAW12 ","1"
"CV-60 Saratoga 590815-A","AD-5Q","4","VAW33 ","1"
"CV-60 Saratoga 590815-A","HUP-2","6","HU2 ","1"
"CV-60 Saratoga 600822-A","F3H-2","12","VF31 ","1"
"CV-60 Saratoga 600822-A","F8U-1E","12","VF32 ","1"
"CV-60 Saratoga 600822-A","A4D-2","12","VA34 ","1"
"CV-60 Saratoga 600822-A","AD-6","12","VA35 ","1"
"CV-60 Saratoga 600822-A","A4D-2","12","VA36 ","1"
"CV-60 Saratoga 600822-A","A3D-2","4","VAH9 ","1"
"CV-60 Saratoga 600822-A","F8U-1P","4","Fighting Photos ","1"
"CV-60 Saratoga 600822-A","WF-2","4","VAW12 ","1"
"CV-60 Saratoga 600822-A","AD-5Q","4","VAW33 ","1"
"CV-60 Saratoga 600822-A","HUP-2","6","HU2 ","1"
"CV-60 Saratoga 610705-A","F3H-2","12","VF31 ","1"
"CV-60 Saratoga 610705-A","F8U-2","12","VF32 ","1"
"CV-60 Saratoga 610705-A","A4D-2","12","VA34 ","1"
"CV-60 Saratoga 610705-A","AD-6","12","VA35 ","1"
"CV-60 Saratoga 610705-A","A4D-2N","12","VA36 ","1"
"CV-60 Saratoga 610705-A","A3D-2","4","VAH9 ","1"
"CV-60 Saratoga 610705-A","F8U-1P","4","Fighting Photos ","1"
"CV-60 Saratoga 610705-A","WF-2","4","VAW12 ","1"
"CV-60 Saratoga 610705-A","AD-5N","4","VAW33 ","1"
"CV-60 Saratoga 610705-A","HUP-2","6","HU2 ","1"
"CV-60 Saratoga 620000-A","F-3B","12","VF31 ","1"
"CV-60 Saratoga 620000-A","F-8D","12","VF32 ","1"
"CV-60 Saratoga 620000-A","A-4B","12","VA34 ","1"
"CV-60 Saratoga 620000-A","A-4C","12","VA36 ","1"
"CV-60 Saratoga 620000-A","A-1H","12","VA35 ","1"
"CV-60 Saratoga 620000-A","A-3B","4","VAH9 ","1"
"CV-60 Saratoga 620000-A","RF-8A","4","Fighting Photos ","1"
"CV-60 Saratoga 620000-A","E-1B","4","VAW12 ","1"
"CV-60 Saratoga 620000-A","A-1G","4","VAW33 ","1"
"CV-60 Saratoga 620000-A","HH-25C","6","HU2 ","1"
"CV-60 Saratoga 621203-A","F-3B","12","VF31 ","1"
"CV-60 Saratoga 621203-A","F-8D","12","VF32 ","1"
"CV-60 Saratoga 621203-A","A-4C","12","VA34 ","1"
"CV-60 Saratoga 621203-A","A-4C","12","VA36 ","1"
"CV-60 Saratoga 621203-A","A-1H","12","VA35 ","1"
"CV-60 Saratoga 621203-A","A-3B","4","VAH9 ","1"
"CV-60 Saratoga 621203-A","RF-8A","4","Fighting Photos ","1"
"CV-60 Saratoga 621203-A","E-1B","4","VAW12 ","1"
"CV-60 Saratoga 621203-A","UH-2B","6","HU2 ","1"
"CV-60 Saratoga 641128-A","F-4B","12","VF31 ","1"
"CV-60 Saratoga 641128-A","F-8D","12","VF32 ","1"
"CV-60 Saratoga 641128-A","A-4C","12","VA34 ","1"
"CV-60 Saratoga 641128-A","A-4C","12","VA36 ","1"
"CV-60 Saratoga 641128-A","A-1H","12","VA35 ","1"
"CV-60 Saratoga 641128-A","A-3B","4","VAH10 ","1"
"CV-60 Saratoga 641128-A","RA-5C","4","RVAH9 ","1"
"CV-60 Saratoga 641128-A","E-1B","4","VAW12 ","1"
"CV-60 Saratoga 641128-A","UH-2A","6","HC2 ","1"
"CV-60 Saratoga 660311-A","F-4B","12","VF31 ","1"
"CV-60 Saratoga 660311-A","F-4B","12","VF103 ","1"
"CV-60 Saratoga 660311-A","A-4C","12","VA34 ","1"
"CV-60 Saratoga 660311-A","A-4C","12","VA106 ","1"
"CV-60 Saratoga 660311-A","A-4C","12","VA46 ","1"
"CV-60 Saratoga 660311-A","A-3B","4","VAH10 ","1"
"CV-60 Saratoga 660311-A","RA-5C","4","RVAH12 ","1"
"CV-60 Saratoga 660311-A","E-1B","4","VAW12 ","1"
"CV-60 Saratoga 660311-A","UH-2A","6","HC2 ","1"
"CV-60 Saratoga 670502-A","F-4B","12","VF31 ","1"
"CV-60 Saratoga 670502-A","F-4B","12","VF103 ","1"
"CV-60 Saratoga 670502-A","A-4C","12","VA216 ","1"
"CV-60 Saratoga 670502-A","A-1H","12","VA176 ","1"
"CV-60 Saratoga 670502-A","KA-3B","4","VAH10 ","1"
"CV-60 Saratoga 670502-A","RA-5C","4","RVAH9 ","1"
"CV-60 Saratoga 670502-A","E-1B","4","VAW121 ","1"
"CV-60 Saratoga 670502-A","UH-2B","6","HC2 ","1"
"CV-60 Saratoga 690709-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 690709-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 690709-A","A-7B","12","VA46 ","1"
"CV-60 Saratoga 690709-A","A-7B","12","VA113 ","1"
"CV-60 Saratoga 690709-A","A-6A","12","VA75 ","1"
"CV-60 Saratoga 690709-A","RA-5C","4","RVAH1 ","1"
"CV-60 Saratoga 690709-A","KA-3B","4","VAH10 ","1"
"CV-60 Saratoga 690709-A","EKA-3B","4","VAH10 ","1"
"CV-60 Saratoga 690709-A","E-2A","4","VAW125 ","1"
"CV-60 Saratoga 690709-A","UH-2B","6","HC2 ","1"
"CV-60 Saratoga 700617-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 700617-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 700617-A","A-7A","12","VA37 ","1"
"CV-60 Saratoga 700617-A","A-7A","12","VA105 ","1"
"CV-60 Saratoga 700617-A","A-6A","12","VA75 ","1"
"CV-60 Saratoga 700617-A","RA-5C","4","RVAH9 ","1"
"CV-60 Saratoga 700617-A","EKA-3B","4","VAQ130 ","1"
"CV-60 Saratoga 700617-A","E-2A","4","VAW125 ","1"
"CV-60 Saratoga 700617-A","SH-3A","6","HC2 ","1"
"CV-60 Saratoga 710607-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 710607-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 710607-A","A-7A","12","VA37 ","1"
"CV-60 Saratoga 710607-A","A-7A","12","VA105 ","1"
"CV-60 Saratoga 710607-A","A-6B","8","VA75 ","1"
"CV-60 Saratoga 710607-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 710607-A","EA-6A","4","VCMJ2 ","1"
"CV-60 Saratoga 710607-A","RA-5C","4","RVAH9 ","1"
"CV-60 Saratoga 710607-A","E-2B","4","VAW123 ","1"
"CV-60 Saratoga 710607-A","SH-3D","6","HS7 ","1"
"CV-60 Saratoga 720411-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 720411-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 720411-A","A-7A","12","VA37 ","1"
"CV-60 Saratoga 720411-A","A-7A","12","VA105 ","1"
"CV-60 Saratoga 720411-A","A-6E","8","VA75 ","1"
"CV-60 Saratoga 720411-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 720411-A","EA-6B","4","VCMJ2 ","1"
"CV-60 Saratoga 720411-A","RA-5C","4","RVAH9 ","1"
"CV-60 Saratoga 720411-A","E-2B","4","VAW123 ","1"
"CV-60 Saratoga 720411-A","SH-3D","6","HS7 ","1"
"CV-60 Saratoga 720411-A","SH-3A","6","HC7 ","1"
"CV-60 Saratoga 740927-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 740927-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 740927-A","A-7E","12","VA37 ","1"
"CV-60 Saratoga 740927-A","A-7E","12","VA105 ","1"
"CV-60 Saratoga 740927-A","A-6E","8","VA75 ","1"
"CV-60 Saratoga 740927-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 740927-A","RA-5C","4","RVAH11 ","1"
"CV-60 Saratoga 740927-A","E-2C","4","VAW123 ","1"
"CV-60 Saratoga 740927-A","SH-3D","6","HS7 ","1"
"CV-60 Saratoga 760106-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 760106-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 760106-A","A-7E","12","VA37 ","1"
"CV-60 Saratoga 760106-A","A-7E","12","VA105 ","1"
"CV-60 Saratoga 760106-A","A-6E","8","VA75 ","1"
"CV-60 Saratoga 760106-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 760106-A","EA-6B","4","VAQ131 ","1"
"CV-60 Saratoga 760106-A","S-3A","6","VS22 ","1"
"CV-60 Saratoga 760106-A","E-2C","4","VAW123 ","1"
"CV-60 Saratoga 760106-A","SH-3D","6","HS7 ","1"
"CV-60 Saratoga 770711-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 770711-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 770711-A","A-7E","12","VA37 ","1"
"CV-60 Saratoga 770711-A","A-7E","12","VA105 ","1"
"CV-60 Saratoga 770711-A","A-6E","8","VA75 ","1"
"CV-60 Saratoga 770711-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 770711-A","EA-6B","4","VAQ138 ","1"
"CV-60 Saratoga 770711-A","S-3A","6","VS22 ","1"
"CV-60 Saratoga 770711-A","E-2C","4","VAW123 ","1"
"CV-60 Saratoga 770711-A","SH-3H","6","HS7 ","1"
"CV-60 Saratoga 780000-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 780000-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 780000-A","A-7E","12","VA37 ","1"
"CV-60 Saratoga 780000-A","A-7E","12","VA105 ","1"
"CV-60 Saratoga 780000-A","A-6E(78)","8","VA75 ","1"
"CV-60 Saratoga 780000-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 780000-A","EA-6B","4","VAQ138 ","1"
"CV-60 Saratoga 780000-A","S-3A","6","VS22 ","1"
"CV-60 Saratoga 780000-A","E-2C","4","VAW123 ","1"
"CV-60 Saratoga 780000-A","SH-3H","6","HS7 ","1"
"CV-60 Saratoga 781003-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 781003-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 781003-A","A-7E","12","VA37 ","1"
"CV-60 Saratoga 781003-A","A-7E","12","VA105 ","1"
"CV-60 Saratoga 781003-A","A-6E(78)","8","VA75 ","1"
"CV-60 Saratoga 781003-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 781003-A","EA-6B","4","VAQ131 ","1"
"CV-60 Saratoga 781003-A","S-3A","6","VS22 ","1"
"CV-60 Saratoga 781003-A","E-2C","4","VAW123 ","1"
"CV-60 Saratoga 781003-A","SH-3H","6","HS7 ","1"
"CV-60 Saratoga 790000-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 790000-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 790000-A","A-7E(79)","12","VA37 ","1"
"CV-60 Saratoga 790000-A","A-7E(79)","12","VA105 ","1"
"CV-60 Saratoga 790000-A","A-6E(78)","8","VA75 ","1"
"CV-60 Saratoga 790000-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 790000-A","EA-6B","4","VAQ131 ","1"
"CV-60 Saratoga 790000-A","S-3A","6","VS22 ","1"
"CV-60 Saratoga 790000-A","E-2C","4","VAW123 ","1"
"CV-60 Saratoga 790000-A","SH-3H","6","HS7 ","1"
"CV-60 Saratoga 800310-A","F-4J","12","VF31 ","1"
"CV-60 Saratoga 800310-A","F-4J","12","VF103 ","1"
"CV-60 Saratoga 800310-A","A-7E(79)","12","VA37 ","1"
"CV-60 Saratoga 800310-A","A-7E(79)","12","VA105 ","1"
"CV-60 Saratoga 800310-A","A-6E(78)","8","VA75 ","1"
"CV-60 Saratoga 800310-A","KA-6D","4","VA75 ","1"
"CV-60 Saratoga 800310-A","S-3A","6","VS22 ","1"
"CV-60 Saratoga 800310-A","E-2C","4","VAW123 ","1"
"CV-60 Saratoga 800310-A","SH-3H","6","HS7 ","1"
"CV-60 Saratoga 840402-A","F-14A","12","VF74 ","1"
"CV-60 Saratoga 840402-A","F-14A","12","VF103 ","1"
"CV-60 Saratoga 840402-A","A-7E(79)","12","VA83 ","1"
"CV-60 Saratoga 840402-A","A-7E(79)","12","VA81 ","1"
"CV-60 Saratoga 840402-A","A-6E(78)","8","VMA533 ","1"
"CV-60 Saratoga 840402-A","KA-6D","4","VMA533 ","1"
"CV-60 Saratoga 840402-A","EA-6B","4","VMAQ2 ","1"
"CV-60 Saratoga 840402-A","S-3A","6","VS30 ","1"
