DatabaseClass text,SetupName text,InitialYear numeric,FinalYear numeric,AirComplement text,MagazineLoadout text,LauncherLoadout text
"A-1G","CS10E 1949","1962","1971","","","Spad4 CS10E 1949-L"
"A-1G","CS1E  1949","1962","1971","","","Spad4 CS1E  1949-L"
"A-1G","CS2   1949","1962","1971","","","Spad4 CS2   1949-L"
"A-1G","CS2E  1949","1962","1971","","","Spad4 CS2E  1949-L"
"A-1G","CS3   1949","1962","1971","","","Spad4 CS3   1949-L"
"A-1G","CS3E  1949","1962","1971","","","Spad4 CS3E  1949-L"
"A-1G","CS4   1949","1962","1971","","","Spad4 CS4   1949-L"
"A-1G","CS4E  1949","1962","1971","","","Spad4 CS4E  1949-L"
"A-1G","CS5   1949","1962","1971","","","Spad4 CS5   1949-L"
"A-1G","CS5E  1949","1962","1971","","","Spad4 CS5E  1949-L"
"A-1G","CS6   1949","1962","1971","","","Spad4 CS6   1949-L"
"A-1G","CS6E  1949","1962","1971","","","Spad4 CS6E  1949-L"
"A-1G","CS7   1949","1962","1971","","","Spad4 CS7   1949-L"
"A-1G","CS7E  1949","1962","1971","","","Spad4 CS7E  1949-L"
"A-1G","CS8   1949","1962","1971","","","Spad4 CS8   1949-L"
"A-1G","CS8E  1949","1962","1971","","","Spad4 CS8E  1949-L"
"A-1G","CS9   1949","1962","1971","","","Spad4 CS9   1949-L"
"A-1G","CS9E  1949","1962","1971","","","Spad4 CS9E  1949-L"
"A-1G","IB1   1949","1962","1971","","","Spad4 IB1   1949-L"
"A-1G","IB1E  1949","1962","1971","","","Spad4 IB1E  1949-L"
"A-1G","IB2   1949","1962","1971","","","Spad4 IB2   1949-L"
"A-1G","IB2E  1949","1962","1971","","","Spad4 IB2E  1949-L"
"A-1G","IB3   1949","1962","1971","","","Spad4 IB3   1949-L"
"A-1G","IB3E  1949","1962","1971","","","Spad4 IB3E  1949-L"
"A-1G","IB4   1949","1962","1971","","","Spad4 IB4   1949-L"
"A-1G","IB4E  1949","1962","1971","","","Spad4 IB4E  1949-L"
"A-1G","IB5   1949","1962","1971","","","Spad4 IB5   1949-L"
"A-1G","IB5E  1949","1962","1971","","","Spad4 IB5E  1949-L"
"A-1G","IB6   1949","1962","1971","","","Spad4 IB6   1949-L"
"A-1G","IB6E  1949","1962","1971","","","Spad4 IB6E  1949-L"
"A-1G","UR1   1949","1962","1971","","","Spad4 UR1   1949-L"
"A-1G","UR1E  1949","1962","1971","","","Spad4 UR1E  1949-L"
"A-1G","UR2   1949","1962","1971","","","Spad4 UR2   1949-L"
"A-1G","UR2E  1949","1962","1971","","","Spad4 UR2E  1949-L"
"A-1G","UR3   1949","1962","1971","","","Spad4 UR3   1949-L"
"A-1G","UR3E  1949","1962","1971","","","Spad4 UR3E  1949-L"
"A-1G","UR4   1949","1962","1971","","","Spad4 UR4   1949-L"
"A-1G","UR4E  1949","1962","1971","","","Spad4 UR4E  1949-L"
"A-1H","CS1   1949","1962","1971","","","Spad4 CS1   1949-L"
"A-1H","CS10  1949","1962","1971","","","Spad4 CS10  1949-L"
"A-1H","CS10E 1949","1962","1971","","","Spad4 CS10E 1949-L"
"A-1H","CS1E  1949","1962","1971","","","Spad4 CS1E  1949-L"
"A-1H","CS2   1949","1962","1971","","","Spad4 CS2   1949-L"
"A-1H","CS2E  1949","1962","1971","","","Spad4 CS2E  1949-L"
"A-1H","CS3   1949","1962","1971","","","Spad4 CS3   1949-L"
"A-1H","CS3E  1949","1962","1971","","","Spad4 CS3E  1949-L"
"A-1H","CS4   1949","1962","1971","","","Spad4 CS4   1949-L"
"A-1H","CS4E  1949","1962","1971","","","Spad4 CS4E  1949-L"
"A-1H","CS5   1949","1962","1971","","","Spad4 CS5   1949-L"
"A-1H","CS5E  1949","1962","1971","","","Spad4 CS5E  1949-L"
"A-1H","CS6   1949","1962","1971","","","Spad4 CS6   1949-L"
"A-1H","CS6E  1949","1962","1971","","","Spad4 CS6E  1949-L"
"A-1H","CS7   1949","1962","1971","","","Spad4 CS7   1949-L"
"A-1H","CS7E  1949","1962","1971","","","Spad4 CS7E  1949-L"
"A-1H","CS8   1949","1962","1971","","","Spad4 CS8   1949-L"
"A-1H","CS8E  1949","1962","1971","","","Spad4 CS8E  1949-L"
"A-1H","CS9   1949","1962","1971","","","Spad4 CS9   1949-L"
"A-1H","CS9E  1949","1962","1971","","","Spad4 CS9E  1949-L"
"A-1H","IB1   1949","1962","1971","","","Spad4 IB1   1949-L"
"A-1H","IB1E  1949","1962","1971","","","Spad4 IB1E  1949-L"
"A-1H","IB2   1949","1962","1971","","","Spad4 IB2   1949-L"
"A-1H","IB2E  1949","1962","1971","","","Spad4 IB2E  1949-L"
"A-1H","IB3   1949","1962","1971","","","Spad4 IB3   1949-L"
"A-1H","IB3E  1949","1962","1971","","","Spad4 IB3E  1949-L"
"A-1H","IB4   1949","1962","1971","","","Spad4 IB4   1949-L"
"A-1H","IB4E  1949","1962","1971","","","Spad4 IB4E  1949-L"
"A-1H","IB5   1949","1962","1971","","","Spad4 IB5   1949-L"
"A-1H","IB5E  1949","1962","1971","","","Spad4 IB5E  1949-L"
"A-1H","IB6   1949","1962","1971","","","Spad4 IB6   1949-L"
"A-1H","IB6E  1949","1962","1971","","","Spad4 IB6E  1949-L"
"A-1H","UR1   1949","1962","1971","","","Spad4 UR1   1949-L"
"A-1H","UR1E  1949","1962","1971","","","Spad4 UR1E  1949-L"
"A-1H","UR2   1949","1962","1971","","","Spad4 UR2   1949-L"
"A-1H","UR2E  1949","1962","1971","","","Spad4 UR2E  1949-L"
"A-1H","UR3   1949","1962","1971","","","Spad4 UR3   1949-L"
"A-1H","UR3E  1949","1962","1971","","","Spad4 UR3E  1949-L"
"A-1H","UR4   1949","1962","1971","","","Spad4 UR4   1949-L"
"A-1H","UR4E  1949","1962","1971","","","Spad4 UR4E  1949-L"
"A-1J","CS1   1949","1962","1971","","","Spad4 CS1   1949-L"
"A-1J","CS10  1949","1962","1971","","","Spad4 CS10  1949-L"
"A-1J","CS10E 1949","1962","1971","","","Spad4 CS10E 1949-L"
"A-1J","CS1E  1949","1962","1971","","","Spad4 CS1E  1949-L"
"A-1J","CS2   1949","1962","1971","","","Spad4 CS2   1949-L"
"A-1J","CS2E  1949","1962","1971","","","Spad4 CS2E  1949-L"
"A-1J","CS3   1949","1962","1971","","","Spad4 CS3   1949-L"
"A-1J","CS3E  1949","1962","1971","","","Spad4 CS3E  1949-L"
"A-1J","CS4   1949","1962","1971","","","Spad4 CS4   1949-L"
"A-1J","CS4E  1949","1962","1971","","","Spad4 CS4E  1949-L"
"A-1J","CS5   1949","1962","1971","","","Spad4 CS5   1949-L"
"A-1J","CS5E  1949","1962","1971","","","Spad4 CS5E  1949-L"
"A-1J","CS6   1949","1962","1971","","","Spad4 CS6   1949-L"
"A-1J","CS6E  1949","1962","1971","","","Spad4 CS6E  1949-L"
"A-1J","CS7   1949","1962","1971","","","Spad4 CS7   1949-L"
"A-1J","CS7E  1949","1962","1971","","","Spad4 CS7E  1949-L"
"A-1J","CS8   1949","1962","1971","","","Spad4 CS8   1949-L"
"A-1J","CS8E  1949","1962","1971","","","Spad4 CS8E  1949-L"
"A-1J","CS9   1949","1962","1971","","","Spad4 CS9   1949-L"
"A-1J","CS9E  1949","1962","1971","","","Spad4 CS9E  1949-L"
"A-1J","IB1   1949","1962","1971","","","Spad4 IB1   1949-L"
"A-1J","IB1E  1949","1962","1971","","","Spad4 IB1E  1949-L"
"A-1J","IB2   1949","1962","1971","","","Spad4 IB2   1949-L"
"A-1J","IB2E  1949","1962","1971","","","Spad4 IB2E  1949-L"
"A-1J","IB3   1949","1962","1971","","","Spad4 IB3   1949-L"
"A-1J","IB3E  1949","1962","1971","","","Spad4 IB3E  1949-L"
"A-1J","IB4   1949","1962","1971","","","Spad4 IB4   1949-L"
"A-1J","IB4E  1949","1962","1971","","","Spad4 IB4E  1949-L"
"A-1J","IB5   1949","1962","1971","","","Spad4 IB5   1949-L"
"A-1J","IB5E  1949","1962","1971","","","Spad4 IB5E  1949-L"
"A-1J","IB6   1949","1962","1971","","","Spad4 IB6   1949-L"
"A-1J","IB6E  1949","1962","1971","","","Spad4 IB6E  1949-L"
"A-1J","UR1   1949","1962","1971","","","Spad4 UR1   1949-L"
"A-1J","UR1E  1949","1962","1971","","","Spad4 UR1E  1949-L"
"A-1J","UR2   1949","1962","1971","","","Spad4 UR2   1949-L"
"A-1J","UR2E  1949","1962","1971","","","Spad4 UR2E  1949-L"
"A-1J","UR3   1949","1962","1971","","","Spad4 UR3   1949-L"
"A-1J","UR3E  1949","1962","1971","","","Spad4 UR3E  1949-L"
"A-1J","UR4   1949","1962","1971","","","Spad4 UR4   1949-L"
"A-1J","UR4E  1949","1962","1971","","","Spad4 UR4E  1949-L"
"A-20A","A-20A 1x1000kg","1900","2999","A-20A 1x1000kg-A","A-20A 1x1000kg-M","A-20A 1x1000kg-L"
"A-20A","A-20A 1x1900kg","1900","2999","A-20A 1x1900kg-A","A-20A 1x1900kg-M","A-20A 1x1900kg-L"
"A-20A","A-20A 4x250kg","1900","2999","A-20A 4x250kg-A","A-20A 4x250kg-M","A-20A 4x250kg-L"
"A-20A","A-20A 4x500kg","1900","2999","A-20A 4x500kg-A","A-20A 4x500kg-M","A-20A 4x500kg-L"
"A-29B","A-29B-1","1900","2999","A-29B-1-A","A-29B-1-M","A-29B-1-L"
"A-3A","IB1   1950","1962","1963","","","A3D-1 IB1   1950-L"
"A-3A","IB10  1940","1962","1963","","","A3D-1 IB10  1940-L"
"A-3A","IB11  1940","1962","1963","","","A3D-1 IB11  1940-L"
"A-3A","IB12  1940","1962","1963","","","A3D-1 IB12  1940-L"
"A-3A","IB13  1940","1962","1963","","","A3D-1 IB13  1940-L"
"A-3A","IB2   1950","1962","1963","","","A3D-1 IB2   1950-L"
"A-3A","IB3   1950","1962","1963","","","A3D-1 IB3   1950-L"
"A-3A","IB4   1950","1962","1963","","","A3D-1 IB4   1950-L"
"A-3A","IB5   1950","1962","1963","","","A3D-1 IB5   1950-L"
"A-3A","IB6   1950","1962","1963","","","A3D-1 IB6   1950-L"
"A-3A","IB8   1943","1962","1963","","","A3D-1 IB8   1943-L"
"A-3A","IB9   1940","1962","1963","","","A3D-1 IB9   1940-L"
"A-3A","MN1   1930","1962","1963","","","A3D-1 MN1   1930-L"
"A-3A","MN10  1968","1968","1963","","","A3D-1 MN10  1968-L"
"A-3A","MN11  1968","1968","1963","","","A3D-1 MN11  1968-L"
"A-3A","MN2   1930","1962","1963","","","A3D-1 MN2   1930-L"
"A-3A","MN3   1930","1962","1963","","","A3D-1 MN3   1930-L"
"A-3A","MN4   1930","1962","1963","","","A3D-1 MN4   1930-L"
"A-3A","MN5   1930","1962","1963","","","A3D-1 MN5   1930-L"
"A-3A","MN6   1930","1962","1963","","","A3D-1 MN6   1930-L"
"A-3A","MN7   1966","1966","1963","","","A3D-1 MN7   1966-L"
"A-3A","MN8   1966","1966","1963","","","A3D-1 MN8   1966-L"
"A-3A","MN9   1968","1968","1963","","","A3D-1 MN9   1968-L"
"A-3A","xN    70kT 1958","1958","1963","","","A3D-1 xN1.3 1958-L"
"A-3A","xN    70kT 1961","1961","1963","","","A3D-1 xN4.1 1961-L"
"A-3A","xN   300kT 1961","1961","1963","","","A3D-1 xN4.2 1961-L"
"A-3A","xN   350kT 1958","1958","1963","","","A3D-1 xN1.2 1958-L"
"A-3A","xN   700kT 1961","1961","1963","","","A3D-1 xN4.3 1961-L"
"A-3A","xN  1000kT 1961","1961","1963","","","A3D-1 xN4.4 1961-L"
"A-3A","xN  1100kT 1958","1958","1963","","","A3D-1 xN1.1 1958-L"
"A-3A","xN  1450kT 1958","1958","1963","","","A3D-1 xN1.4 1958-L"
"A-3A","xNx   70kT 1958","1958","1963","","","A3D-1 xN2.3 1958-L"
"A-3A","xNx   70kT 1961","1961","1963","","","A3D-1 xN5.1 1961-L"
"A-3A","xNx  1.1MT 1958","1958","1963","","","A3D-1 xN2.1 1958-L"
"A-3A","xNx  300kT 1961","1961","1963","","","A3D-1 xN5.2 1961-L"
"A-3A","xNx  350kT 1958","1958","1963","","","A3D-1 xN2.2 1958-L"
"A-3A","xNx  700kT 1961","1961","1963","","","A3D-1 xN5.3 1961-L"
"A-3A","xNx 1000kT 1961","1961","1963","","","A3D-1 xN5.4 1961-L"
"A-3A","xNx 1450kT 1958","1958","1963","","","A3D-1 xN2.4 1958-L"
"A-3B","IB1   1950","1962","1971","","","A3D-2 IB1   1950-L"
"A-3B","IB10  1940","1962","1971","","","A3D-2 IB10  1940-L"
"A-3B","IB11  1940","1962","1971","","","A3D-2 IB11  1940-L"
"A-3B","IB12  1940","1962","1971","","","A3D-2 IB12  1940-L"
"A-3B","IB13  1940","1962","1971","","","A3D-2 IB13  1940-L"
"A-3B","IB2   1950","1962","1971","","","A3D-2 IB2   1950-L"
"A-3B","IB3   1950","1962","1971","","","A3D-2 IB3   1950-L"
"A-3B","IB4   1950","1962","1971","","","A3D-2 IB4   1950-L"
"A-3B","IB5   1950","1962","1971","","","A3D-2 IB5   1950-L"
"A-3B","IB6   1950","1962","1971","","","A3D-2 IB6   1950-L"
"A-3B","IB7   1942","1962","1971","","","A3D-2 IB7   1942-L"
"A-3B","IB8   1943","1962","1971","","","A3D-2 IB8   1943-L"
"A-3B","IB9   1940","1962","1971","","","A3D-2 IB9   1940-L"
"A-3B","MN1   1930","1962","1971","","","A3D-2 MN1   1930-L"
"A-3B","MN10  1968","1968","1971","","","A3D-2 MN10  1968-L"
"A-3B","MN11  1968","1968","1971","","","A3D-2 MN11  1968-L"
"A-3B","MN2   1930","1962","1971","","","A3D-2 MN2   1930-L"
"A-3B","MN3   1930","1962","1971","","","A3D-2 MN3   1930-L"
"A-3B","MN4   1930","1962","1971","","","A3D-2 MN4   1930-L"
"A-3B","MN5   1930","1962","1971","","","A3D-2 MN5   1930-L"
"A-3B","MN6   1930","1962","1971","","","A3D-2 MN6   1930-L"
"A-3B","MN7   1966","1966","1971","","","A3D-2 MN7   1966-L"
"A-3B","MN8   1966","1966","1971","","","A3D-2 MN8   1966-L"
"A-3B","MN9   1968","1968","1971","","","A3D-2 MN9   1968-L"
"A-3B","xN     1kT 1966","1966","1971","","","A3D-2 xN9.1 1966-L"
"A-3B","xN     5kT 1963","1963","1971","","","A3D-2 xN7.1 1963-L"
"A-3B","xN     5kT 1966","1966","1971","","","A3D-2 xN9.2 1966-L"
"A-3B","xN    10kT 1963","1963","1971","","","A3D-2 xN7.2 1963-L"
"A-3B","xN    10kT 1966","1966","1971","","","A3D-2 xN9.3 1966-L"
"A-3B","xN    15kT 1963","1963","1971","","","A3D-2 xN7.3 1963-L"
"A-3B","xN    20kT 1963","1963","1971","","","A3D-2 xN7.4 1963-L"
"A-3B","xN    60kT 1966","1966","1971","","","A3D-2 xN9.4 1966-L"
"A-3B","xN    70kT 1958","1962","1971","","","A3D-2 xN1.3 1958-L"
"A-3B","xN    70kT 1961","1962","1971","","","A3D-2 xN4.1 1961-L"
"A-3B","xN    80kT 1966","1966","1971","","","A3D-2 xN9.5 1966-L"
"A-3B","xN   170kT 1966","1966","1971","","","A3D-2 xN9.6 1966-L"
"A-3B","xN   300kT 1961","1962","1971","","","A3D-2 xN4.2 1961-L"
"A-3B","xN   340kT 1966","1966","1971","","","A3D-2 xN9.7 1966-L"
"A-3B","xN   350kT 1958","1962","1971","","","A3D-2 xN1.2 1958-L"
"A-3B","xN   700kT 1961","1962","1971","","","A3D-2 xN4.3 1961-L"
"A-3B","xN  1000kT 1961","1962","1971","","","A3D-2 xN4.4 1961-L"
"A-3B","xN  1100kT 1958","1962","1971","","","A3D-2 xN1.1 1958-L"
"A-3B","xN  1450kT 1958","1962","1971","","","A3D-2 xN1.4 1958-L"
"A-3B","xN  3500kT 1957","1962","1971","","","A3D-2 xN3.1 1957-L"
"A-3B","xNx    1kT 1966","1966","1971","","","A3D-2 xN10.1 1966-L"
"A-3B","xNx    5kT 1963","1963","1971","","","A3D-2 xN8.1 1963-L"
"A-3B","xNx    5kT 1966","1966","1971","","","A3D-2 xN10.2 1966-L"
"A-3B","xNx   10kT 1963","1963","1971","","","A3D-2 xN8.2 1963-L"
"A-3B","xNx   10kT 1966","1966","1971","","","A3D-2 xN10.3 1966-L"
"A-3B","xNx   15kT 1963","1963","1971","","","A3D-2 xN8.3 1963-L"
"A-3B","xNx   20kT 1963","1963","1971","","","A3D-2 xN8.4 1963-L"
"A-3B","xNx   60kT 1966","1966","1971","","","A3D-2 xN10.4 1966-L"
"A-3B","xNx   70kT 1958","1962","1971","","","A3D-2 xN2.3 1958-L"
"A-3B","xNx   70kT 1961","1962","1971","","","A3D-2 xN5.1 1961-L"
"A-3B","xNx   80kT 1966","1966","1971","","","A3D-2 xN10.5 1966-L"
"A-3B","xNx  1.1MT 1958","1962","1971","","","A3D-2 xN2.1 1958-L"
"A-3B","xNx  170kT 1966","1966","1971","","","A3D-2 xN10.6 1966-L"
"A-3B","xNx  300kT 1961","1962","1971","","","A3D-2 xN5.2 1961-L"
"A-3B","xNx  340kT 1966","1966","1971","","","A3D-2 xN10.7 1966-L"
"A-3B","xNx  350kT 1958","1962","1971","","","A3D-2 xN2.2 1958-L"
"A-3B","xNx  700kT 1961","1962","1971","","","A3D-2 xN5.3 1961-L"
"A-3B","xNx 1000kT 1961","1962","1971","","","A3D-2 xN5.4 1961-L"
"A-3B","xNx 1450kT 1958","1962","1971","","","A3D-2 xN2.4 1958-L"
"A-4A","AW1  1956","1962","1964.19","","","A-4A AW1  -L"
"A-4A","AW1E 1956","1962","1964.19","","","A-4A AW1E -L"
"A-4A","AW2E 1956","1962","1964.19","","","A-4A AW2E -L"
"A-4A","IB1  1956","1962","1964.19","","","A-4A IB1  1956-L"
"A-4A","IB1E 1956","1962","1964.19","","","A-4A IB1E 1956-L"
"A-4A","IB2E 1956","1962","1964.19","","","A-4A IB2E 1956-L"
"A-4A","UR1  1956","1962","1964.19","","","A-4A UR1  -L"
"A-4A","UR1E 1956","1962","1964.19","","","A-4A UR1E -L"
"A-4A","UR2  1956","1962","1964.19","","","A-4A UR2  -L"
"A-4A","UR2E 1956","1962","1964.19","","","A-4A UR2E -L"
"A-4A","UR3  1956","1962","1964.19","","","A-4A UR3  -L"
"A-4A","UR3E 1956","1962","1964.19","","","A-4A UR3E -L"
"A-4AR","AW1   1957","1963","2999","","","A-4M AW1   1957-L"
"A-4AR","AW1E  1957","1963","2999","","","A-4M AW1E  1957-L"
"A-4AR","AW2   1978","1978","2010","","","A-4M AW2   1978-L"
"A-4AR","AW2   1980","1980","2999","","","A-4M AW2   1980-L"
"A-4AR","AW2E  1978","1978","2010","","","A-4M AW2E  1978-L"
"A-4AR","AW2E  1980","1980","2999","","","A-4M AW2E  1980-L"
"A-4AR","GM8   1989","1989","2999","","","A-4M GM8   1989-L"
"A-4AR","GM8E  1989","1989","2999","","","A-4M GM8E  1989-L"
"A-4AR","IB1   1978","1978","2010","","","A-4M IB1   1978-L"
"A-4AR","IB1E  1978","1978","2010","","","A-4M IB1E  1978-L"
"A-4AR","IB2E  1978","1978","2010","","","A-4M IB2E  1978-L"
"A-4AR","IB3   1970","1970","2999","","","A-4M IB3   1970-L"
"A-4AR","IB3E  1970","1970","2999","","","A-4M IB3E  1970-L"
"A-4AR","IB4   1970","1970","2999","","","A-4M IB4   1970-L"
"A-4AR","IB4E  1970","1970","2999","","","A-4M IB4E  1970-L"
"A-4AR","IB5   1978","1978","2010","","","A-4M IB5   1978-L"
"A-4AR","IB5   1980","1980","2999","","","A-4M IB5   1980-L"
"A-4AR","IB5E  1978","1978","2010","","","A-4M IB5E  1978-L"
"A-4AR","IB5E  1980","1980","2999","","","A-4M IB5E  1980-L"
"A-4AR","IB6E  1978","1978","2010","","","A-4M IB6E  1978-L"
"A-4AR","IB6E  1980","1980","2999","","","A-4M IB6E  1980-L"
"A-4AR","IB7   1978","1978","2010","","","A-4M IB7   1978-L"
"A-4AR","IB7   1980","1980","2999","","","A-4M IB7   1980-L"
"A-4AR","IB7E  1978","1978","2010","","","A-4M IB7E  1978-L"
"A-4AR","IB7E  1980","1980","2999","","","A-4M IB7E  1980-L"
"A-4AR","IB8   1978","1978","2010","","","A-4M IB8   1978-L"
"A-4AR","IB8   1980","1980","2999","","","A-4M IB8   1980-L"
"A-4AR","IB8E  1978","1978","2010","","","A-4M IB8E  1978-L"
"A-4AR","IB8E  1980","1980","2999","","","A-4M IB8E  1980-L"
"A-4AR","UR1   1963","1963","2999","","","A-4M UR1   1963-L"
"A-4AR","UR1E  1963","1963","2999","","","A-4M UR1E  1963-L"
"A-4AR","UR2   1963","1963","2999","","","A-4M UR2   1963-L"
"A-4AR","UR2E  1963","1963","2999","","","A-4M UR2E  1963-L"
"A-4AR","UR3   1963","1963","2999","","","A-4M UR3   1963-L"
"A-4AR","UR3E  1963","1963","2999","","","A-4M UR3E  1963-L"
"A-4B","AW1  1956","1962","1964.19","","","A-4A AW1  -L"
"A-4B","AW1E 1956","1962","1964.19","","","A-4A AW1E -L"
"A-4B","AW2  1963","1963","1964.19","","","A-4B AW2  1963-L"
"A-4B","AW2  1964","1964","1964.19","","","A-4B AW2  1964-L"
"A-4B","AW2E 1963","1963","1964.19","","","A-4B AW2E 1963-L"
"A-4B","AW2E 1964","1964","1964.19","","","A-4B AW2E 1964-L"
"A-4B","GM1  1959","1959","1964.19","","","A-4B GM1  1959-L"
"A-4B","GM1E 1959","1959","1964.19","","","A-4B GM1E 1959-L"
"A-4B","GM2  1960","1960","1964.19","","","A-4B GM2  1960-L"
"A-4B","GM2E 1960","1960","1964.19","","","A-4B GM2E 1960-L"
"A-4B","GM3  1962","1962","1964.19","","","A-4B GM3  1962-L"
"A-4B","GM3E 1962","1962","1964.19","","","A-4B GM3E 1962-L"
"A-4B","IB1  1956","1962","1964.19","","","A-4A IB1  1956-L"
"A-4B","IB1E 1956","1962","1964.19","","","A-4A IB1E 1956-L"
"A-4B","IB2E 1956","1962","1964.19","","","A-4A IB2E 1956-L"
"A-4B","UR1  1956","1962","1964.19","","","A-4A UR1  -L"
"A-4B","UR1E 1956","1962","1964.19","","","A-4A UR1E -L"
"A-4B","UR2  1956","1962","1964.19","","","A-4A UR2  -L"
"A-4B","UR2E 1956","1962","1964.19","","","A-4A UR2E -L"
"A-4B","UR3  1956","1962","1964.19","","","A-4A UR3  -L"
"A-4B","UR3E 1956","1962","1964.19","","","A-4A UR3E -L"
"A-4C","AW1  1956","1962","1970.451","","","A-4A AW1  -L"
"A-4C","AW1E 1956","1962","1970.451","","","A-4A AW1E -L"
"A-4C","AW2  1963","1963","1970.451","","","A-4B AW2  1963-L"
"A-4C","AW2  1964","1964","1970.451","","","A-4B AW2  1964-L"
"A-4C","AW2  1968","1968","1970.451","","","A-4B AW2  1968-L"
"A-4C","AW2  1970","1970","1970.451","","","A-4B AW2  1970-L"
"A-4C","AW2E 1963","1963","1970.451","","","A-4B AW2E 1963-L"
"A-4C","AW2E 1964","1964","1970.451","","","A-4B AW2E 1964-L"
"A-4C","AW2E 1968","1968","1970.451","","","A-4B AW2E 1968-L"
"A-4C","AW2E 1970","1970","1970.451","","","A-4B AW2E 1970-L"
"A-4C","GM1  1959","1959","1970.451","","","A-4B GM1  1959-L"
"A-4C","GM1E 1959","1959","1970.451","","","A-4B GM1E 1959-L"
"A-4C","GM2  1960","1960","1970.451","","","A-4B GM2  1960-L"
"A-4C","GM2E 1960","1960","1970.451","","","A-4B GM2E 1960-L"
"A-4C","GM3  1962","1962","1970.451","","","A-4B GM3  1962-L"
"A-4C","GM3E 1962","1962","1970.451","","","A-4B GM3E 1962-L"
"A-4C","GM4  1967","1967","1970.451","","","A-4C GM4  1967-L"
"A-4C","GM4E 1967","1967","1970.451","","","A-4C GM4E 1967-L"
"A-4C","GM5  1970","1970","1970.451","","","A-4C GM5  1970-L"
"A-4C","GM5E 1970","1970","1970.451","","","A-4C GM5E 1970-L"
"A-4C","IB1  1956","1962","1970.451","","","A-4A IB1  1956-L"
"A-4C","IB1E 1956","1962","1970.451","","","A-4A IB1E 1956-L"
"A-4C","IB2E 1956","1962","1970.451","","","A-4A IB2E 1956-L"
"A-4C","IB3  1970","1970","1970.451","","","A-4A IB3  1970-L"
"A-4C","IB3E 1970","1970","1970.451","","","A-4A IB3E 1970-L"
"A-4C","IB4  1970","1970","1970.451","","","A-4A IB4  1970-L"
"A-4C","IB4E 1970","1970","1970.451","","","A-4A IB4E 1970-L"
"A-4C","IB5  1970","1970","1970.451","","","A-4A IB5  1970-L"
"A-4C","IB5E 1970","1970","1970.451","","","A-4A IB5E 1970-L"
"A-4C","IB6  1970","1970","1970.451","","","A-4A IB6  1970-L"
"A-4C","IB6E 1970","1970","1970.451","","","A-4A IB6E 1970-L"
"A-4C","IB7E 1970","1970","1970.451","","","A-4A IB7E 1970-L"
"A-4C","SD1  1965","1965","1970.451","","","A-4C SD1  1965-L"
"A-4C","SD1E 1965","1965","1970.451","","","A-4C SD1E 1965-L"
"A-4C","SD3  1965","1965","1970.451","","","A-4C SD3  1965-L"
"A-4C","UR1  1956","1962","1970.451","","","A-4A UR1  -L"
"A-4C","UR1E 1956","1962","1970.451","","","A-4A UR1E -L"
"A-4C","UR2  1956","1962","1970.451","","","A-4A UR2  -L"
"A-4C","UR2E 1956","1962","1970.451","","","A-4A UR2E -L"
"A-4C","UR3  1956","1962","1970.451","","","A-4A UR3  -L"
"A-4C","UR3E 1956","1962","1970.451","","","A-4A UR3E -L"
"A-4E","AW1   1957","1963.037","1970.199","","","A-4E AW1   1957-L"
"A-4E","AW1E  1957","1963.037","1970.199","","","A-4E AW1E  1957-L"
"A-4E","AW2   1963","1963.037","1970.199","","","A-4E AW2   1963-L"
"A-4E","AW2   1964","1964","1970.199","","","A-4E AW2   1964-L"
"A-4E","AW2   1968","1968","1970","","","A-4E AW2   1968-L"
"A-4E","AW2   1970","1970","1970.199","","","A-4E AW2   1970-L"
"A-4E","AW2E  1963","1963.037","1970.199","","","A-4E AW2E  1963-L"
"A-4E","AW2E  1964","1964","1970.199","","","A-4E AW2E  1964-L"
"A-4E","AW2E  1968","1968","1970","","","A-4E AW2E  1968-L"
"A-4E","AW2E  1970","1970","1970.199","","","A-4E AW2E  1970-L"
"A-4E","GM1   1959","1963.037","1965","","","A-4E GM1   1959-L"
"A-4E","GM1E  1959","1963.037","1965","","","A-4E GM1E  1959-L"
"A-4E","GM2   1960","1963.037","1970.199","","","A-4E GM2   1960-L"
"A-4E","GM2E  1960","1963.037","1970.199","","","A-4E GM2E  1960-L"
"A-4E","GM3E  1962","1963.037","1970.199","","","A-4E GM3E  1962-L"
"A-4E","GM4   1963","1963.037","1965","","","A-4E GM4   1963-L"
"A-4E","GM4   1964","1964","1970.199","","","A-4E GM4   1964-L"
"A-4E","GM4E  1963","1963.037","1965","","","A-4E GM4E  1963-L"
"A-4E","GM4E  1964","1964","1970.199","","","A-4E GM4E  1964-L"
"A-4E","GM5   1963","1963.037","1970.199","","","A-4E GM5   1963-L"
"A-4E","GM5   1964","1964","1970.199","","","A-4E GM5   1964-L"
"A-4E","GM5   1968","1968","1970.199","","","A-4E GM5   1968-L"
"A-4E","GM5   1970","1970","1970.199","","","A-4E GM5   1970-L"
"A-4E","GM5E  1963","1963.037","1970.199","","","A-4E GM5E  1963-L"
"A-4E","GM5E  1964","1964","1970.199","","","A-4E GM5E  1964-L"
"A-4E","GM5E  1968","1968","1970.199","","","A-4E GM5E  1968-L"
