DatabaseClass text primary key,NATO_ASCC text,ModelClassId numeric,ClassificationId numeric,Cost numeric,Weight_kg numeric,Volume_m3 numeric,InitialYear numeric,FinalYear numeric,Country text,Designation text,ImageList text,IconFileName nexttumeric,ModelFileName text,Description text,Notes text,MaxRange_km numeric,RefRange_km numeric,FieldOfView_deg numeric,MinElevation_deg numeric,MaxElevation_deg numeric,ScanPeriod_s numeric,DamageEffect text,RangeError numeric,AngleError_deg numeric,ElevationError_deg numeric,MinFrequency_Hz numeric,MaxFrequency_Hz numeric,IdThreshold_dB real,CounterMeasureFactor numeric,IsSurveillance numeric,ERPpeak_dBW numeric,ERPaverage_dBW numeric,MaxFireControlTracks numeric,IsSemiactive numeric,BlindSpeed_mps numeric,LookdownWater_dB numeric,LookdownLand_dB numeric,Bandwidth_Hz numeric,AzimuthBeamwidth_deg numeric,ElevationBeamwidth_deg numeric,EffectiveSidelobes_dB numeric,DetectsSurface numeric,DetectsAir numeric,DetectsMissile numeric,DetectsGround numeric
"APS-124","","0","0","0","0","0","1900","2999","","","null","null","null","APS-124_SS_Max=296km_Ref=29.631km","","296","29.63","360","-90","0","10","GenericSensor","0","0.06","1.25","3000000000","3500000000","99","1","1","41.72","31.72","6","0","2.5","-3","-12","3000000","5","20","-30","1","0","0","1"
"APS-125","","0","0","0","0","0","1900","2999","","","null","null","null","APS-125; AS/SS; Max=463km; Ref=186.237km","","463","186.24","360","-45","45","10","GenericSensor","0.0002","0.1","0.98","420000000","450000000","99","1","1","60","50","4","0","2.5","-9","-28","3000000","5","15.6","-30","1","1","1","1"
"APS-128D","","0","0","","","","1900","2999","","","","","","","Marcos","324","30","360","-60","60","2","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"APS-137","","0","0","0","0","0","1900","2999","","","null","null","null","APS-116_SS_Max=277.8km_Ref=45km","","277.8","45","240","-75","5","10","GenericSensor","0","0.12","0.25","3000000000","3500000000","99","1","1","42.91","32.91","6","0","2.5","-3","-12","3000000","5","4","-30","1","0","0","1"
"APS-138","","0","0","0","0","0","1900","2999","","","null","null","null","APS-138; AS/SS; Max=463km; Ref=186.237km","","463","186.24","360","-45","45","10","GenericSensor","0.0003","0.08","0.98","420000000","450000000","99","1","1","60","50","4","0","2.5","-6","-24","3000000","5","15.6","-30","1","1","1","1"
"APS-139","","0","0","0","0","0","1900","2999","","","null","null","null","APS-139; AS/SS; Max=550km; Ref=215km","","550","215","360","-45","45","10","GenericSensor","0.00015","0.07","0.98","420000000","450000000","99","1","1","60","50","4","0","2.5","-4","-24","3000000","5","15.6","-30","1","1","1","1"
"APS-145","","0","0","0","0","0","1900","2999","","","null","null","null","APS-145; AS/SS; Max=648km; Ref=259.144km","regarded as capable of detecting and trackign targets at up to 40% greater range.  direct extrapolation yields the given ref range value.","650","259.144","360","-45","45","12","GenericSensor","9.0e-05","0.05","0.98","420000000","450000000","99","1","1","60","50","4","0","2.5","-2","-20","3000000","5","15.6","-50","1","1","1","1"
"APS-147","","0","0","0","0","0","1900","2999","","","null","null","null","APS-147_SS_Max=296km_Ref=49.631km","","296","49.63","360","-90","0","10","GenericSensor","0","0.04","0.9","3000000000","3500000000","99","1","1","41.72","31.72","6","0","2.5","-3","-12","3000000","5","20","-30","1","0","0","1"
"APS-38 AS/SS","","0","0","1","0","0","1900","2999","","","null","null","null","n/a","","125","27.69","360","-35","70","8.63","GenericSensor","0","0.46","0.31","3000000000","3500000000","99","1","1","70","60","0","0","2.5","-3","-24","3000000","5","5","-30","1","1","1","0"
"APS-504(V)5","","0","0","","","","1900","2999","","","","","","","Marcos","450","45","360","-45","45","2","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","65","55","0","0","0","0","0","3000000","5","5","-30","1","0","0","1"
"APS-705","","0","0","","","","1900","2999","","","","","","","Marcos","144","20","360","-45","45","1.5","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","50","40","0","0","0","0","0","3000000","5","7","-30","1","0","0","0"
"APS-96","","0","0","0","0","0","1900","2999","","","null","null","null","APS-96; AS/SS; Max=370km; Ref=138.324km","","370","138.324","360","-45","45","10","GenericSensor","0.00025","0.12","0.98","420000000","450000000","99","1","1","38.69","28.69","4","0","2.5","-12","-30","3000000","5","15.6","-30","1","1","1","1"
"APY-10","","0","0","1","0","0","1900","2999","","","null","null","null","Surface surveillance radar installed aboard P-8 Poseidon MPA.","","370","53.7","360","-80","10","5","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","70","60","2","0","0","0","0","3000000","5","5","-30","1","0","0","1"
"APY-2 AS/SS","","0","0","1","0","0","1900","2999","","","null","null","null","E-3 radar","","750","160","360","-35","70","10","GenericSensor","0","0.23","0.15","3000000000","3500000000","99","1","1","80","70","0","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","0"
"APY-2","","0","0","","","","1900","2999","","","","","","","Marcos","650","300","360","-60","60","10","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","60","50","0","0","30","0","0","3000000","5","10","-30","1","1","1","0"
"APY-9","","0","0","0","0","0","1900","2999","","","null","null","null","APS-145; AS/SS; Max=648km; Ref=259.144km",">300NM maximum range.  Said to observe an airspace 3 times greater than the APS-145.  given APS-145's instrumented range of 650km, that yields an area of 1.327 million km².  to review three times this needs the area must rise to 3.982m km².  That equates to a radius, or range of 1125km.  FAR too much.","650","259.144","360","-45","45","10","GenericSensor","0","0.08","0.98","3000000000","3500000000","99","1","1","29.88","19.88","4","0","2.5","-3","-24","3000000","5","15.6","-30","1","1","1","1"
"Arabel FC","","0","0","1","0","0","1900","2999","","","null","null","null","Multifunction Aster missile fire control radar","","75","25","360","-5","75","2","GenericSensor","0","0.37","0.25","3000000000","3500000000","99","1","0","65","55","4","0","1","0","-12","3000000","5","2","-30","1","1","1","0"
"Arabel","","0","0","0","0","0","1900","2999","","","null","null","null","Arabel; AS; Max=90km; Ref=58.86km","","90","58.86","360","0","75","2","GenericSensor","0.01957","0.83","2","3000000000","3500000000","99","1","1","65","55","0","0","2.5","-3","-12","3000000","1.3","2","-30","1","1","1","1"
"ARGS-14E Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","","maximum detection range of over 20km, sectoer width of ±45°, vertical scanning of +10°, -20°.   Assuming 30dB destroyer at 20km even.  it first attempts to lock up a target at 40km.  As 30dB at 20km results in 3.557 km ref range, this also results in a 42dB target requirement for detectin at 40km, this IS achievable, leaving it as is.","40","3.557","90","-20","20","1","GenericSensor","0.01","0.37","0.25","3000000000","3500000000","99","1","0","60","50","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"ARGS-35E","","0","0","","","","1900","2999","","","null","null","null","","Marcos","20","15","90","-10","10","1","GenericSensor","0","0","90","3000000000","3500000000","99","2","0","18","8","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"ARPA M-25","","0","0","","","","1900","2999","","","null","null","null","","Marcos","172","12","360","-45","45","2.4","GenericSensor","0","0","90","3000000000","3500000000","99","3","1","44","34","0","0","0","0","0","3000000","5","3","-30","1","0","0","0"
"ARPA-S","","0","0","","","","1900","2999","","","","","","","Marcos","108","20","360","-45","20","3","GenericSensor","0","0","90","2000000000","3000000000","99","1","1","46","36","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"ARPA-X","","0","0","","","","1900","2999","","","","","","","Marcos","108","12","360","-45","20","2","GenericSensor","0","0","90","9000000000","9500000000","99","1","1","45","35","0","0","0","0","0","3000000","5","10","-30","1","0","0","0"
"ASM Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","No description is available.","","50","13.85","60","-30","30","2.5","GenericSensor","0.25","4.8","3.2","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","1","0","0","0"
"Aspide 2000 Seeker","","0","0","","","","1900","2999","","","null","null","null","Active radar seeker","","30","21","60","-90","90","2","GenericSensor","0","0","90","3000000000","3500000000","99","1.5","0","0","-10","0","1","0","0","0","3000000","5","10","-30","0","1","1","0"
"Aster Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Active radar seeker for Aster","","20","10","90","-45","45","1.5","GenericSensor","0.26","5.06","3.37","3000000000","3500000000","99","0.5","0","50","40","0","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"ASTER Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","NEED UPDATED INFO","copied from RIM-67C+ Seeker","60","69.71","80","-40","40","2.5","GenericSensor","0.16","2.46","1.64","3000000000","3500000000","99","1","0","50","40","0","0","0","0","0","3000000","5","5","-30","0","1","1","0"
"AWG-9","","0","0","0","0","0","1900","2999","","","null","null","null","AWG-9; AS/SS; Max=213km; Ref=142.41km","","213","142.41","130","-20","20","13","GenericSensor","0.01","0.12","0.19","3000000000","3500000000","99","1","1","69.31","59.31","6","0","2.5","-3","-12","3000000","5","3.05","-30","1","1","1","1"
"B-200","Yo-Yo","0","0","0","0","0","1900","2999","","","null","null","null","B-200_FC_Max=150km_Ref=35.773km","needs updating with accurate details.  Current info 'generated' mathematically.","150","35.77","360","-10","89","0.34","GenericSensor","0.005","0.18","0.18","3000000000.0","3500000000.0","99","1","0","36.11","26.11","20","0","2.5","-3","-12","3000000.0","5","1","-30","0","1","0","0"
"Bae-911 fire control","","0","0","1","0","0","1900","2999","","","null","null","null","Director for Sea Wolf VLS SAM","","85","19.39","360","-35","70","8.63","GenericSensor","0.01","0.55","0.36","3000000000","3500000000","99","1","0","50","40","2","0","0","-3","-12","3000000","5","5","-30","0","1","1","0"
"Bae-996 AS/SS","","0","0","1","0","0","1900","2999","","","null","null","null","n/a","","125","27.69","360","-35","70","8.63","GenericSensor","0","0.46","0.31","3000000000","3500000000","99","1","1","60","50","0","0","2.5","-3","-12","3000000","5","5","-30","1","1","1","0"
"BGM-109 seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Generic active radar seeker for Tomahawk TASM","Amram's notes: Had no luck with waypoint only targeting-appeared to hit but no dmg done so a very shortrange homing solution to finalise the impact.","60","2.77","60","-30","30","3","GenericSensor","0.43","10.72","7.15","3000000000","3500000000","99","1","0","36","26","0","0","0","0","0","3000000","5","5","-30","1","0","0","1"
"BloodHound SARH Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","BloodHound SARH Seeker","","35","19.7","90","-45","45","2","GenericSensor","0.32","6.79","4.52","3000000000","3500000000","99","1","0","-99","-109","0","1","0","0","0","3000000","5","5","-30","0","1","1","0"
"Blue Fox","","0","0","0","0","0","1900","2999","","","null","null","null","Blue Fox; AS/SS; Max=200.3km; Ref=62.6484km","finally found some info, range capability corresponds to roughly 30% of Blue Vixen, still no maximum range however, scaling it as well by 30%.  Suffered when looking down compared to Blue Vixen.  ramping up the default penalty accordingly.","75.6","23.5","130","-50","50","6.5","GenericSensor","0.01","0.17","0.21","3000000000.0","3500000000.0","99","1","1","54.75","44.75","4","0","2.5","-9","-15","3000000.0","5","3.3","-30","1","1","1","1"
"Blue Vixen","","0","0","0","0","0","1900","2999","","","null","null","null","Blue Vixen; AS/SS; Max=251.6km; Ref=78.3105km","Im facing a near complete lack of information regarding performance of the Blue Vixen, and in light of this void and creating it as the equal of the APG-65(h).","251.6","78.31","140","-60","60","6.5","GenericSensor","0.01","0.17","0.21","3000000000","3500000000","99","1","1","54.75","44.75","4","0","2.5","-3","-12","3000000","5","3.3","-30","1","1","1","1"
"BPS-14 SS","","0","0","0","0","0","1900","2999","","","null","null","null","BPS-15F; SS; Max=40km; Ref=26.168km","","40","22","360","0","13","6","GenericSensor","0","0.15","0.81","3000000000","3500000000","99","1","1","29.21","19.21","4","0","2.5","-3","-12","3000000","5","13","-30","1","0","0","1"
"BPS-15F","","0","0","0","0","0","1900","2999","","","null","null","null","BPS-15F; SS; Max=51km; Ref=26.168km","","51","26.17","360","0","13","6.32","GenericSensor","0","0.15","0.81","3000000000","3500000000","99","1","1","29.21","19.21","4","0","2.5","-3","-12","3000000","5","13","-30","1","0","0","1"
"BPS-15H","","0","0","0","0","0","1900","2999","","","null","null","null","BPS-15F; SS; Max=51km; Ref=26.168km","Same as -15F in performance?","51","26.17","360","0","13","6.32","GenericSensor","0","0.15","0.81","3000000000","3500000000","99","1","1","29.21","19.21","4","0","2.5","-3","-12","3000000","5","13","-30","1","0","0","1"
"Brimstone Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","","","25","53.4","180","-90","90","0.4","GenericSensor","0.001","0.002","0.002","93000000000","93001000000","99","1","0","150","150","0","0","0","0","0","1000000","0.01","0.01","-30","1","0","0","1"
"Buscador ASPIDE-1A","","0","0","","","","1900","2999","","","null","null","null","","Marcos","24","32","60","-90","90","2","GenericSensor","0","0","90","3000000000.0","3500000000.0","99","3","0","0","-10","0","1","0","0","0","3000000.0","5","10","-30","0","1","1","0"
"Calypso II","","0","0","1","0","0","1900","2999","","","null","null","null","Air/surface-search radar.","10m² target at 16nm.  ","62.66","16.6633","360","0","8.5","2.5","GenericSensor","0.06","1.75","4.25","8500000000","10550000000","99","1","1","77.451","64.441","0","0","0","0","0","3000000","3","8.5","-20","1","1","0","0"
"Calypso-III","","0","0","","","","1900","2999","","","","","","","Marcos-modified by Amram.  Effective range vs 10m² target is 18nm, so, 18.746km.  Effective range vs a 200m² target is thus ","70.5","18.746","360","0","25","2.5","GenericSensor","0","0","90","3000000000","3500000000","99","1","1","54","44","0","0","0","0","0","3000000","5","5","-30","1","1","0","0"
"Canopus-A","","0","0","","","","1900","2999","","","","","","","Marcos","10","10","180","0","60","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","38","28","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Castor-IIB","","0","0","","","","1900","2999","","","","","","","Marcos","30","20","180","0","60","1","GenericSensor","0","0","0","3000000000","3500000000","99","2","1","44","34","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"CEAFAR Array","","0","0","1","0","0","1900","2999","","","null","null","null","6-Faced air/surface-search phased array radar installed aboard the Australian ANZAC Class FFH.","","635","200","360","-30","70","1","GenericSensor","0","0","0","3000000000","3500000000","99","1","1","44","34","0","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"CEAMOUNT Array","","0","0","1","0","0","1900","2999","","","null","null","null","4-Faced phased array fire-control radar installed aboard Australian ANZAC Class FFH","","445","140","360","-30","70","1","GenericSensor","0","0","0","9000000000","10000000000","99","1","0","40","30","16","0","0","0","0","3000000","5","5","-30","1","1","1","0"
"Command Guidance 5V55K seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Command Guidance 5V55K seeker","","75","133.4","360","-90","90","1","GenericSensor","0.32","6.79","4.52","3000000000.0","3500000000.0","99","1","0","-99","-109","0","0","0","0","0","3000000.0","5","5","-30","0","1","1","0"
"Command Guidance 9M330 Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Command Guidance 9M330 Seeker","","15","26.7","360","-90","90","1","GenericSensor","0.32","6.79","4.52","3000000000.0","3500000000.0","99","1","0","-99","-109","0","0","0","0","0","3000000.0","5","5","-30","0","1","1","0"
"Command Guidance V-300 Seeker","","0","0","1","0","0","1900","2999","","","null","null","null","Command Guidance V-300 Seeker","","50","88.9","360","-90","90","1","GenericSensor","0.32","6.79","4.52","3000000000.0","3500000000.0","99","1","0","-99","-109","0","0","0","0","0","3000000.0","5","5","-30","0","1","1","0"
