"DatabaseClass text primary key","NATO_ASCC text","ModelClassId numeric","ClassificationId numeric","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","Damage numeric","DamageModel text","LaunchSpeed_mps numeric","targetFlags numeric","MinLaunchAlt_m numeric","MaxLaunchAlt_m numeric","MinRange_km numeric","MaxRange_km numeric","ProbNoFaults numeric","PayloadClass text","PayloadQuantity numeric","DatalinkRange_km real","AcceptsUserCommands numeric","DetonationRange_m numeric","RCS_dBsm numeric","RCS_Model text","OpticalCrossSection_dBsm numeric","IRSignature_dB numeric","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","DragArea_sm numeric","Gmax numeric","MaxTurnRate_degps numeric","Cdpsub numeric","Cdptran numeric","Cdpsup numeric","Mcm numeric","Msupm numeric","BoostThrust_N numeric","BoostTime_s numeric","SustThrust_N numeric","SustTime_s numeric","ShutdownSpeed_mps numeric","SensorClass text","NeedsFireControl numeric","AcceptsWaypoints numeric","Rng1_km numeric","Alt1_m numeric","AltMode1 numeric","GuidMode1 numeric","Rng2_km numeric","Alt2_m numeric","AltMode2 numeric","GuidMode2 numeric","Rng3_km numeric","Alt3_m numeric","AltMode3 numeric","GuidMode3 numeric","Rng4_km numeric","Alt4_m numeric","AltMode4 numeric","GuidMode4 numeric","Rng5_km numeric","Alt5_m numeric","AltMode5 numeric","GuidMode5 numeric","Rng6_km numeric","Alt6_m numeric","AltMode6 numeric","GuidMode6 numeric","Rng7_km numeric","Alt7_m numeric","AltMode7 numeric","GuidMode7 numeric","Rng8_km numeric","Alt8_m numeric","AltMode8 numeric","GuidMode8 numeric","DamageEffect text"
"9M33M","SA-N-4 Osa","5","64","0","126","1","1972","2999","","","","mis/ico9M33M.jpg","aim-9.xml","SA-N-4 Osa-M missile  550kt target engaged at 12.7km","This naval version should be 9K33M?","12","BlastFragAir50kg","0","10","0","34567","1.5","7.8","0.85","","","0","0","12.75506643","-12.5","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.5","0","1","25","68.3","0.012","0.015","0.01","0.8","1.2","60000","2","0","0","400","9M33 SARH Seeker","1","0","3","200","2","0","0.1","100","2","0","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M33M2","","5","64","0","126","1","1900","2999","","","","mis/ico9M33M2.jpg","aim-9.xml","Temporary weapon standin  550kt target engaged at 12.7km","","12","BlastFragAir50kg","0","10","0","34567","1.5","7.8","0.85","","","0","0","12.75506643","-12.5","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.7","0","1","25","68.3","0.012","0.015","0.01","0.8","1.2","60000","2","0","0","400","9M33 SARH Seeker","1","0","0.1","0","2","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M33M3","","5","64","0","126","1","1900","2999","","","","mis/ico9M33M3.jpg","aim-9.xml","Temporary weapon standin  550kt target engaged at 15.3km","","12","BlastFragAir20kg","0","10","0","34567","2","9.8","0.85","","","0","0","9.068078845","-12.5","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.9","0","1","25","68.3","0.012","0.015","0.01","0.8","1.2","60000","2.2","0","0","400","9M33 SARH Seeker","1","0","0.1","0","2","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M38","","5","64","0","685","1","1980","2999","","","","mis/ico9M38.jpg","aim-9.xml","9k37 Buk SA-11 missile  550kt target engaged at 30km","","12","BlastFragAir70kg","0","10","0","34567","5","19.27","0.85","","","0","0","14.23434176","-6.9","MissileRCS1","-2.19","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M2.6","0","1","25","54.6","0.036","0.045","0.03","0.8","1.2","50000","15.6","0","0","500","9M8M SARH Seeker","1","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M38M1","","5","64","0","685","1","1984","2999","","","","mis/ico9M38M1.jpg","aim-9.xml","9K37 Buk SA-11 missile  550kt target engaged at 35km","","12","BlastFragAir70kg","0","10","0","34567","4","23.25","0.85","","","0","0","14.23434176","-6.9","MissileRCS1","-2.19","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M2.8","0","1","25","54.6","0.036","0.045","0.03","0.8","1.2","51500","16.5","0","0","500","9M8M SARH Seeker","1","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M38M2","","5","64","0","685","1","1998","2999","","","","mis/ico9M38M2.jpg","aim-9.xml","9K37 Buk SA-11 missile  550kt target engaged at 40km","","12","BlastFragAir70kg","0","10","0","34567","4","27.2","0.85","","","0","0","14.23434176","-6.9","MissileRCS1","-2.19","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M3","0","1","25","54.6","0.036","0.045","0.03","0.8","1.2","55500","16.75","0","0","500","9M8M SARH Seeker","1","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M39M1","","5","64","0","700","1","1900","2999","","","","mis/ico9M39M1.jpg","aim-9.xml","9K37 Buk SA-11 missile  550kt target engaged at 45km","","12","BlastFragAir70kg","0","10","0","34567","3","31.1","0.85","","","0","0","14.23434176","-20.9","MissileRCS1","-2.19","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M3.2","0","1","25","54.63","0.036","0.045","0.03","0.8","1.2","57000","17.85","0","0","500","9M8M SARH Seeker","1","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M82","","5","64","0","330","1","1986","2999","","","","mis/ico9M82.jpg","aim-9.xml","S-300 SA-12 missile  550kt target engaged at 100km","","12","BlastFragMis150kg","0","10","0","34567","1","74.5","0.85","","","0","0","13.96297981","-5","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M6","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","130000","8","0","0","400","9M82 SARH Seeker","1","0","30","14400","0","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M82M","","5","64","0","330","1","1992","2999","","","","mis/ico9M82M.jpg","aim-9.xml","S-300 SA-12 missile  550kt target engaged at 200km","","12","BlastFragMis150kg","0","10","0","34567","1","147.2","0.85","","","0","0","13.96297981","-5","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M6.5","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","130000","9","0","","400","9M82 SARH Seeker","1","0","30","18025","0","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M83","","5","64","0","420","1","1988","2999","","","","mis/ico9M83.jpg","aim-9.xml","S-300 SA-12 Missile  550kt target engaged at 75km","","12","BlastFragMis150kg","0","10","0","34567","1","54.9","0.85","","","0","0","13.96297981","-5","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M6.5","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","300000","4","0","0","400","9M82 SARH Seeker","1","0","30","9900","0","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M83M","","5","64","0","420","1","1998","2999","","","","mis/ico9M83M.jpg","aim-9.xml","S-300 SA-12 missile  550kt target engaged at 110km","","12","BlastFragMis150kg","0","10","0","34567","1","80.3","0.85","","","0","0","13.96297981","-5","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M6.5","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","300000","4","0","0","400","9M82 SARH Seeker","1","0","30","13400","0","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M8M","","5","64","0","2453","1","1965","2999","","","","mis/ico9M8M.jpg","aim-9.xml","2k11 SA-4 missile  550kt target engaged at 45km","","12","BlastFragMis135kg","0","10","0","34567","11","30","0.85","","","0","0","13.490375","-0.3","MissileRCS1","-2.19","0","IR_M_L_R_M0.85","Default","IR_M_L_R_Super_M2.1","0","1","12","26.23","0.144","0.18","0.12","0.8","1.2","300000","5.5","60000","29.7","500","9M8M SARH Seeker","1","0","0.1","0","2","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M8M1","","5","64","0","2453","1","1967","2999","","","","mis/ico9M8M1.jpg","aim-9.xml","2k11 SA-4 missile  550kt target engaged at 50km","","12","BlastFragMis135kg","0","2","0","34567","9","33.8","0.85","","","0","0","13.490375","-0.3","MissileRCS1","-2.19","0","IR_M_L_R_M0.85","Default","IR_M_L_R_Super_M2.2","0","1","12","26.23","0.144","0.18","0.12","0.8","1.2","300000","6","60000","31.6","500","9M8M SARH Seeker","1","0","0.1","0","2","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M8M2","","5","64","0","2453","1","1971","2999","","","","mis/ico9M8M2.jpg","aim-9.xml","2k11 SA-4 missile  550kt target engaged at 50km","","12","BlastFragMis135kg","0","10","0","34567","9","33.8","0.85","","","0","0","13.490375","-0.3","MissileRCS1","-2.19","0","IR_M_L_R_M0.85","Default","IR_M_L_R_Super_M2.2","0","1","12","26.23","0.144","0.18","0.12","0.8","1.2","300000","6","60000","31.6","500","9M8M SARH Seeker","1","0","0.1","0","2","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M8M3","","5","64","0","2453","1","1974","2999","","","","mis/ico9M8M3.jpg","aim-9.xml","2k11 SA-4 missile  550kt target engaged at 50km","","12","BlastFragMis135kg","0","10","0","34567","6.5","33.8","0.85","","","0","0","13.490375","-0.3","MissileRCS1","-2.19","0","IR_M_L_R_M0.85","Default","IR_M_L_R_Super_M2.2","0","1","12","26.23","0.144","0.18","0.12","0.8","1.2","300000","6","60000","31.6","500","9M8M SARH Seeker","1","0","0.1","0","2","2","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M96","","5","64","0","330","0.25","2007","2999","","","","mis/ico9M96.jpg","aim-9.xml","S-400 SA-21 missile  550kt target engaged at 42km","","12","BlastFragMis24kg","0","10","0","34567","1","30.4","0.85","","","0","0","6.850056037","-11.4","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M5","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","105000","9","0","0","400","9M96 Active Seeker","1","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M96D","","5","64","0","420","0.25","2007","2999","","","","mis/ico9M96D.jpg","aim-9.xml","S-400 SA-21 missile  550kt target engaged at 120km","","12","BlastFragMis24kg","0","10","0","34567","1","89.7","0.85","","","0","0","6.850056037","-11.4","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M5.6","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","105000","11","0","0","400","9M96 Active Seeker","1","0","30","13520","0","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M96E","","5","64","0","330","0.25","2007","2999","","","","mis/ico9M96E.jpg","aim-9.xml","S-400 SA-21 missile  550kt target engaged at 42km","","12","BlastFragMis24kg","0","10","0","34567","1","30.4","0.85","","","0","0","6.850056037","-11.4","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M5","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","105000","9","0","0","400","9M96 Active Seeker","1","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"9M96E2","","5","64","0","420","0.25","2007","2999","","","","mis/ico9M96E2.jpg","aim-9.xml","S-400 SA-21 missile  550kt target engaged at 120km","","12","BlastFragMis24kg","0","10","0","34567","1","89.7","0.85","","","0","0","6.850056037","-11.4","MissileRCS1","-2.19","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M5.6","0","1","25","68.3","0.036","0.045","0.03","0.8","1.2","105000","11","0","0","400","9M96 Active Seeker","1","0","30","13520","0","0","0.01","0","2","2","","","","","","","","","","","","","","","","","","","","","","","","","TestMissileDmg"
"AAM-I","","5","64","100000","100","3","1900","2999","","","","mis/aam_unk.jpg","aim-9.xml","","","3","BlastFragAir20kg","0","2","0","34567","2","60","0.85","","","0","0","9.068078845","-16.9","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M4.2","0","0.01","15","90","0.1","0.19","0.13","0.9","1.1","80000","5","50000","55","200","AAM Seeker","0","0","20","15000","0","2","4","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"AAM-SR","","5","64","100000","100","3","1900","2999","","","","mis/aam_unk.jpg","aim-9.xml","Short range air-to-air generic","","2","BlastFragAir20kg","0","2","0","34567","2","40","0.85","","","0","0","9.068078845","-16.9","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.2","0","0.01","15","90","0.1","0.19","0.13","0.9","1.1","80000","5","50000","20","200","AAM Seeker","0","0","0","5000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"AGM-114 Hellfire","","5","64","125000","50","0.25","1984","2999","","","","mis/icoAGM-114.jpg","agm-114.xml","Helfire Anti Armor missile","","56","Pen8kg","0","5","0","34567","0.25","8","0.85","","","0","0","0","-14","MissileRCS1","-0.66","0","IR_M_VS_R_M0.85","Default","IR_M_VS_R_Super_M1.3","0","1","10","85.95","0.0192","0.024","0.016","0.8","1.4","5750","19","0","0","250","Hellfire Infrared","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-119A","","5","64","0","330","2","1900","2999","","","","mis/icoAGM-119A.jpg","agm-119_markiandii.xml","Penguin AGM-119A ASM 20km range ETA 88 seconds","","180","Pen115kg","0","1","0","34567","2","20","0.85","","","0","0","0","-10","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","15","74.5","0.108","0.135","0.09","0.8","1.2","23400","2.4","7800","82","220","AGM-119A Seeker","0","0","5","80","0","1","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-119B","","5","64","0","340","2","1900","2999","","","","mis/icoAGM-119B.jpg","agm-119_markiandii.xml","Penguin AGM-119B ASM 27km range ETA 1 Minute 40 seconds.","","180","Pen115kg","0","1","0","34567","2","27","0.85","","","0","0","0","-10","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","20","74.5","0.108","0.135","0.09","0.8","1.2","29250","2.8","9750","97","220","AGM-119B seeker","0","0","5","80","0","1","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-119C","","5","64","0","340","2","1900","2999","","","","mis/icoAGM-119C.jpg","agm-119_markiii.xml","Penguin AGM-119C ASM 40km Range ETA 2 Minutes 28 Seconds.","","180","Pen115kg","0","1","0","34567","2","40","0.85","","","0","0","0","-10","MissileRCS1","0","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.1","0","1","20","74.5","0.108","0.135","0.09","0.8","1.2","30000","3","10000","144.5","220","AGM-119C Seeker","0","0","5","80","0","1","0.01","0","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-12A","","5","64","125000","259","3","1959","1965","","","","mis/icoAGM-12A.jpg","am-39.xml","AGM-12 Bullpup.  Up to 11km range","is optically guided manually by the pilot, requires pilot missile and target to remain in a straight line.  will need to adjust this FC providing a LOS optical FC, and restricting the seeker abilities respectively.  Introduced in 1959 with the navy, this model was not replaced until 1960.  Assuming a service until 1965.","56","Blast115kg","0","5","0","34567","1","11","0.85","","","0","0","0","-9.3","MissileRCS1","-0.66","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.8","0","1","5","35.4","0.03","0.0375","0.025","0.8","1.2","14000","7","0","0","300","AGM-12 Bullpup seeker","0","0","0.01","250","3","1","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-12B","","5","64","125000","259","3","1960","1974","","","","mis/icoAGM-12B.jpg","am-39.xml","AGM-12 Bullpup.  Up to 16km range","increased range and a more powerful warhead, but was still limited to essentially the same range by the method of guidance.  the pilot needs to see and be ably to fly at the target.  Introduced in 1960, will assume much greater numbers than A and in service until 1974.","56","Blast115kg","0","5","0","34567","1","16","0.85","","","0","0","0","-5.9","MissileRCS1","-0.66","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.7","0","1","5","35.4","0.024","0.03","0.02","0.8","1.2","5300","16","0","0","300","AGM-12 Bullpup seeker","0","0","0.01","250","3","1","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-12C","","5","64","125000","810","3","1962","1980","","","","mis/icoAGM-12C.jpg","am-39.xml","AGM-12 Bullpup.  Up to 16km range","","56","Blast440kg","0","5","0","34567","1","16","0.85","","","0","0","0","-5.7","MissileRCS1","-0.66","0","IR_M_M_R_M0.85","Default","IR_M_M_R_Super_M1.8","0","1","5","35.4","0.0768","0.096","0.064","0.8","1.2","72000","4","0","0","300","AGM-12 Bullpup seeker","0","0","0.01","250","3","1","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-158A JASSM","","5","64","0","975","3","2009","2999","","","","mis/icoAGM-158A.jpg","harpoon.xml","AGM-158A JASSM. Up to 375km Range.","","221","Pen220kg","0","4","30","34567","2","375","0.85","","","0","0","0","-21.9","MissileRCS1","1.53","0","IR_M_M_LP_M0.85","Default","IR_M_M_LP_Super_M1.5","0","0.01","5","36.42","0.0209","0.02375","0.019","0.8","1.2","2940","1200","0","0","250","AGM-65J CCD IR Seeker","0","1","20","80","0","1","3.5","40","0","1","0.01","0","2","2","","","2","2","","","","","","","","","","","","","","","","","TestMissileDmg"
"AGM-45A","","5","64","300000","172","1","1965","1977","","","","mis/icoAGM-45A.jpg","aim-9.xml","AGM-45A Shrike Anti Radiation Missile.  Up to 16km range, ETA 35 seconds.","as this missile is replaced in production by the superior B model in 1973, i will assume this missile fades from service in 1977.","27","BlastFragMis67.5kg","0","5","0","34567","2","16","0.85","","","0","0","9.958201255","-12.8","MissileRCS1","-1.6","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M2.5","0","1","20","141.59","0.0192","0.024","0.016","0.8","1.2","90000","1.1","0","0","300","AGM-45 Seeker","0","0","0.1","8000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"AGM-45B","","5","64","300000","177","1","1973","1992","","","","mis/icoAGM-45B.jpg","aim-9.xml","AGM-45B Shrike Anti Radiation Missile. Up to 40km range, ETA 35 seconds.","introduced in the early 70's, this missile was produced in large numbers and was not fully out of service until 1992.  The AGM-78 ARM was too expensive to completely replace it, so it survives until replaced by the AGM-88 HARM","27","BlastFragMis67.5kg","0","5","0","34567","2","40","0.85","","","0","0","9.958201255","-12.8","MissileRCS1","-1.6","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M3.8","0","1","20","141.59","0.012","0.015","0.01","0.8","1.2","40000","3","15000","6.1","300","AGM-45 Seeker","0","0","0.1","8000","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","TestMissileDmg"
"AGM-65A","","5","64","125000","210","1","1973","1985","","","","mis/icoAGM-65A.jpg","am-39.xml","Maverick air to ground missile","airforce  tv guided, not night capable.  production ends in 1978, after starting in 1972.  35,000 A/B models were delivered, assuming 40% will be A-models.","56","Pen57.5kg","0","5","0","34567","2","23.6","0.85","","","0","0","0","-9.3","MissileRCS1","-0.66","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.7","0","1","15","122.528","0.0096","0.012","0.008","0.9","1.1","18000","4","3500","25","350","AGM-65A TV seeker","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-65B","","5","64","125000","210","1","1976","2999.99","","","","mis/icoAGM-65B.jpg","am-39.xml","Maverick air to ground missile","airforce  tv guided, not night capable, greater maginification for greater range but more limited arc than A model.  production ends in 1978, after starting in 1972.  35,000 A/B models were delivered, assuming 60% will be B-models.  Still in service today, as the optical seeker is superior in some instances to the IR or Laser methods.","56","Pen57.5kg","0","5","0","34567","2","25.5","0.85","","","0","0","0","-9.3","MissileRCS1","-0.66","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.7","0","1","15","122.528","0.0096","0.012","0.008","0.9","1.1","18000","4","3500","25","350","AGM-65B TV Seeker","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
"AGM-65D","","5","64","125000","210","1","1986","2999","","","","mis/icoAGM-65D.jpg","am-39.xml","Maverick air to ground missile","marine corps  twice seeker range of A model, and capability in night ops finally.  infrared seeker.  IOC in 1986.","56","Pen135kg","0","5","0","34567","2","40","0.85","","","0","0","0","-9.3","MissileRCS1","-0.66","0","IR_M_S_R_M0.85","Default","IR_M_S_R_Super_M1.7","0","1","15","122.528","0.0096","0.012","0.008","0.9","1.1","18000","4","3500","25","350","AGM-65D IR Seeker","0","0","0.01","250","2","2","","","2","2","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","","","0","0","TestMissileDmg"
