"DatabaseClass text primary key","NATO_ASCC text","ModelClassId integer","ClassificationId integer","Cost numeric","Weight_kg numeric","Volume_m3 numeric","InitialYear numeric","FinalYear numeric","Country text","Designation text","ImageList text","IconFileName text","ModelFileName text","Description text","Notes text","MaxSpeed_kts numeric","Accel_ktsps numeric","TurnRate_degps numeric","FuelCapacity_kg numeric","FuelRate_kgps real","Toughness numeric","DamageEffect text","Draft_m real","FlightportClass text","RCS_dBsm real","RCS_Model text","OpticalCrossSection_dBsm real","IRSignature_dB real","IR_ModelA text","IR_ModelB text","IR_ModelC text","EffectiveHeight_m numeric","TS numeric","TS_Model text","AcousticModel text","SL_Model text"
"Bremen FFGHM (1982)","","2","17","0","2997338","0","1982.35","1994","Germany","FF","bremen_86.jpg","none","type-22.xml","Type 122 Bremen-class frigate, mod 0.The eight Bremen class frigates of the German Navy were commissioned between 1982 and 1990. The design is similar to the Dutch Kortenaer class but uses a different hull and propulsion system. The ships were built for anti-submarine warfare as a primary task even though they are not fitted with towed array sonars. They are also suited for anti-aircraft warfare and anti-surface warfare.","All eight Bremen-class frigates will be replaced by the planned F125 class frigates, starting probably around 2016.","30","0.13","7","419627.32","0.524529618","140","Ship3000Dmg","5.7","Double Helo Hangar","41.697","ShipRCS1","32.428","23.604","ShipIR1","Default","Default","5.8","20","Default","S02.Frigate","Default"
"Bremen FFGHM (1993)","","2","17","0","2997338","0","1993","2999","Germany","FF","bremen_07.jpg","none","type-22.xml","Type 122 Bremen-class frigate, mod 1.The eight Type 122 Bremen class frigates of the German Navy were commissioned between 1982 and 1990. The design is similar to the Dutch Kortenaer class but uses a different hull and propulsion system. The ships were built for anti-submarine warfare as a primary task even though they are not fitted with towed array sonars. They are also suited for anti-aircraft warfare and anti-surface warfare.","RIM-166A, although high capacity, is still essentially a point defense system.","30","0.13","7","419627.32","0.524529618","140","Ship3000Dmg","5.7","Double Helo Hangar","41.697","ShipRCS1","32.428","23.604","ShipIR1","Default","Default","5.8","20","Default","S02.Frigate","Default"
"Bulk Freighter","","1","18","0","35000000","0","1900","2999","Neutral","Civilian","","","tanker.xml","Merchant ship designed to transport unpackaged bulk cargo, such as grains, coal, ore, and cement","Marcos","20","1","3","4900000","0","","Ship30000Dmg","10","","57.707","ShipRCS1","32.854","12.846","ShipIR1","Default","Default","32","30","Default","S003.Merchant Large","Default"
"Canberra LHD","","2","18","0","27100000","0","2014.04","2999.99","Australia","LHD","","none","hermes.xml","Canberra LHD. Based on the Spanish Juan Carlos I design, it has a ski-jump and can conduct limited STOBAR fixed wing aviation operations.","[greengills]","20.5","0.08","7.11","2981000","0.992689604","550","Ship30000Dmg","7.18","Canberra Flightdeck","56.04","ShipRCS1","36.741","24.213","ShipIR1","Default","Default","20","20","Default","S11.Carrier Medium","Default"
"Cassard(88)","","2","22","500000000","4500000","0","1988.57","1992","France","DD","cassard.jpg","NONE","type-42.xml","Air defence frigate of the French Navy","","29","0.3","1","630000","0.371871787","200","Ship5000Dmg","10","Single Helo Hangar","44.344","ShipRCS1","32.273","21.131","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"Cassard(92)","","2","22","500000000","4500000","0","1992","2999","France","DD","cassard.jpg","NONE","type-42.xml","Air defence frigate of the French Navy","","29","0.3","1","630000","0.371871787","200","Ship5000Dmg","10","Single Helo Hangar","44.344","ShipRCS1","32.273","21.131","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"Charles F Adams DDG-15 1981","","1","18","0","4500000","0","1981.33","1992.75","USA","DD","","none","ffg-7.xml","Charles F Adams Class Guided Missile Destroyer","","30","0.16","10.41","630000","0.408329806","312","Ship5000Dmg","6.1","None","44.344","ShipRCS1","32.346","24.681","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"Charles F Adams DDG-15","","1","18","0","4500000","0","1961.38","1983","USA","DD","","none","ffg-7.xml","Charles F Adams Class Guided Missile Destroyer","","30","0.16","10.41","630000","0.408329806","312","Ship5000Dmg","6.1","None","44.344","ShipRCS1","32.346","24.681","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"Charles F Adams DDG-2","","1","18","0","4500000","0","1959.31","1992.75","USA","DD","","none","ffg-7.xml","Charles F Adams Class Guided Missile Destroyer","","30","0.16","10.41","630000","0.408329806","312","Ship5000Dmg","6.1","None","44.344","ShipRCS1","32.346","24.681","ShipIR1","Default","Default","8.2","20","Default","S04.Destroyer","Default"
"CV R91 Charles de Gaulle","","2","22","1000000000","42000000","0","2001.38","2999","France","CV","","none","hermes.xml","Aircraft carrier flagship of the French Navy","","27","0.1","3","5880000","0","1000","Ship50000Dmg","8.7","De Gaulle Flight Deck","58.894","ShipRCS1","37.438","14.691","ShipIR1","Default","Default","20","20","Default","S11.Carrier Medium","Default"
"Chemical Tanker","","1","18","0","120000000","0","1900","2999","Neutral","Civilian","","","tanker.xml","","Marcos","30","1","3","16800000","0","","Ship100000Dmg","8","","65.733","ShipRCS1","32.854","13.047","ShipIR1","Default","Default","32","30","Default","S004.Merchant Very Large","Default"
"Cheng Kung FFG","","2","18","500000000","4105000","0","1993.35","2999.99","Taiwan","FF","chengkung-image3.jpg;chengkung-14601.jpg;chengkung-14602.jpg","","ffg-7.xml","Export version of OH Perry FFG-7 for Taiwan armed with indigenous Hsiung-Feng II anti-ship missiles.","","29","1","2","587015","0.587009929","250","Ship5000Dmg","6.7","FFG-7 Helo Deck","43.745","ShipRCS1","32.408","23.689","ShipIR1","Default","Default","7","25","Default","S02.Frigate","Default"
"Chi Yang Class FFG","","2","18","0","4066000","0","1969.28","1994.58","Taiwan","FF","ohp.jpg","none","ffg-7.xml","Former USN Knox Class FFG","[phoenixegmh]","27","0.14","10.2","569240","0.509154814","312","Ship5000Dmg","7.54","OHP Helo Hangar","43.683","ShipRCS1","32.413","21.654","ShipIR1","Default","Default","7","20","Default","S02.Frigate","Default"
"Chikugo DDE","","1","17","0","1800000","0","1970.579","2003.196","Japan","DD","","none","sovremenny.xml","","","28","0.5","7","252000","0.052499546","35","Ship1000Dmg","3.5","None","38.375","","36.169","17.11","ShipIR1","Default","Default","4.6","15","Default","S02.Frigate","Default"
"CVN R98 Clemenceau/R99 Foch","","2","22","0","32780000","0","1961.89","1987.08","France","CVN","","none","hermes.xml","Sixth aircraft carrier of the French Navy in service 1961 to 1997.","This version with 100 mm turrets before major refit in 80s. 60 days endurance. About 1800 m3 of aviation fuel = 1.4M kg. Refit for SAMs for CVN R98 Clemenceau/R99 Foch was 1 Sep 1985 - 31 Aug 1989. Foch was Feb 87 to early 88 according to globalsecurity.org. NEED TO FINISH ADDING AIRCRAFT","32","0.1","4","3605800","2.403845899","1086","Ship30000Dmg","8.6","Clem Flightdeck","57.28","ShipRCS1","37.347","22.257","ShipIR1","Default","Default","17","25","Default","S12.Carrier Large","Default"
"Comandante Joao Belo FF (1995) (Uruguay)","","1","17","0","2250000","0","2008.269","2999","Uruguay","FF","","NONE","type-42.xml","","","25","0.3","2","315000","0.174998488","200","Ship3000Dmg","15.7","","39.828","ShipRCS1","31.238","23.524","ShipIR1","Default","Default","5.8","10","Default","S02.Frigate","Default"
"Comandante Joao Belo FF (1995)","","1","17","0","2250000","0","1998","2008.269","Portugal","FF","","NONE","type-42.xml","","","25","0.3","2","315000","0.174998488","200","Ship3000Dmg","15.7","","39.828","ShipRCS1","31.238","23.524","ShipIR1","Default","Default","5.8","10","Default","S02.Frigate","Default"
"Comandante Joao Belo FF","","1","17","0","2250000","0","1967.497","1998","Portugal","FF","","NONE","type-42.xml","","","25","0.3","2","315000","0.174998488","200","Ship3000Dmg","15.7","","39.828","ShipRCS1","31.238","23.524","ShipIR1","Default","Default","5.8","10","Default","S02.Frigate","Default"
"Combattante II G (Libya)","","1","17","0","311000","0","1982.1","3000","Libya","PGG","boat.jpg","NONE","pg-84.xml","","","39","3","5","43540","0.100786166","25","Ship200Dmg","2","","26.937","ShipRCS1","28.763","17.395","ShipIR1","Default","Default","2.4","20","Default","S01.Patrol Craft","Default"
"Commandant Riviere FF","","1","17","0","2250000","0","1967.497","1998","France","FF","","NONE","type-42.xml","","","25","0.3","2","315000","0.186665054","200","Ship3000Dmg","15.7","","39.828","ShipRCS1","31.217","17.965","ShipIR1","Default","Default","5.8","10","Default","S02.Frigate","Default"
"Container Ship","","1","18","0","80000000","0","1900","2999","Neutral","Civilian","containership.jpg","","tanker.xml","","Marcos","20","1","3","11200000","0","","Ship100000Dmg","12","","63.092","ShipRCS1","32.854","12.98","ShipIR1","Default","Default","32","30","Default","S004.Merchant Very Large","Default"
"Converted Austin AGFH","","2","18","0","16912000","0","1980.75","2006.75","USA","AGF","","none","burke.xml","USA_Converted Austin AGFH","","21","0.09","7.51","1860320","0.494498652","738","Ship20000Dmg","10","Double Helo Hangar","52.969","ShipRCS1","35.385","27.08","ShipIR1","Default","Default","20","20","Default","S11.Carrier Medium","Default"
"Converted Raleigh AGFH","","2","18","0","14650000","0","1972.5","2005.4","USA","AGF","","none","burke.xml","USA_Converted Raleigh AGFH","","20","0.09","7.39","1611500","0.414476872","637","Ship10000Dmg","10","Single Helo Hangar","52.033","ShipRCS1","35.634","25.004","ShipIR1","Default","Default","20","20","Default","S11.Carrier Medium","Default"
"Cruiser","","1","18","20000000","11000000","0","1900.1","3000","Neutral","Neutral","","NONE","type-45.xml","No description is available.","","32","0.7","1","1540000","0","200","Ship10000Dmg","10","","50.167","ShipRCS1","32.854","12.669","ShipIR1","Default","Default","11.5","20","Default","Default","Default"
"Cyclone PBFM","","1","17","0","386000","0","1993.38","2999.99","USA","PBC","","none","burke.xml","Cyclone PBFM-FIX MY RADAR","","35","0.36","15.05","54040","0.090065889","30","Ship500Dmg","10","","28.344","ShipRCS1","29.109","17.458","ShipIR1","Default","Default","2.4","15","Default","S01.Patrol Craft","Default"
"D Estienne D Orves","","1","17","0","1330000","0","1976.67","2999","France","FF","","none","type-22.xml","","Reality is that the ships are only fitted with Exocets according to operational needs, generally just those deployed to hostile environments will have them.  in GCB any environment they will be used it is likely to be a hostile environment, likewise GCB usually assumes forces are at war(or about to be), thus i have simply assigned all ships with Exocets full time.","24","0.12","9","186200","0.172405918","140","Ship1000Dmg","5.5","None","23.393","ShipRCS1","30.606","9.863","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Defenseless destroyer","","1","17","0","4000000","0","1900.1","3000","TEST","TEST","","NONE","type-45.xml","/fname=text/test.txt","","32","0.7","1","560000","0","200","Ship5000Dmg","7","","43.577","ShipRCS1","32.854","12.524","ShipIR1","Default","Default","7","20","Default","Default","Default"
"Descubierta FFG (1987)","","1","17","2470000000","1482000","0","1987","2999","Spain","FF","","none","type-22.xml","","","25","0.25","11","207480","0.128836443","140","Ship1000Dmg","3.8","None","37.108","ShipRCS1","30.864","17.843","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Descubierta FFG (Egypt)","","1","17","2470000000","1482000","0","1984.39","2999","Egypt","FF","","none","type-22.xml","","","25","0.25","11","207480","0.128836443","140","Ship1000Dmg","3.8","None","37.108","ShipRCS1","30.864","17.843","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Descubierta FFG (Morocco)","","1","17","2470000000","1482000","0","1983.24","2999","Morocco","FF","","none","type-22.xml","","","25","0.25","11","207480","0.128836443","140","Ship1000Dmg","3.8","None","37.108","ShipRCS1","30.864","17.843","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Descubierta FFG","","1","17","2470000000","1482000","0","1978.88","1987","Spain","FF","","none","type-22.xml","","","25","0.25","11","207480","0.128836443","140","Ship1000Dmg","3.8","None","37.108","ShipRCS1","30.864","17.843","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Destroyer","","1","18","20000000","7000000","0","1900.1","3000","Neutral","Neutral","","NONE","type-45.xml","No description is available.","","30","1","2","980000","0","100","Ship5000Dmg","7","","47.222","ShipRCS1","32.854","12.603","ShipIR1","Default","Default","10","20","Default","Default","Default"
"ECM Test Boat","","1","17","20000000","500000","0","1900.1","3000","TEST","TEST","","NONE","pg-84.xml","Test for barrage jammer on boat","","50","2","5","70000","0","25","Ship500Dmg","3","","30.03","ShipRCS1","32.854","12.252","ShipIR1","Default","Default","8","20","Default","Default","Default"
"Edenton WMEC","","2","18","0","3000000","0","1999.52","2999.99","USA","wPBO","","none","burke.xml","Edenton WMEC","","18","0.11","8.25","330000","0.893742279","226","Ship3000Dmg","5.2","Single Helo Hangar","41.702","ShipRCS1","32.408","18.048","ShipIR1","Default","Default","7","20","Default","S02.Frigate","Default"
"Elli FFG","","2","18","0","3785000","0","1981.48","2999","Greece","FF","","none","type-22.xml","","","30","0.15","7","529900","0.501083141","140","Ship3000Dmg","6","Double Helo Hangar","43.217","ShipRCS1","32.446","23.667","ShipIR1","Default","Default","7","20","Default","S02.Frigate","Default"
"Emery S Land ASH","","2","18","0","23493000","0","1979.51","2999.99","USA","AS","","none","burke.xml","USA_Emery S Land ASH","","20","0.08","7.06","2584230","0.861402558","344","Ship20000Dmg","10","Single Helo Pad","55.11","ShipRCS1","35.676","22.148","ShipIR1","Default","Default","20","20","Default","S001.Merchant Small","Default"
"CVN-65 (Enterprise) USS Enterprise","","2","22","0","89600000","0","1961.9","2013.5","USA","CVN","","none","hermes.xml","USA_CVN-65 (Enterprise) USS Enterprise","","33","0.1","8.52","12544000","0","1000","Ship100000Dmg","12","Enterprise Flight Deck","63.83","ShipRCS1","38.863","15.587","ShipIR1","Default","Default","30","20","Default","S12.Carrier Large","Default"
"Etna (A5326)","","2","18","0","13400000","0","1998.57","2999","Italy","AOR","etna.jpg","","tanker.xml","Auxiliary support ship (replentishment oiler) of the Italian Navy","7600 nmi range at 18 kts. May need an air search radar and ESM system","21","0.25","1","1474000","0.458573816","200","Ship10000Dmg","7.5","Single Helo Hangar","51.452","ShipRCS1","34.205","18.504","ShipIR1","Default","Default","20","30","Default","S004.Merchant Very Large","Default"
"FF Class Mariscal Sucre (2001)","","2","17","0","2520000","0","2001","3000","Venezuela","FF","","none","ffg-7.xml","Lupo FF class 'MARISCAL SUCRE' modernized by the LITTON INGALLS yards as received in 2001 by the ARV.","Marcos","35","0.3","11","352800","0.285088446","140","Ship3000Dmg","3.84","FFG-7 Helo Deck","40.567","ShipRCS1","31.478","23.555","ShipIR1","Default","Default","5.8","30","Default","Default","Default"
"FF Class Mariscal Sucre (2005)","","2","17","0","2520000","0","2001","3000","Venezuela","FF","","","ffg-7.xml","Lupo FF class 'MARISCAL SUCRE' modernized by the DIANCA yards as received in 2005 by the ARBV.","Marcos","35","0.3","11","352800","0.285088446","","Ship3000Dmg","4","FFG-7 Helo Deck","40.567","ShipRCS1","31.478","23.555","ShipIR1","Default","Default","5.8","30","Default","Default","Default"
"FF Class Mariscal Sucre","","2","17","0","2520000","0","1980.53","2001","Venezuela","FF","","none","ffg-7.xml","Lupo FF class 'MARISCAL SUCRE' as received in 1980-1982 by the ARV.","Marcos","35","0.3","11","352800","0.285088446","140","Ship3000Dmg","3.84","FFG-7 Helo Deck","40.567","ShipRCS1","31.478","23.555","ShipIR1","Default","Default","5.8","30","Default","Default","Default"
"FL Class Almirante Padilla (2011)","","2","17","0","2100000","0","2011","3000","Columbia","FF","","none","ffg-7.xml","FL class ALMIRANTE PADILLA modernized as received by the ARC after modernization work by COTECMAR in 2010-2011.","Marcos","27","0.18","9","294000","0.228664691","","Ship3000Dmg","3.5","FFG-7 Helo Deck","39.379","ShipRCS1","31.147","17.942","ShipIR1","Default","Default","5.8","30","Default","Default","Default"
"FL Class Almirante Padilla","","2","17","0","2100000","0","1983.83","2011","Columbia","FF","","none","ffg-7.xml","FL class ALMIRANTE PADILLA as received by the Columbian National Armada (ARC) in 1982.","Marcos","27","0.18","9","294000","0.228664691","","Ship3000Dmg","3.5","FFG-7 Helo Deck","39.379","ShipRCS1","31.147","17.942","ShipIR1","Default","Default","5.8","30","Default","Default","Default"
"Famous Cutter WMEC","","2","17","0","1820000","0","1983.09","2999.99","USA","wPG","","none","burke.xml","Famous Cutter WMEC","","19.5","0.13","9.14","254800","0.051749334","139","Ship1000Dmg","4.3","Single Helo Hangar","38.447","ShipRCS1","31.313","17.899","ShipIR1","Default","Default","4.6","20","Default","S02.Frigate","Default"
"Fearless LPD","","1","18","0","12120000","0","1965.9","2002.21","UK","LPD","","none","tanker.xml","","","21","0.08","1.5","1333200","0.57575","","Ship10000Dmg","9.8","Quintuple Helo Hangar","50.798","ShipRCS1","39.832","21.99","ShipIR1","Default","Default","20","30","Default","S003.Merchant Large","Default"
"Ferry","","2","18","0","7000000","0","1900","2999","Neutral","Civilian","","","tanker.xml","","Marcos","20","1","3","980000","0","","Ship5000Dmg","4","","47.222","ShipRCS1","32.854","12.603","ShipIR1","Default","Default","14","30","Default","S001.Merchant Small","Default"
