DatabaseClass text primary key,Top_dB real,Bottom_dB real,Aspect0 real,Aspect10 real,Aspect20 real,Aspect30 real,Aspect40 real,Aspect50 real,Aspect60 real,Aspect70 real,Aspect80 real,Aspect90 real,Aspect100 real,Aspect110 real,Aspect120 real,Aspect130 real,Aspect140 real,Aspect150 real,Aspect160 real,Aspect170 real,Aspect180 real
"IR_M_M_LP_Super_M1.8","-0.07","-0.07","2.93","2.93","2.93","0.93","-0.07","-1.07","-1.07","-1.07","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M1.9","0.42","0.42","3.42","3.42","3.42","1.42","0.42","-0.58","-0.58","-0.58","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2","0.86","0.86","3.86","3.86","3.86","1.86","0.86","-0.14","-0.14","-0.14","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.1","1.29","1.29","4.29","4.29","4.29","2.29","1.29","0.29","0.29","0.29","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.2","1.7","1.7","4.7","4.7","4.7","2.7","1.7","0.7","0.7","0.7","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.3","2.07","2.07","5.07","5.07","5.07","3.07","2.07","1.07","1.07","1.07","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.4","2.45","2.45","5.45","5.45","5.45","3.45","2.45","1.45","1.45","1.45","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.5","2.8","2.8","5.8","5.8","5.8","3.8","2.8","1.8","1.8","1.8","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.6","3.14","3.14","6.14","6.14","6.14","4.14","3.14","2.14","2.14","2.14","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.7","3.47","3.47","6.47","6.47","6.47","4.47","3.47","2.47","2.47","2.47","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.8","3.78","3.78","6.78","6.78","6.78","4.78","3.78","2.78","2.78","2.78","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M2.9","4.09","4.09","7.09","7.09","7.09","5.09","4.09","3.09","3.09","3.09","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M3","4.38","4.38","7.38","7.38","7.38","5.38","4.38","3.38","3.38","3.38","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M3.2","4.95","4.95","7.95","7.95","7.95","5.95","4.95","3.95","3.95","3.95","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M3.4","5.47","5.47","8.47","8.47","8.47","6.47","5.47","4.47","4.47","4.47","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M3.6","5.97","5.97","8.97","8.97","8.97","6.97","5.97","4.97","4.97","4.97","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M3.8","6.44","6.44","9.44","9.44","9.44","7.44","6.44","5.44","5.44","5.44","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M4","6.89","6.89","9.89","9.89","9.89","7.89","6.89","5.89","5.89","5.89","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M4.2","7.31","7.31","10.31","10.31","10.31","8.31","7.31","6.31","6.31","6.31","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M4.4","7.71","7.71","10.71","10.71","10.71","8.71","7.71","6.71","6.71","6.71","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M4.6","8.1","8.1","11.1","11.1","11.1","9.1","8.1","7.1","7.1","7.1","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M4.8","8.47","8.47","11.47","11.47","11.47","9.47","8.47","7.47","7.47","7.47","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M5","8.82","8.82","11.82","11.82","11.82","9.82","8.82","7.82","7.82","7.82","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M5.2","9.16","9.16","12.16","12.16","12.16","10.16","9.16","8.16","8.16","8.16","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M5.4","9.49","9.49","12.49","12.49","12.49","10.49","9.49","8.49","8.49","8.49","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M5.6","9.81","9.81","12.81","12.81","12.81","10.81","9.81","8.81","8.81","8.81","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M5.8","10.11","10.11","13.11","13.11","13.11","11.11","10.11","9.11","9.11","9.11","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M6","10.41","10.41","13.41","13.41","13.41","11.41","10.41","9.41","9.41","9.41","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M6.2","10.69","10.69","13.69","13.69","13.69","11.69","10.69","9.69","9.69","9.69","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M6.4","10.97","10.97","13.97","13.97","13.97","11.97","10.97","9.97","9.97","9.97","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_M_LP_Super_M6.5","11.1","11.1","14.1","14.1","14.1","12.1","11.1","10.1","10.1","10.1","-5.42","-2.87","-1.44","-0.37","0.6","1.39","1.39","2.64","3.15","3.92","4.58"
"IR_M_L_LP_M0.85","-5.63","-5.63","-2.63","-2.63","-2.63","-4.63","-5.63","-6.63","-6.63","-6.63","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.1","-3.37","-3.37","-0.37","-0.37","-0.37","-2.37","-3.37","-4.37","-4.37","-4.37","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.2","-2.57","-2.57","0.43","0.43","0.43","-1.57","-2.57","-3.57","-3.57","-3.57","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.3","-1.89","-1.89","1.11","1.11","1.11","-0.89","-1.89","-2.89","-2.89","-2.89","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.4","-1.27","-1.27","1.73","1.73","1.73","-0.27","-1.27","-2.27","-2.27","-2.27","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.5","-0.66","-0.66","2.34","2.34","2.34","0.34","-0.66","-1.66","-1.66","-1.66","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.6","-0.09","-0.09","2.91","2.91","2.91","0.91","-0.09","-1.09","-1.09","-1.09","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.7","0.44","0.44","3.44","3.44","3.44","1.44","0.44","-0.56","-0.56","-0.56","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.8","0.93","0.93","3.93","3.93","3.93","1.93","0.93","-0.07","-0.07","-0.07","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M1.9","1.42","1.42","4.42","4.42","4.42","2.42","1.42","0.42","0.42","0.42","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2","1.86","1.86","4.86","4.86","4.86","2.86","1.86","0.86","0.86","0.86","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.1","2.29","2.29","5.29","5.29","5.29","3.29","2.29","1.29","1.29","1.29","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.2","2.7","2.7","5.7","5.7","5.7","3.7","2.7","1.7","1.7","1.7","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.3","3.07","3.07","6.07","6.07","6.07","4.07","3.07","2.07","2.07","2.07","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.4","3.45","3.45","6.45","6.45","6.45","4.45","3.45","2.45","2.45","2.45","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.5","3.8","3.8","6.8","6.8","6.8","4.8","3.8","2.8","2.8","2.8","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.6","4.14","4.14","7.14","7.14","7.14","5.14","4.14","3.14","3.14","3.14","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.7","4.47","4.47","7.47","7.47","7.47","5.47","4.47","3.47","3.47","3.47","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.8","4.78","4.78","7.78","7.78","7.78","5.78","4.78","3.78","3.78","3.78","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M2.9","5.09","5.09","8.09","8.09","8.09","6.09","5.09","4.09","4.09","4.09","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M3","5.38","5.38","8.38","8.38","8.38","6.38","5.38","4.38","4.38","4.38","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M3.2","5.95","5.95","8.95","8.95","8.95","6.95","5.95","4.95","4.95","4.95","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M3.4","6.47","6.47","9.47","9.47","9.47","7.47","6.47","5.47","5.47","5.47","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M3.6","6.97","6.97","9.97","9.97","9.97","7.97","6.97","5.97","5.97","5.97","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M3.8","7.44","7.44","10.44","10.44","10.44","8.44","7.44","6.44","6.44","6.44","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M4","7.89","7.89","10.89","10.89","10.89","8.89","7.89","6.89","6.89","6.89","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M4.2","8.31","8.31","11.31","11.31","11.31","9.31","8.31","7.31","7.31","7.31","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M4.4","8.71","8.71","11.71","11.71","11.71","9.71","8.71","7.71","7.71","7.71","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M4.6","9.1","9.1","12.1","12.1","12.1","10.1","9.1","8.1","8.1","8.1","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M4.8","9.47","9.47","12.47","12.47","12.47","10.47","9.47","8.47","8.47","8.47","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M5","9.82","9.82","12.82","12.82","12.82","10.82","9.82","8.82","8.82","8.82","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M5.2","10.16","10.16","13.16","13.16","13.16","11.16","10.16","9.16","9.16","9.16","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M5.4","10.49","10.49","13.49","13.49","13.49","11.49","10.49","9.49","9.49","9.49","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M5.6","10.81","10.81","13.81","13.81","13.81","11.81","10.81","9.81","9.81","9.81","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M5.8","11.11","11.11","14.11","14.11","14.11","12.11","11.11","10.11","10.11","10.11","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M6","11.41","11.41","14.41","14.41","14.41","12.41","11.41","10.41","10.41","10.41","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M6.2","11.69","11.69","14.69","14.69","14.69","12.69","11.69","10.69","10.69","10.69","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M6.4","11.97","11.97","14.97","14.97","14.97","12.97","11.97","10.97","10.97","10.97","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_L_LP_Super_M6.5","12.1","12.1","15.1","15.1","15.1","13.1","12.1","11.1","11.1","11.1","-4.92","-2.37","-0.94","0.13","1.1","1.89","1.89","3.14","3.65","4.42","5.08"
"IR_M_VL_LP_M0.85","-4.63","-4.63","-1.63","-1.63","-1.63","-3.63","-4.63","-5.63","-5.63","-5.63","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.1","-2.37","-2.37","0.63","0.63","0.63","-1.37","-2.37","-3.37","-3.37","-3.37","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.2","-1.57","-1.57","1.43","1.43","1.43","-0.57","-1.57","-2.57","-2.57","-2.57","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.3","-0.89","-0.89","2.11","2.11","2.11","0.11","-0.89","-1.89","-1.89","-1.89","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.4","-0.27","-0.27","2.73","2.73","2.73","0.73","-0.27","-1.27","-1.27","-1.27","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.5","0.34","0.34","3.34","3.34","3.34","1.34","0.34","-0.66","-0.66","-0.66","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.6","0.91","0.91","3.91","3.91","3.91","1.91","0.91","-0.09","-0.09","-0.09","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.7","1.44","1.44","4.44","4.44","4.44","2.44","1.44","0.44","0.44","0.44","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.8","1.93","1.93","4.93","4.93","4.93","2.93","1.93","0.93","0.93","0.93","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M1.9","2.42","2.42","5.42","5.42","5.42","3.42","2.42","1.42","1.42","1.42","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2","2.86","2.86","5.86","5.86","5.86","3.86","2.86","1.86","1.86","1.86","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.1","3.29","3.29","6.29","6.29","6.29","4.29","3.29","2.29","2.29","2.29","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.2","3.7","3.7","6.7","6.7","6.7","4.7","3.7","2.7","2.7","2.7","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.3","4.07","4.07","7.07","7.07","7.07","5.07","4.07","3.07","3.07","3.07","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.4","4.45","4.45","7.45","7.45","7.45","5.45","4.45","3.45","3.45","3.45","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.5","4.8","4.8","7.8","7.8","7.8","5.8","4.8","3.8","3.8","3.8","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.6","5.14","5.14","8.14","8.14","8.14","6.14","5.14","4.14","4.14","4.14","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.7","5.47","5.47","8.47","8.47","8.47","6.47","5.47","4.47","4.47","4.47","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.8","5.78","5.78","8.78","8.78","8.78","6.78","5.78","4.78","4.78","4.78","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M2.9","6.09","6.09","9.09","9.09","9.09","7.09","6.09","5.09","5.09","5.09","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M3","6.38","6.38","9.38","9.38","9.38","7.38","6.38","5.38","5.38","5.38","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M3.2","6.95","6.95","9.95","9.95","9.95","7.95","6.95","5.95","5.95","5.95","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M3.4","7.47","7.47","10.47","10.47","10.47","8.47","7.47","6.47","6.47","6.47","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M3.6","7.97","7.97","10.97","10.97","10.97","8.97","7.97","6.97","6.97","6.97","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M3.8","8.44","8.44","11.44","11.44","11.44","9.44","8.44","7.44","7.44","7.44","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M4","8.89","8.89","11.89","11.89","11.89","9.89","8.89","7.89","7.89","7.89","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M4.2","9.31","9.31","12.31","12.31","12.31","10.31","9.31","8.31","8.31","8.31","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M4.4","9.71","9.71","12.71","12.71","12.71","10.71","9.71","8.71","8.71","8.71","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M4.6","10.1","10.1","13.1","13.1","13.1","11.1","10.1","9.1","9.1","9.1","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M4.8","10.47","10.47","13.47","13.47","13.47","11.47","10.47","9.47","9.47","9.47","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M5","10.82","10.82","13.82","13.82","13.82","11.82","10.82","9.82","9.82","9.82","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M5.2","11.16","11.16","14.16","14.16","14.16","12.16","11.16","10.16","10.16","10.16","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M5.4","11.49","11.49","14.49","14.49","14.49","12.49","11.49","10.49","10.49","10.49","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M5.6","11.81","11.81","14.81","14.81","14.81","12.81","11.81","10.81","10.81","10.81","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M5.8","12.11","12.11","15.11","15.11","15.11","13.11","12.11","11.11","11.11","11.11","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M6","12.41","12.41","15.41","15.41","15.41","13.41","12.41","11.41","11.41","11.41","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M6.2","12.69","12.69","15.69","15.69","15.69","13.69","12.69","11.69","11.69","11.69","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M6.4","12.97","12.97","15.97","15.97","15.97","13.97","12.97","11.97","11.97","11.97","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VL_LP_Super_M6.5","13.1","13.1","16.1","16.1","16.1","14.1","13.1","12.1","12.1","12.1","-4.42","-1.87","-0.44","0.63","1.6","2.39","2.39","3.64","4.15","4.92","5.58"
"IR_M_VS_R_M0.85","-8.63","-8.63","-5.63","-5.63","-5.63","-7.63","-8.63","-9.63","-9.63","-9.63","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.1","-6.37","-6.37","-3.37","-3.37","-3.37","-5.37","-6.37","-7.37","-7.37","-7.37","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.2","-5.57","-5.57","-2.57","-2.57","-2.57","-4.57","-5.57","-6.57","-6.57","-6.57","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.3","-4.89","-4.89","-1.89","-1.89","-1.89","-3.89","-4.89","-5.89","-5.89","-5.89","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.4","-4.27","-4.27","-1.27","-1.27","-1.27","-3.27","-4.27","-5.27","-5.27","-5.27","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.5","-3.66","-3.66","-0.66","-0.66","-0.66","-2.66","-3.66","-4.66","-4.66","-4.66","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.6","-3.09","-3.09","-0.09","-0.09","-0.09","-2.09","-3.09","-4.09","-4.09","-4.09","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.7","-2.56","-2.56","0.44","0.44","0.44","-1.56","-2.56","-3.56","-3.56","-3.56","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.8","-2.07","-2.07","0.93","0.93","0.93","-1.07","-2.07","-3.07","-3.07","-3.07","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M1.9","-1.58","-1.58","1.42","1.42","1.42","-0.58","-1.58","-2.58","-2.58","-2.58","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2","-1.14","-1.14","1.86","1.86","1.86","-0.14","-1.14","-2.14","-2.14","-2.14","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.1","-0.71","-0.71","2.29","2.29","2.29","0.29","-0.71","-1.71","-1.71","-1.71","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.2","-0.3","-0.3","2.7","2.7","2.7","0.7","-0.3","-1.3","-1.3","-1.3","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.3","0.07","0.07","3.07","3.07","3.07","1.07","0.07","-0.93","-0.93","-0.93","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.4","0.45","0.45","3.45","3.45","3.45","1.45","0.45","-0.55","-0.55","-0.55","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.5","0.8","0.8","3.8","3.8","3.8","1.8","0.8","-0.2","-0.2","-0.2","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.6","1.14","1.14","4.14","4.14","4.14","2.14","1.14","0.14","0.14","0.14","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
"IR_M_VS_R_Super_M2.7","1.47","1.47","4.47","4.47","4.47","2.47","1.47","0.47","0.47","0.47","1.66","4.21","5.64","6.71","7.68","8.47","8.47","9.72","10.23","11","11.66"
