DatabaseClass text,MagazineId numeric,Item text,Quantity numeric
"Burke 2000-M","1","RIM-66M","40"
"Burke 2000-M","1","RUM-139 Mod4 ASROC","12"
"Burke 2000-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke 2000-M","3","20mm mark 244-0 ELC","1046"
"Burke 2004-M","0","Fuel","28058"
"Burke 2004-M","0","Mk-46 Mod5","12"
"Burke 2004-M","1","BGM-109 TLAM","30"
"Burke 2004-M","1","RIM-156","8"
"Burke 2004-M","1","RIM-162A","32"
"Burke 2004-M","1","RIM-66M","32"
"Burke 2004-M","1","RUM-139 Mod4 ASROC","12"
"Burke 2004-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke 2004-M","3","20mm mark 244-0 ELC","1046"
"Burke 2008-M","0","Fuel","28058"
"Burke 2008-M","0","Mk-54","12"
"Burke 2008-M","1","BGM-109 TLAM","30"
"Burke 2008-M","1","RIM-156","8"
"Burke 2008-M","1","RIM-162A","32"
"Burke 2008-M","1","RIM-66M","32"
"Burke 2008-M","1","RUM-139 Mod4 ASROC","12"
"Burke 2008-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke 2008-M","3","20mm mark 244-0 ELC","1046"
"Burke 2012-M","0","Fuel","28058"
"Burke 2012-M","0","Mk-54","12"
"Burke 2012-M","1","BGM-109 TLAM","30"
"Burke 2012-M","1","RIM-156","8"
"Burke 2012-M","1","RIM-162A","32"
"Burke 2012-M","1","RIM-174A","8"
"Burke 2012-M","1","RIM-66M","24"
"Burke 2012-M","1","RUM-139 Mod4 ASROC","12"
"Burke 2012-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke 2012-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2000-M","0","120 gallon tank","4"
"Burke A 2000-M","0","AGM-114 Hellfire","16"
"Burke A 2000-M","0","AGM-119B","4"
"Burke A 2000-M","0","AGM-65F","12"
"Burke A 2000-M","0","Chaff-1","75"
"Burke A 2000-M","0","DICASS (95) Sonobuoy","203"
"Burke A 2000-M","0","DIFAR (95) Sonobuoy","608"
"Burke A 2000-M","0","Flare-1","75"
"Burke A 2000-M","0","Fuel","56117"
"Burke A 2000-M","0","LOFAR (95) Sonobuoy","203"
"Burke A 2000-M","0","Mk-46 Mod5","33"
"Burke A 2000-M","0","Mk-50","3"
"Burke A 2000-M","1","BGM-109 TLAM","36"
"Burke A 2000-M","1","RIM-156","10"
"Burke A 2000-M","1","RIM-66M","38"
"Burke A 2000-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2000-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2000-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2002-M","0","120 gallon tank","4"
"Burke A 2002-M","0","AGM-114 Hellfire","16"
"Burke A 2002-M","0","AGM-119B","4"
"Burke A 2002-M","0","AGM-65F","12"
"Burke A 2002-M","0","Chaff-1","75"
"Burke A 2002-M","0","DICASS (100) Sonobuoy","203"
"Burke A 2002-M","0","DIFAR (100) Sonobuoy","608"
"Burke A 2002-M","0","Flare-1","75"
"Burke A 2002-M","0","Fuel","56117"
"Burke A 2002-M","0","LOFAR (100) Sonobuoy","203"
"Burke A 2002-M","0","Mk-46 Mod5","33"
"Burke A 2002-M","0","Mk-50","3"
"Burke A 2002-M","1","BGM-109 TLAM","36"
"Burke A 2002-M","1","RIM-156","10"
"Burke A 2002-M","1","RIM-66M","38"
"Burke A 2002-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2002-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2002-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2004-M","0","120 gallon tank","4"
"Burke A 2004-M","0","AGM-114 Hellfire","16"
"Burke A 2004-M","0","AGM-119B","4"
"Burke A 2004-M","0","AGM-65F","12"
"Burke A 2004-M","0","Chaff-1","75"
"Burke A 2004-M","0","DICASS (100) Sonobuoy","203"
"Burke A 2004-M","0","DIFAR (100) Sonobuoy","608"
"Burke A 2004-M","0","Flare-1","75"
"Burke A 2004-M","0","Fuel","56117"
"Burke A 2004-M","0","LOFAR (100) Sonobuoy","203"
"Burke A 2004-M","0","Mk-46 Mod5","33"
"Burke A 2004-M","0","Mk-50","3"
"Burke A 2004-M","1","BGM-109 TLAM","36"
"Burke A 2004-M","1","RIM-156","10"
"Burke A 2004-M","1","RIM-66M","38"
"Burke A 2004-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2004-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2004-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2005-M","0","120 gallon tank","4"
"Burke A 2005-M","0","AGM-114 Hellfire","16"
"Burke A 2005-M","0","AGM-119B","4"
"Burke A 2005-M","0","AGM-65F","12"
"Burke A 2005-M","0","Chaff-1","75"
"Burke A 2005-M","0","DICASS (100) Sonobuoy","203"
"Burke A 2005-M","0","DIFAR (100) Sonobuoy","608"
"Burke A 2005-M","0","Flare-1","75"
"Burke A 2005-M","0","Fuel","56117"
"Burke A 2005-M","0","LOFAR (100) Sonobuoy","203"
"Burke A 2005-M","0","Mk-46 Mod5","30"
"Burke A 2005-M","0","Mk-50","3"
"Burke A 2005-M","0","Mk-54","3"
"Burke A 2005-M","1","BGM-109 TLAM","36"
"Burke A 2005-M","1","RIM-156","10"
"Burke A 2005-M","1","RIM-66M","38"
"Burke A 2005-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2005-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2005-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2006-M","0","120 gallon tank","4"
"Burke A 2006-M","0","AGM-114 Hellfire","16"
"Burke A 2006-M","0","AGM-119B","4"
"Burke A 2006-M","0","AGM-65J","12"
"Burke A 2006-M","0","Chaff-1","75"
"Burke A 2006-M","0","DICASS (100) Sonobuoy","203"
"Burke A 2006-M","0","DIFAR (100) Sonobuoy","608"
"Burke A 2006-M","0","Flare-1","75"
"Burke A 2006-M","0","Fuel","56117"
"Burke A 2006-M","0","LOFAR (100) Sonobuoy","203"
"Burke A 2006-M","0","Mk-46 Mod5","28"
"Burke A 2006-M","0","Mk-50","3"
"Burke A 2006-M","0","Mk-54","5"
"Burke A 2006-M","1","BGM-109 TLAM","36"
"Burke A 2006-M","1","RIM-156","10"
"Burke A 2006-M","1","RIM-66M","38"
"Burke A 2006-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2006-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2006-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2007-M","0","120 gallon tank","4"
"Burke A 2007-M","0","AGM-114 Hellfire","16"
"Burke A 2007-M","0","AGM-119B","4"
"Burke A 2007-M","0","AGM-65J","12"
"Burke A 2007-M","0","Chaff-1","75"
"Burke A 2007-M","0","DICASS (105) Sonobuoy","203"
"Burke A 2007-M","0","DIFAR (105) Sonobuoy","608"
"Burke A 2007-M","0","Flare-1","75"
"Burke A 2007-M","0","Fuel","56117"
"Burke A 2007-M","0","LOFAR (105) Sonobuoy","203"
"Burke A 2007-M","0","Mk-46 Mod5","25"
"Burke A 2007-M","0","Mk-50","3"
"Burke A 2007-M","0","Mk-54","8"
"Burke A 2007-M","1","BGM-109 TLAM","36"
"Burke A 2007-M","1","RIM-156","10"
"Burke A 2007-M","1","RIM-66M","38"
"Burke A 2007-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2007-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2007-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2008-M","0","120 gallon tank","4"
"Burke A 2008-M","0","AGM-114 Hellfire","16"
"Burke A 2008-M","0","AGM-119B","4"
"Burke A 2008-M","0","AGM-65J","12"
"Burke A 2008-M","0","Chaff-1","75"
"Burke A 2008-M","0","DICASS (105) Sonobuoy","203"
"Burke A 2008-M","0","DIFAR (105) Sonobuoy","608"
"Burke A 2008-M","0","Flare-1","75"
"Burke A 2008-M","0","Fuel","56117"
"Burke A 2008-M","0","LOFAR (105) Sonobuoy","203"
"Burke A 2008-M","0","Mk-46 Mod5","10"
"Burke A 2008-M","0","Mk-50","2"
"Burke A 2008-M","0","Mk-54","24"
"Burke A 2008-M","1","BGM-109 TLAM","36"
"Burke A 2008-M","1","RIM-156","10"
"Burke A 2008-M","1","RIM-66M","38"
"Burke A 2008-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2008-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2008-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2009-M","0","120 gallon tank","4"
"Burke A 2009-M","0","AGM-114 Hellfire","16"
"Burke A 2009-M","0","AGM-119B","4"
"Burke A 2009-M","0","AGM-65J","12"
"Burke A 2009-M","0","Chaff-1","75"
"Burke A 2009-M","0","DICASS (105) Sonobuoy","203"
"Burke A 2009-M","0","DIFAR (105) Sonobuoy","608"
"Burke A 2009-M","0","Flare-1","75"
"Burke A 2009-M","0","Fuel","56117"
"Burke A 2009-M","0","LOFAR (105) Sonobuoy","203"
"Burke A 2009-M","0","Mk-46 Mod5","8"
"Burke A 2009-M","0","Mk-50","2"
"Burke A 2009-M","0","Mk-54","26"
"Burke A 2009-M","1","BGM-109 TLAM","30"
"Burke A 2009-M","1","BGM-109 TLAM","36"
"Burke A 2009-M","1","RIM-156","10"
"Burke A 2009-M","1","RIM-66M","38"
"Burke A 2009-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2009-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2009-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2009-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2010-M","0","120 gallon tank","4"
"Burke A 2010-M","0","AGM-114 Hellfire","16"
"Burke A 2010-M","0","AGM-119B","4"
"Burke A 2010-M","0","AGM-65J","12"
"Burke A 2010-M","0","Chaff-1","75"
"Burke A 2010-M","0","DICASS (105) Sonobuoy","203"
"Burke A 2010-M","0","DIFAR (105) Sonobuoy","608"
"Burke A 2010-M","0","Flare-1","75"
"Burke A 2010-M","0","Fuel","56117"
"Burke A 2010-M","0","LOFAR (105) Sonobuoy","203"
"Burke A 2010-M","0","Mk-46 Mod5","5"
"Burke A 2010-M","0","Mk-50","2"
"Burke A 2010-M","0","Mk-54","29"
"Burke A 2010-M","1","BGM-109 TLAM","36"
"Burke A 2010-M","1","RIM-156","10"
"Burke A 2010-M","1","RIM-66M","38"
"Burke A 2010-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2010-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2010-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2011-M","0","120 gallon tank","4"
"Burke A 2011-M","0","AGM-114 Hellfire","16"
"Burke A 2011-M","0","AGM-119B","4"
"Burke A 2011-M","0","AGM-65J","12"
"Burke A 2011-M","0","Chaff-1","75"
"Burke A 2011-M","0","DICASS (105) Sonobuoy","203"
"Burke A 2011-M","0","DIFAR (105) Sonobuoy","608"
"Burke A 2011-M","0","Flare-1","75"
"Burke A 2011-M","0","Fuel","56117"
"Burke A 2011-M","0","LOFAR (105) Sonobuoy","203"
"Burke A 2011-M","0","Mk-46 Mod5","3"
"Burke A 2011-M","0","Mk-50","2"
"Burke A 2011-M","0","Mk-54","31"
"Burke A 2011-M","1","BGM-109 TLAM","36"
"Burke A 2011-M","1","RIM-156","10"
"Burke A 2011-M","1","RIM-66M","38"
"Burke A 2011-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2011-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2011-M","3","20mm mark 244-0 ELC","1046"
"Burke A 2012-M","0","120 gallon tank","4"
"Burke A 2012-M","0","AGM-114 Hellfire","16"
"Burke A 2012-M","0","AGM-119B","4"
"Burke A 2012-M","0","AGM-65J","12"
"Burke A 2012-M","0","Chaff-1","75"
"Burke A 2012-M","0","DICASS (110) Sonobuoy","203"
"Burke A 2012-M","0","DIFAR (110) Sonobuoy","608"
"Burke A 2012-M","0","Flare-1","75"
"Burke A 2012-M","0","Fuel","56117"
"Burke A 2012-M","0","LOFAR (110) Sonobuoy","203"
"Burke A 2012-M","0","Mk-50","2"
"Burke A 2012-M","0","Mk-54","34"
"Burke A 2012-M","1","BGM-109 TLAM","36"
"Burke A 2012-M","1","RIM-156","10"
"Burke A 2012-M","1","RIM-174A","10"
"Burke A 2012-M","1","RIM-66M","28"
"Burke A 2012-M","1","RUM-139 Mod4 ASROC","12"
"Burke A 2012-M","2","127mm mk 127 HE-CVT mk 67","680"
"Burke A 2012-M","3","20mm mark 244-0 ELC","1046"
"COmandante Joao Belo FF (1995)-1-M","0","100mm OPF F4 PFHE","1800"
"COmandante Joao Belo FF (1995)-1-M","1","40mm HE-T","1000"
"COmandante Joao Belo FF (1995)-1-M","2","Mk-46 Mod5","12"
"Cassard DDGHM 1988-M","0","RIM-66A","40"
"Cassard DDGHM 1988-M","1","750 litre tank","2"
"Cassard DDGHM 1988-M","1","A-244S","9"
"Cassard DDGHM 1988-M","1","AS-30L","4"
"Cassard DDGHM 1988-M","1","DICASS (85) Sonobuoy","108"
"Cassard DDGHM 1988-M","1","DIFAR (85) Sonobuoy","324"
"Cassard DDGHM 1988-M","1","Fuel","27210"
"Cassard DDGHM 1988-M","1","LOFAR (85) Sonobuoy","108"
"Cassard DDGHM 1988-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 1988-M","3","Mistral","48"
"Cassard DDGHM 1988-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 1988-M","4","20mm F2","700"
"Cassard DDGHM 1988-M","4","L5 Mod4","12"
"Cassard DDGHM 1992-M","0","RIM-66A","40"
"Cassard DDGHM 1992-M","1","750 litre tank","2"
"Cassard DDGHM 1992-M","1","A-244S","9"
"Cassard DDGHM 1992-M","1","AS-30L","4"
"Cassard DDGHM 1992-M","1","DICASS (90) Sonobuoy","108"
"Cassard DDGHM 1992-M","1","DIFAR (90) Sonobuoy","324"
"Cassard DDGHM 1992-M","1","Fuel","27210"
"Cassard DDGHM 1992-M","1","LOFAR (90) Sonobuoy","108"
"Cassard DDGHM 1992-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 1992-M","3","Mistral","48"
"Cassard DDGHM 1992-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 1992-M","4","20mm F2","700"
"Cassard DDGHM 1992-M","4","L5 Mod4","12"
"Cassard DDGHM 1997-M","0","RIM-66A","40"
"Cassard DDGHM 1997-M","1","750 litre tank","2"
"Cassard DDGHM 1997-M","1","A-244S","9"
"Cassard DDGHM 1997-M","1","AS-30L","4"
"Cassard DDGHM 1997-M","1","DICASS (95) Sonobuoy","108"
"Cassard DDGHM 1997-M","1","DIFAR (95) Sonobuoy","324"
"Cassard DDGHM 1997-M","1","Fuel","27210"
"Cassard DDGHM 1997-M","1","LOFAR (95) Sonobuoy","108"
"Cassard DDGHM 1997-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 1997-M","3","Mistral 2","48"
"Cassard DDGHM 1997-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 1997-M","4","20mm F2","700"
"Cassard DDGHM 1997-M","4","L5 Mod4","12"
"Cassard DDGHM 2002-M","0","RIM-66A","40"
"Cassard DDGHM 2002-M","1","750 litre tank","2"
"Cassard DDGHM 2002-M","1","A-244S","9"
"Cassard DDGHM 2002-M","1","AS-30L","4"
"Cassard DDGHM 2002-M","1","DICASS (100) Sonobuoy","108"
"Cassard DDGHM 2002-M","1","DIFAR (100) Sonobuoy","324"
"Cassard DDGHM 2002-M","1","Fuel","27210"
"Cassard DDGHM 2002-M","1","LOFAR (100) Sonobuoy","108"
"Cassard DDGHM 2002-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 2002-M","3","Mistral 2","48"
"Cassard DDGHM 2002-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 2002-M","4","20mm F2","700"
"Cassard DDGHM 2002-M","4","L5 Mod4","12"
"Cassard DDGHM 2005-M","0","RIM-66A","40"
"Cassard DDGHM 2005-M","1","750 litre tank","2"
"Cassard DDGHM 2005-M","1","A-244S","7"
"Cassard DDGHM 2005-M","1","AS-30L","4"
"Cassard DDGHM 2005-M","1","DICASS (100) Sonobuoy","108"
"Cassard DDGHM 2005-M","1","DIFAR (100) Sonobuoy","324"
"Cassard DDGHM 2005-M","1","Fuel","27210"
"Cassard DDGHM 2005-M","1","LOFAR (100) Sonobuoy","108"
"Cassard DDGHM 2005-M","1","MU-90","2"
"Cassard DDGHM 2005-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 2005-M","3","Mistral 2","48"
"Cassard DDGHM 2005-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 2005-M","4","20mm F2","700"
"Cassard DDGHM 2005-M","4","L5 Mod4","12"
"Cassard DDGHM 2006-M","0","RIM-66A","40"
"Cassard DDGHM 2006-M","1","750 litre tank","2"
"Cassard DDGHM 2006-M","1","A-244S","5"
"Cassard DDGHM 2006-M","1","AS-30L","4"
"Cassard DDGHM 2006-M","1","DICASS (100) Sonobuoy","108"
"Cassard DDGHM 2006-M","1","DIFAR (100) Sonobuoy","324"
"Cassard DDGHM 2006-M","1","Fuel","27210"
"Cassard DDGHM 2006-M","1","LOFAR (100) Sonobuoy","108"
"Cassard DDGHM 2006-M","1","MU-90","4"
"Cassard DDGHM 2006-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 2006-M","3","Mistral 2","48"
"Cassard DDGHM 2006-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 2006-M","4","20mm F2","700"
"Cassard DDGHM 2006-M","4","L5 Mod4","12"
"Cassard DDGHM 2007-M","0","RIM-66A","40"
"Cassard DDGHM 2007-M","1","750 litre tank","2"
"Cassard DDGHM 2007-M","1","A-244S","3"
"Cassard DDGHM 2007-M","1","AS-30L","4"
"Cassard DDGHM 2007-M","1","DICASS (105) Sonobuoy","108"
"Cassard DDGHM 2007-M","1","DIFAR (105) Sonobuoy","324"
"Cassard DDGHM 2007-M","1","Fuel","27210"
"Cassard DDGHM 2007-M","1","LOFAR (105) Sonobuoy","108"
"Cassard DDGHM 2007-M","1","MU-90","6"
"Cassard DDGHM 2007-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 2007-M","3","Mistral 2","48"
"Cassard DDGHM 2007-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 2007-M","4","20mm F2","700"
"Cassard DDGHM 2007-M","4","L5 Mod4","12"
"Cassard DDGHM 2008-M","0","RIM-66A","40"
"Cassard DDGHM 2008-M","1","750 litre tank","2"
"Cassard DDGHM 2008-M","1","AS-30L","4"
"Cassard DDGHM 2008-M","1","DICASS (105) Sonobuoy","108"
"Cassard DDGHM 2008-M","1","DIFAR (105) Sonobuoy","324"
"Cassard DDGHM 2008-M","1","Fuel","27210"
"Cassard DDGHM 2008-M","1","LOFAR (105) Sonobuoy","108"
"Cassard DDGHM 2008-M","1","MU-90","9"
"Cassard DDGHM 2008-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 2008-M","3","Mistral 2","48"
"Cassard DDGHM 2008-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 2008-M","4","20mm F2","700"
"Cassard DDGHM 2008-M","4","L5 Mod4","12"
"Cassard DDGHM 2012-M","0","RIM-66A","40"
"Cassard DDGHM 2012-M","1","750 litre tank","2"
"Cassard DDGHM 2012-M","1","AS-30L","4"
"Cassard DDGHM 2012-M","1","DICASS (110) Sonobuoy","108"
"Cassard DDGHM 2012-M","1","DIFAR (110) Sonobuoy","324"
"Cassard DDGHM 2012-M","1","Fuel","27210"
"Cassard DDGHM 2012-M","1","LOFAR (110) Sonobuoy","108"
"Cassard DDGHM 2012-M","1","MU-90","9"
"Cassard DDGHM 2012-M","2","100mm OEA F1 HE","600"
"Cassard DDGHM 2012-M","3","Mistral 2","48"
"Cassard DDGHM 2012-M","4","12.7mm B-30 AP","300"
"Cassard DDGHM 2012-M","4","20mm F2","700"
"Cassard DDGHM 2012-M","4","L5 Mod4","12"
"Cassard F70-1-M","0","100mm OF-58 FRAG","460"
"Cassard F70-1-M","0","12.7mm B-30 AP","340"
"Cassard F70-1-M","0","20mm F2","800"
"Cassard F70-1-M","0","Chaff-Round-1","50"
"Cassard F70-1-M","0","L5 Mod 4","10"
"Cassard F70-1-M","0","MM-40 Exocet","8"
"Cassard F70-1-M","0","Mistral","48"
"Cassard F70-1-M","0","RIM-66M","40"
"Cassard F70-1-M","0","Sagaie Flare","50"
"Cassard F70-1-M","1","20x102 mm burst","500"
"Cassard F70-1-M","1","AS-15TT","50"
"Cassard F70-1-M","1","Mistral","100"
"Cassard F70-1-M","1","Mk-46 Mod5","20"
"Cassard F70-1-M","2","Fuel","100000"
"Charles F Adams 1959-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1959-M","0","127mm mk 41 HC","140"
"Charles F Adams 1959-M","1","RIM-24A","40"
"Charles F Adams 1959-M","2","Mk-44","12"
"Charles F Adams 1959-M","3","RUR-5 ASROC","16"
"Charles F Adams 1961-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1961-M","0","127mm mk 41 HC","140"
"Charles F Adams 1961-M","1","RIM-24B","40"
"Charles F Adams 1961-M","2","Mk-44","12"
"Charles F Adams 1961-M","3","RUR-5 ASROC","16"
"Charles F Adams 1966-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1966-M","0","127mm mk 41 HC","140"
"Charles F Adams 1966-M","1","RIM-24C","40"
"Charles F Adams 1966-M","2","Mk-44","12"
"Charles F Adams 1966-M","3","RUR-5 ASROC","16"
"Charles F Adams 1970-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1970-M","0","127mm mk 41 HC","140"
"Charles F Adams 1970-M","1","RIM-24C","40"
"Charles F Adams 1970-M","2","Mk-46 Mod5","12"
"Charles F Adams 1970-M","3","RUR-5 ASROC","16"
"Charles F Adams 1981-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1981-M","0","127mm mk 41 HC","140"
"Charles F Adams 1981-M","1","RGM-84A Harpoon","4"
"Charles F Adams 1981-M","1","RIM-24C","36"
"Charles F Adams 1981-M","2","Mk-46 Mod5","12"
"Charles F Adams 1981-M","3","RUR-5 ASROC","16"
"Charles F Adams 1982-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1982-M","0","127mm mk 41 HC","140"
"Charles F Adams 1982-M","1","RGM-84C Harpoon","4"
"Charles F Adams 1982-M","1","RIM-24C","36"
"Charles F Adams 1982-M","2","Mk-46 Mod5","12"
"Charles F Adams 1982-M","3","RUR-5 ASROC","16"
"Charles F Adams 1985-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1985-M","0","127mm mk 41 HC","140"
"Charles F Adams 1985-M","1","RGM-84D Harpoon","4"
"Charles F Adams 1985-M","1","RIM-24C","36"
"Charles F Adams 1985-M","2","Mk-46 Mod5","12"
"Charles F Adams 1985-M","3","RUR-5 ASROC","16"
"Charles F Adams 1991-M","0","127mm mk 41 AAC","360"
"Charles F Adams 1991-M","0","127mm mk 41 HC","140"
"Charles F Adams 1991-M","1","RGM-84F Harpoon","4"
"Charles F Adams 1991-M","1","RIM-24C","36"
"Charles F Adams 1991-M","2","Mk-46 Mod5","12"
"Charles F Adams 1991-M","3","RUR-5 ASROC","16"
"Charles F Adams DDG-15 1981-M","0","127mm mk 41 AAC","360"
"Charles F Adams DDG-15 1981-M","0","127mm mk 41 HC","140"
"Charles F Adams DDG-15 1981-M","1","RGM-84A Harpoon","6"
"Charles F Adams DDG-15 1981-M","1","RIM-24C","32"
"Charles F Adams DDG-15 1981-M","2","Mk-46 Mod5","12"
"Charles F Adams DDG-15 1981-M","3","RUR-5 ASROC","16"
"Charles F Adams DDG-15 1982-M","0","127mm mk 41 AAC","360"
"Charles F Adams DDG-15 1982-M","0","127mm mk 41 HC","140"
"Charles F Adams DDG-15 1982-M","1","RGM-84C Harpoon","6"
"Charles F Adams DDG-15 1982-M","1","RIM-24C","32"
"Charles F Adams DDG-15 1982-M","2","Mk-46 Mod5","12"
"Charles F Adams DDG-15 1982-M","3","RUR-5 ASROC","16"
"Charles F Adams DDG-15 1985-M","0","127mm mk 41 AAC","360"
"Charles F Adams DDG-15 1985-M","0","127mm mk 41 HC","140"
"Charles F Adams DDG-15 1985-M","1","RGM-84D Harpoon","6"
"Charles F Adams DDG-15 1985-M","1","RIM-24C","32"
"Charles F Adams DDG-15 1985-M","2","Mk-46 Mod5","12"
"Charles F Adams DDG-15 1985-M","3","RUR-5 ASROC","16"
"Charles F Adams DDG-15 1991-M","0","127mm mk 41 AAC","360"
"Charles F Adams DDG-15 1991-M","0","127mm mk 41 HC","140"
"Charles F Adams DDG-15 1991-M","1","RGM-84F Harpoon","6"
"Charles F Adams DDG-15 1991-M","1","RIM-24C","32"
"Charles F Adams DDG-15 1991-M","2","Mk-46 Mod5","12"
"Charles F Adams DDG-15 1991-M","3","RUR-5 ASROC","16"
"Charles F Adams DDG15 1961-M","0","127mm mk 41 AAC","360"
"Charles F Adams DDG15 1961-M","0","127mm mk 41 HC","140"
"Charles F Adams DDG15 1961-M","1","RIM-24B","40"
"Charles F Adams DDG15 1961-M","2","Mk-44","12"
"Charles F Adams DDG15 1961-M","3","RUR-5 ASROC","16"
"Charles F Adams DDG15 1966-M","0","127mm mk 41 AAC","360"
"Charles F Adams DDG15 1966-M","0","127mm mk 41 HC","140"
"Charles F Adams DDG15 1966-M","1","RIM-24C","40"
"Charles F Adams DDG15 1966-M","2","Mk-44","12"
"Charles F Adams DDG15 1966-M","3","RUR-5 ASROC","16"
"Charles F Adams DDG15 1970-M","0","127mm mk 41 AAC","360"
"Charles F Adams DDG15 1970-M","0","127mm mk 41 HC","140"
"Charles F Adams DDG15 1970-M","1","RIM-24C","40"
"Charles F Adams DDG15 1970-M","2","Mk-46 Mod5","12"
"Charles F Adams DDG15 1970-M","3","RUR-5 ASROC","16"
"Charles de Gaulle CVN 2001-M","0","Fuel","2409000"
"Charles de Gaulle CVN 2001-M","1","1100 Liter Tank","130"
"Charles de Gaulle CVN 2001-M","1","1250 liter tank","26"
"Charles de Gaulle CVN 2001-M","1","2000 liter tank","15"
"Charles de Gaulle CVN 2001-M","1","20mm F2","1600"
"Charles de Gaulle CVN 2001-M","1","3000 liter tank","5"
"Charles de Gaulle CVN 2001-M","1","30mm DEFA","156"
"Charles de Gaulle CVN 2001-M","1","30x150mm GIAT","156"
"Charles de Gaulle CVN 2001-M","1","625 liter tank","26"
"Charles de Gaulle CVN 2001-M","1","750 litre tank","1"
"Charles de Gaulle CVN 2001-M","1","A-244S","8"
"Charles de Gaulle CVN 2001-M","1","ALARM","130"
"Charles de Gaulle CVN 2001-M","1","AM-39 Exocet","117"
"Charles de Gaulle CVN 2001-M","1","AS-30L","242"
"Charles de Gaulle CVN 2001-M","1","ASRAAM","329"
"Charles de Gaulle CVN 2001-M","1","Chaff-1","2914"
"Charles de Gaulle CVN 2001-M","1","Chaff-Round-1","18"
"Charles de Gaulle CVN 2001-M","1","DICASS (95) Sonobuoy","48"
"Charles de Gaulle CVN 2001-M","1","DIFAR (95) Sonobuoy","145"
"Charles de Gaulle CVN 2001-M","1","Decoy-1","6"
"Charles de Gaulle CVN 2001-M","1","Durandal","780"
"Charles de Gaulle CVN 2001-M","1","Flare-1","2914"
"Charles de Gaulle CVN 2001-M","1","GBU-10/B","78"
"Charles de Gaulle CVN 2001-M","1","GBU-12/B","216"
"Charles de Gaulle CVN 2001-M","1","LOFAR (95) Sonobuoy","48"
"Charles de Gaulle CVN 2001-M","1","MICA IR","156"
"Charles de Gaulle CVN 2001-M","1","MICA RF","156"
"Charles de Gaulle CVN 2001-M","1","MU-90","8"
