DatabaseClass text,ChildClass text,ChildCapacity numeric,LoadTime_s numeric,CycleTime_s numeric
"533mm Japanese Sub Tube","Mk-37 Mod3","1","300","3"
"533mm Japanese Sub Tube","Mk-37","1","300","3"
"533mm Japanese Sub Tube","Type-80 Torpedo","1","300","3"
"533mm Japanese Sub Tube","Type-89 Torpedo","1","300","3"
"533mm Japanese Sub Tube","UGM-84C Harpoon","1","300","3"
"533mm Kilo Tube","53-65K","1","30","1"
"533mm Kilo Tube","53-65M","1","30","1"
"533mm Kilo Tube","SET-65","1","30","1"
"533mm Kilo Tube","SET-65M","1","30","1"
"533mm Kilo Tube","TEST-71ME","1","30","1"
"533mm Kilo Tube","TEST-71MKE","1","30","1"
"533mm Kobben Tube","Mk-37 Mod3","2","480","3"
"533mm Kobben Tube","NT37C","1","480","3"
"533mm Kobben Tube","NT37E","1","480","3"
"533mm Kobben Tube","Type-612 Torpedo","1","480","3"
"533mm Kobben Tube","Type-617 Torpedo","1","480","3"
"533mm Oberon Tube","mk-24 Tigerfish","1","300","4"
"533mm Ohio Tube","Mk-48 Mod1/3/4","1","480","4"
"533mm Ohio Tube","Mk-48 Mod5","1","480","4"
"533mm Ohio Tube","Mk-48 Mod6","1","480","4"
"533mm Russian sub tube x2","3M10 Granat","2","600","2"
"533mm Russian sub tube x2","3M80M Moskit-M","2","600","2"
"533mm Russian sub tube x2","53-65M","2","600","2"
"533mm Russian sub tube x2","RPK-6 Vodopod","2","600","2"
"533mm Russian sub tube x2","SAET-60M","2","600","2"
"533mm Russian sub tube x2","SET-65M","2","600","2"
"533mm Russian sub tube x2","Shkval","2","600","2"
"533mm Russian sub tube x2","TEST-71","2","600","2"
"533mm Russian sub tube x2","TEST-71MKE","2","600","2"
"533mm Russian sub tube x2","USET-80","2","600","2"
"533mm Russian sub tube","3M10 Granat","1","480","2"
"533mm Russian sub tube","3M10 Granat(n)","1","480","2"
"533mm Russian sub tube","3M54E Klub Alfa","1","480","2"
"533mm Russian sub tube","3M80M Moskit-M","1","480","2"
"533mm Russian sub tube","53-56","1","480","2"
"533mm Russian sub tube","53-56V","1","480","2"
"533mm Russian sub tube","53-65KE","1","480","2"
"533mm Russian sub tube","53-65M","1","480","2"
"533mm Russian sub tube","RPK-6 Vodopod","1","480","2"
"533mm Russian sub tube","SAET-60M","1","480","2"
"533mm Russian sub tube","SET-65","1","480","2"
"533mm Russian sub tube","SET-65M","1","480","2"
"533mm Russian sub tube","Shkval","1","480","2"
"533mm Russian sub tube","TEST-71","1","480","2"
"533mm Russian sub tube","TEST-71ME","1","480","2"
"533mm Russian sub tube","TEST-71MKE","1","480","2"
"533mm Russian sub tube","USET-80","1","480","2"
"533mm Swiftsure tube","Spearfish","1","150","2"
"533mm Swiftsure tube","UGM-84A Harpoon","1","150","2"
"533mm Swiftsure tube","UGM-84C Harpoon","1","150","2"
"533mm Swiftsure tube","UGM-84D Harpoon","1","150","2"
"533mm Swiftsure tube","mk-24 Tigerfish","1","150","2"
"533mm Trafalgar tube","Spearfish","1","150","2"
"533mm Trafalgar tube","UGM-109A","1","150","2"
"533mm Trafalgar tube","UGM-109B","1","150","2"
"533mm Trafalgar tube","UGM-109C","1","150","2"
"533mm Trafalgar tube","UGM-84A Harpoon","1","150","2"
"533mm Trafalgar tube","UGM-84C Harpoon","1","150","2"
"533mm Trafalgar tube","UGM-84D Harpoon","1","150","2"
"533mm Trafalgar tube","mk-24 Tigerfish","1","150","2"
"533mm Vanguard tube","Spearfish","1","150","2"
"533mm torpedo tube Japan","Mk-15 Mod0","2","600","2"
"533mm torpedo x2 tubes France","L5 Mod 4","2","600","2"
"533mm torpedo x2 tubes Germany","AEG-SUT","2","600","2"
"533mm torpedo x2 tubes Japan","Mk-15 Mod0","2","600","2"
"533mm torpedo x2 tubes","53-65M","2","600","2"
"533mm torpedo x2 tubes","AT-2M","2","600","2"
"533mm torpedo x2 tubes","RPK-6 Vodopod","2","600","2"
"533mm torpedo x2 tubes","SAET-60M","2","600","2"
"533mm torpedo x2 tubes","SET-65M","2","600","2"
"533mm torpedo x2 tubes","Shkval","2","600","2"
"533mm torpedo x2 tubes","TEST-71","2","600","2"
"533mm torpedo x2 tubes","USET-80","2","600","2"
"533mm torpedo x2 tubes","Yu-6","2","600","2"
"533mm torpedo x3 tubes","53-65M","3","600","2"
"533mm torpedo x3 tubes","AT-2M","3","600","2"
"533mm torpedo x3 tubes","RPK-6 Vodopod","3","600","2"
"533mm torpedo x3 tubes","SAET-60M","3","600","2"
"533mm torpedo x3 tubes","SET-65M","3","600","2"
"533mm torpedo x3 tubes","Shkval","3","600","2"
"533mm torpedo x3 tubes","TEST-71","3","600","2"
"533mm torpedo x3 tubes","USET-80","3","600","2"
"533mm torpedo x3 tubes","Yu-6","3","600","2"
"533mm torpedo x4 tubes Japan","Mk-15 Mod0","4","600","2"
"533mm torpedo x4 tubes","53-65M","4","600","2"
"533mm torpedo x4 tubes","AT-2M","4","600","2"
"533mm torpedo x4 tubes","RPK-6 Vodopod","4","600","2"
"533mm torpedo x4 tubes","SAET-60M","4","600","2"
"533mm torpedo x4 tubes","SET-65M","4","600","2"
"533mm torpedo x4 tubes","Shkval","4","600","2"
"533mm torpedo x4 tubes","TEST-71","4","600","2"
"533mm torpedo x4 tubes","USET-80","4","600","2"
"533mm torpedo x4 tubes","Yu-6","4","600","2"
"533mm torpedo x5 tubes","53-56","5","600","2"
"533mm torpedo x5 tubes","53-56V","5","600","2"
"533mm torpedo x5 tubes","53-65M","5","600","2"
"533mm torpedo x5 tubes","AT-2M","5","600","2"
"533mm torpedo x5 tubes","RPK-6 Vodopod","5","600","2"
"533mm torpedo x5 tubes","SAET-60M","5","600","2"
"533mm torpedo x5 tubes","SET-65","5","600","2"
"533mm torpedo x5 tubes","SET-65M","5","600","2"
"533mm torpedo x5 tubes","Shkval","5","600","2"
"533mm torpedo x5 tubes","TEST-68","5","600","2"
"533mm torpedo x5 tubes","TEST-71","5","600","2"
"533mm torpedo x5 tubes","USET-80","5","600","2"
"533mm torpedo x5 tubes","Yu-6","5","600","2"
"57 mm/70 (2.25in) Marks 2 - 3","57mm HCER","120","120","0.273"
"57 mm/70 (2.25in) Marks 2 - 3","57mm HE","120","120","0.273"
"57 mm/70 (2.25in) Marks 2 - 3","57mm PFHE","120","120","0.273"
"57 mm/75 (2.24in) AK-725 (ZIF-72) twin barrel","57mm Tracer-FRAG","200","60","0.3"
"57mm /70 (2.24in) Type 59 Twin Barrel","57mm Type 59 HE-T","50","90","0.3529"
"5x HVAR Rack","5in HVAR","3","150","0.2"
"5x HVAR Rack","5in HVAR","5","180","0.2"
"6 Buoy Launcher","*buoy","6","180","10"
"6 DICASS Launcher","*DICASS*","6","180","10"
"6 DICASS Launcher","*buoy","6","180","10"
"6 DIFAR Launcher","*DIFAR*","6","180","10"
"6 DIFAR Launcher","*buoy","6","180","10"
"6 LOFAR Launcher","*LOFAR*","6","180","10"
"6 LOFAR Launcher","*buoy","6","180","10"
"61 Buoy Launcher","*buoy","61","1830","10"
"61 DICASS Launcher","*DICASS*","61","1830","10"
"61 DICASS Launcher","*buoy","61","1830","10"
"61 DIFAR Launcher","*DIFAR*","61","1830","10"
"61 DIFAR Launcher","*buoy","61","1830","10"
"61 LOFAR Launcher","*LOFAR*","61","1830","10"
"61 LOFAR Launcher","*buoy","61","1830","10"
"650mm torpedo tube x2","65-76 Kit","2","480","2"
"650mm torpedo tube x2","RPK-7 Veter","2","480","2"
"650mm torpedo tube","65-76 Kit","1","480","2"
"650mm torpedo tube","RPK-7 Veter","1","480","2"
"660mm Seawolf Tube","Mk-48 Mod6","1","300","4"
"660mm Seawolf Tube","Mk-57 Mine","1","300","10"
"660mm Seawolf Tube","Mk-60 CAPTOR","1","300","10"
"660mm Seawolf Tube","Mk-67 SLMM","1","300","10"
"660mm Seawolf Tube","UGM-109C","1","300","4"
"660mm Seawolf Tube","UGM-84D Harpoon","1","300","4"
"688 VLS Bank","UGM-109A","6","30","15"
"688 VLS Bank","UGM-109B","6","30","4"
"688 VLS Bank","UGM-109C","6","30","4"
"688 VLS Bank","UGM-84C Harpoon","6","30","4"
"76 mm/59 (3in) AK-176","76.2mm OS-62 FRAG","152","0","0.4615"
"76 mm/59 (3in) AK-176","76.2mm ZS-63 AA","152","0","0.4615"
"76 mm/59 (3in) AK-726","76.2mm OS-62 FRAG","250","0","0.6667"
"76 mm/59 (3in) AK-726","76.2mm ZS-63 AA","250","0","0.6667"
"76 mm/62 Mark 75 Compact","76mm HE-MOM","80","240","0.75"
"76 mm/62 Mark 75 Compact","DART","80","240","0.75"
"76 mm/62 Mark 75","76mm HE-MOM","80","240","0.75"
"76 mm/62 Mark 75","76mm HE-SAPOM","80","240","0.75"
"76 mm/62 Mark 75","76mm HE-SAPOMER","80","240","0.75"
"76 mm/62 Mark 75","DART Test","80","240","1"
"76mm/50 TAK 76","76mm HC","60","200","0.9"
"76mm/62 Mark 100 Compact","76mm HE-MOM","80","240","0.6"
"76mm/62 Mark 100 Compact","DART","80","240","0.6"
"8 Buoy Launcher","*buoy","8","240","10"
"8 DICASS Launcher","*DICASS*","8","240","10"
"8 DICASS Launcher","*buoy","8","240","10"
"8 DIFAR Launcher","*DIFAR*","8","240","10"
"8 DIFAR Launcher","*buoy","8","240","10"
"8 LOFAR Launcher","*LOFAR*","8","240","10"
"8 LOFAR Launcher","*buoy","8","240","10"
"90mm generic tank cannon","Gen90AT","40","240","5"
"93 Buoy Launcher","*buoy","93","2790","10"
"93 DICASS Launcher","*DICASS*","93","2790","10"
"93 DICASS Launcher","*buoy","93","2790","10"
"93 DIFAR Launcher","*DIFAR*","93","2790","10"
"93 DIFAR Launcher","*buoy","93","2790","10"
"93 LOFAR Launcher","*LOFAR*","93","2790","10"
"93 LOFAR Launcher","*buoy","93","2790","10"
"9K32 Strela 2 Launcher","9K32 Strela 2","1","45","4"
"9K33 OSA Launcher","9M33","6","300","4"
"9K33 Osa Launcher","9M33M","20","300","4"
"9K33M2 OSA-AK Launcher","9M33M2","6","300","4"
"9K33M3 OSA-AKM Launcher","9M33M2","6","300","4"
"9K33M3 OSA-AKM Launcher","9M33M3","6","300","4"
"9K37 Buk Launcher","9M38","4","2400","1"
"9K37 Gang Launcher","9M38M1","4","2400","1"
"9K37 Gang Launcher","9M38M2","4","2400","1"
"9K37-1 Buk-1 Launcher","9M38","4","2400","1"
"9K37-1 Buk-1 Launcher","9M38M1","4","2400","1"
"9K37M1 Buk-M1 Launcher","9M38M1","4","2400","1"
"9K37M1 Buk-M1 Launcher","9M39M1","4","2400","1"
"A-10 1-11","AIM-9*","2","360","1"
"A-10 1-11","AIM-9X","2","360","1"
"A-10 2-10","AGM-65*","2","360","1"
"A-10 2-10","Hydra-70 rocket","76","240","0.2"
"A-10 2-10","M117","2","240","0.2"
"A-10 2-10","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10 2-10","Mk-82","2","240","0.2"
"A-10 3-9","AGM-65*","2","360","1"
"A-10 3-9","Hydra-70 rocket","76","240","0.2"
"A-10 3-9","M117","6","420","0.2"
"A-10 3-9","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10 3-9","Mk-82","8","480","0.2"
"A-10 3-9","Mk-83","4","360","0.2"
"A-10 3-9","Mk-84","2","240","0.2"
"A-10 4-8","AGM-65*","2","360","1"
"A-10 4-8","Hydra-70 rocket","76","240","0.2"
"A-10 4-8","M117","6","420","0.2"
"A-10 4-8","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10 4-8","Mk-82","8","480","0.2"
"A-10 4-8","Mk-83","4","360","0.2"
"A-10 4-8","Mk-84","2","240","0.2"
"A-10 5-7","600 gallon tank","2","240","1"
"A-10 5-7","Hydra-70 rocket","76","240","0.2"
"A-10 5-7","M117","8","480","0.2"
"A-10 5-7","M118","2","240","0.2"
"A-10 5-7","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10 5-7","Mk-82","8","480","0.2"
"A-10 5-7","Mk-83","6","420","0.2"
"A-10 5-7","Mk-84","2","240","0.2"
"A-10 6","600 gallon tank","1","180","1"
"A-10A 1-11","AIM-9*","2","360","1"
"A-10A 1-11","AIM-9X","2","360","1"
"A-10A 2-10","AGM-65*","2","360","1"
"A-10A 2-10","GBU-1/B","2","240","1"
"A-10A 2-10","GBU-12/B","2","240","1"
"A-10A 2-10","Hydra-70 rocket","76","240","0.2"
"A-10A 2-10","M117","2","240","0.2"
"A-10A 2-10","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10A 2-10","Mk-82","2","240","0.2"
"A-10A 3-9","AGM-65*","2","360","1"
"A-10A 3-9","GBU-1/B","2","240","1"
"A-10A 3-9","GBU-10/B","2","240","1"
"A-10A 3-9","GBU-12/B","2","240","1"
"A-10A 3-9","GBU-15/B","2","240","1"
"A-10A 3-9","GBU-16/B","2","240","1"
"A-10A 3-9","GBU-24/B","2","240","1"
"A-10A 3-9","GBU-24B/B","2","240","1"
"A-10A 3-9","GBU-27","2","240","1"
"A-10A 3-9","Hydra-70 rocket","76","240","0.2"
"A-10A 3-9","M117","6","420","0.2"
"A-10A 3-9","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10A 3-9","Mk-82","8","480","0.2"
"A-10A 3-9","Mk-83","4","360","0.2"
"A-10A 3-9","Mk-84","2","240","0.2"
"A-10A 4-8","AGM-65*","2","360","1"
"A-10A 4-8","GBU-1/B","2","240","1"
"A-10A 4-8","GBU-10/B","2","240","1"
"A-10A 4-8","GBU-12/B","2","240","1"
"A-10A 4-8","GBU-15/B","2","240","1"
"A-10A 4-8","GBU-16/B","2","240","1"
"A-10A 4-8","GBU-24/B","2","240","1"
"A-10A 4-8","GBU-24B/B","2","240","1"
"A-10A 4-8","GBU-27","2","240","1"
"A-10A 4-8","Hydra-70 rocket","76","240","0.2"
"A-10A 4-8","M117","6","420","0.2"
"A-10A 4-8","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10A 4-8","Mk-82","8","480","0.2"
"A-10A 4-8","Mk-83","4","360","0.2"
"A-10A 4-8","Mk-84","2","240","0.2"
"A-10A 5-7","600 gallon tank","2","240","1"
"A-10A 5-7","GBU-1/B","2","240","1"
"A-10A 5-7","GBU-10/B","2","240","1"
"A-10A 5-7","GBU-11/B","2","240","1"
"A-10A 5-7","GBU-12/B","2","240","1"
"A-10A 5-7","GBU-15/B","2","240","1"
"A-10A 5-7","GBU-16/B","2","240","1"
"A-10A 5-7","GBU-24/B","2","240","1"
"A-10A 5-7","GBU-24B/B","2","240","1"
"A-10A 5-7","GBU-27","2","240","1"
"A-10A 5-7","Hydra-70 rocket","76","240","0.2"
"A-10A 5-7","M117","8","480","0.2"
"A-10A 5-7","M118","2","240","0.2"
"A-10A 5-7","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10A 5-7","Mk-82","8","480","0.2"
"A-10A 5-7","Mk-83","6","420","0.2"
"A-10A 5-7","Mk-84","2","240","0.2"
"A-10A 6","600 gallon tank","1","180","1"
"A-10C 1-11","AIM-9*","2","360","1"
"A-10C 1-11","AIM-9X","2","360","1"
"A-10C 2-10","AGM-65*","2","360","1"
"A-10C 2-10","GBU-1/B","2","240","1"
"A-10C 2-10","GBU-12/B","2","240","1"
"A-10C 2-10","GBU-30","2","240","1"
"A-10C 2-10","GBU-39 SDB","6","360","1"
"A-10C 2-10","Hydra-70 rocket","76","240","0.2"
"A-10C 2-10","M117","2","240","0.2"
"A-10C 2-10","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10C 2-10","Mk-82","2","240","0.2"
"A-10C 3-9","AGM-65*","2","360","1"
"A-10C 3-9","GBU-1/B","2","240","1"
"A-10C 3-9","GBU-10/B","2","240","1"
"A-10C 3-9","GBU-12/B","2","240","1"
"A-10C 3-9","GBU-15/B","2","240","1"
"A-10C 3-9","GBU-16/B","2","240","1"
"A-10C 3-9","GBU-24/B","2","240","1"
"A-10C 3-9","GBU-24B/B","2","240","1"
"A-10C 3-9","GBU-27","2","240","1"
"A-10C 3-9","GBU-30","2","240","1"
"A-10C 3-9","GBU-31A(v)2","2","240","1"
"A-10C 3-9","GBU-31C(v)4","2","240","1"
"A-10C 3-9","GBU-32A(v)2","2","240","1"
"A-10C 3-9","GBU-32C(v)4","2","240","1"
"A-10C 3-9","GBU-39 SDB","12","480","1"
"A-10C 3-9","Hydra-70 rocket","76","240","0.2"
"A-10C 3-9","M117","6","420","0.2"
"A-10C 3-9","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10C 3-9","Mk-82","8","480","0.2"
"A-10C 3-9","Mk-83","4","360","0.2"
"A-10C 3-9","Mk-84","2","240","0.2"
"A-10C 4-8","AGM-65*","2","360","1"
"A-10C 4-8","GBU-1/B","2","240","1"
"A-10C 4-8","GBU-10/B","2","240","1"
"A-10C 4-8","GBU-12/B","2","240","1"
"A-10C 4-8","GBU-15/B","2","240","1"
"A-10C 4-8","GBU-16/B","2","240","1"
"A-10C 4-8","GBU-24/B","2","240","1"
"A-10C 4-8","GBU-24B/B","2","240","1"
"A-10C 4-8","GBU-27","2","240","1"
"A-10C 4-8","GBU-30","2","240","1"
"A-10C 4-8","GBU-31A(v)2","2","240","1"
"A-10C 4-8","GBU-31C(v)4","2","240","1"
"A-10C 4-8","GBU-32A(v)2","2","240","1"
"A-10C 4-8","GBU-32C(v)4","2","240","1"
"A-10C 4-8","GBU-39 SDB","12","480","1"
"A-10C 4-8","Hydra-70 rocket","76","240","0.2"
"A-10C 4-8","M117","6","420","0.2"
"A-10C 4-8","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10C 4-8","Mk-82","8","480","0.2"
"A-10C 4-8","Mk-83","4","360","0.2"
"A-10C 4-8","Mk-84","2","240","0.2"
"A-10C 5-7","600 gallon tank","2","240","1"
"A-10C 5-7","GBU-1/B","2","240","1"
"A-10C 5-7","GBU-10/B","2","240","1"
"A-10C 5-7","GBU-11/B","2","240","1"
"A-10C 5-7","GBU-12/B","2","240","1"
"A-10C 5-7","GBU-15/B","2","240","1"
"A-10C 5-7","GBU-16/B","2","240","1"
"A-10C 5-7","GBU-24/B","2","240","1"
"A-10C 5-7","GBU-24B/B","2","240","1"
"A-10C 5-7","GBU-27","2","240","1"
"A-10C 5-7","GBU-30","2","240","1"
"A-10C 5-7","GBU-31A(v)2","2","240","1"
"A-10C 5-7","GBU-31C(v)4","2","240","1"
"A-10C 5-7","GBU-32A(v)2","2","240","1"
"A-10C 5-7","GBU-32C(v)4","2","240","1"
"A-10C 5-7","GBU-39 SDB","12","480","1"
"A-10C 5-7","Hydra-70 rocket","76","240","0.2"
"A-10C 5-7","M117","8","480","0.2"
"A-10C 5-7","M118","2","240","0.2"
"A-10C 5-7","Mk 71 Zuni WAFAR","8","240","0.2"
"A-10C 5-7","Mk-82","8","480","0.2"
"A-10C 5-7","Mk-83","6","420","0.2"
"A-10C 5-7","Mk-84","2","240","0.2"
"A-10C 6","600 gallon tank","1","180","1"
"A-20A Bay","GP MC 1000","2","240","0.2"
"A-20A Bay","GP MC 1900","1","240","0.2"
"A-20A Bay","GP MC 250","6","240","0.2"
"A-20A Bay","GP MC 500","4","240","0.2"
"A-4A 2-4","400 liter tank","2","360","0.2"
"A-4A 2-4","50mm (2in) FFAR Rockets","114","480","0.1"
"A-4A 2-4","600 liter tank","2","360","0.2"
"A-4A 2-4","M117","4","420","0.2"
"A-4A 2-4","Mk 16 Zuni FFAR","24","420","0.1"
"A-4A 2-4","Mk 71 Zuni WAFAR","24","420","0.1"
"A-4A 2-4","Mk-81","12","480","0.2"
"A-4A 2-4","Mk-82","6","480","0.2"
"A-4A 2-4","Mk-83","4","360","0.2"
"A-4A 3","400 liter tank","1","240","0.2"
"A-4A 3","50mm (2in) FFAR Rockets","57","480","0.1"
"A-4A 3","600 liter tank","1","240","0.2"
"A-4A 3","B-43*","1","900","0.2"
"A-4A 3","B-51*","1","900","0.2"
"A-4A 3","B-61*","1","900","0.2"
"A-4A 3","M117","4","420","0.2"
"A-4A 3","M118","1","240","0.2"
"A-4A 3","Mk 16 Zuni FFAR","12","420","0.1"
"A-4A 3","Mk 71 Zuni WAFAR","12","420","0.1"
"A-4A 3","Mk-81","6","480","0.2"
"A-4A 3","Mk-82","6","480","0.2"
"A-4A 3","Mk-83","3","360","0.2"
"A-4A 3","Mk-84","1","240","0.2"
"A-4B 2-4","400 liter tank","2","360","0.2"
"A-4B 2-4","50mm (2in) FFAR Rockets","114","480","0.1"
"A-4B 2-4","600 liter tank","2","360","0.2"
"A-4B 2-4","AGM-12A","2","360","1.0"
"A-4B 2-4","AGM-12B","2","360","1.0"
"A-4B 2-4","AIM-9B","2","360","1.0"
"A-4B 2-4","AIM-9D","2","360","1.0"
"A-4B 2-4","AIM-9E","2","360","1.0"
"A-4B 2-4","AIM-9G","2","360","1.0"
"A-4B 2-4","AIM-9H","2","360","1.0"
"A-4B 2-4","AIM-9J","2","360","1.0"
"A-4B 2-4","AIM-9L","2","360","1.0"
"A-4B 2-4","AIM-9M","2","360","1.0"
"A-4B 2-4","AIM-9N","2","360","1.0"
"A-4B 2-4","AIM-9P","2","360","1.0"
"A-4B 2-4","AIM-9P4","2","360","1.0"
"A-4B 2-4","M117","4","420","0.2"
"A-4B 2-4","Mk 16 Zuni FFAR","24","420","0.1"
"A-4B 2-4","Mk 71 Zuni WAFAR","24","420","0.1"
"A-4B 2-4","Mk-81","12","480","0.2"
"A-4B 2-4","Mk-82","6","480","0.2"
"A-4B 2-4","Mk-83","4","360","0.2"
"A-4B 3","400 liter tank","1","240","0.2"
"A-4B 3","50mm (2in) FFAR Rockets","57","480","0.1"
"A-4B 3","600 liter tank","1","240","0.2"
"A-4B 3","AGM-12A","1","360","0.2"
"A-4B 3","AGM-12B","1","360","0.2"
"A-4B 3","AGM-12C","1","360","0.2"
"A-4B 3","B-43*","1","900","0.2"
"A-4B 3","B-51*","1","900","0.2"
"A-4B 3","B-61*","1","900","0.2"
"A-4B 3","M117","4","420","0.2"
"A-4B 3","M118","1","240","0.2"
"A-4B 3","Mk 16 Zuni FFAR","12","420","0.1"
"A-4B 3","Mk 71 Zuni WAFAR","12","420","0.1"
"A-4B 3","Mk-81","6","480","0.2"
"A-4B 3","Mk-82","6","480","0.2"
"A-4B 3","Mk-83","3","360","0.2"
"A-4B 3","Mk-84","1","240","0.2"
"A-4C 2-4","400 liter tank","2","360","0.2"
"A-4C 2-4","50mm (2in) FFAR Rockets","114","480","0.1"
"A-4C 2-4","600 liter tank","2","360","0.2"
"A-4C 2-4","AGM-12A","2","360","1.0"
"A-4C 2-4","AGM-12B","2","360","1.0"
"A-4C 2-4","AGM-45A","2","360","1.0"
"A-4C 2-4","AGM-45B","2","360","1.0"
"A-4C 2-4","AGM-62 mk21","2","360","1.0"
"A-4C 2-4","AGM-62 mk23","2","360","1.0"
"A-4C 2-4","AGM-62 mk3","2","360","1.0"
"A-4C 2-4","AGM-62 mk5","2","360","1.0"
"A-4C 2-4","AGM-62","2","360","1.0"
"A-4C 2-4","AGM-62","2","360","1.0"
"A-4C 2-4","AIM-9B","2","360","1.0"
"A-4C 2-4","AIM-9D","2","360","1.0"
"A-4C 2-4","AIM-9E","2","360","1.0"
"A-4C 2-4","AIM-9G","2","360","1.0"
"A-4C 2-4","AIM-9H","2","360","1.0"
"A-4C 2-4","AIM-9J","2","360","1.0"
"A-4C 2-4","AIM-9L","2","360","1.0"
"A-4C 2-4","AIM-9M","2","360","1.0"
"A-4C 2-4","AIM-9N","2","360","1.0"
"A-4C 2-4","AIM-9P","2","360","1.0"
"A-4C 2-4","AIM-9P4","2","360","1.0"
"A-4C 2-4","M117","4","420","0.2"
"A-4C 2-4","Mk 16 Zuni FFAR","24","420","0.1"
"A-4C 2-4","Mk 71 Zuni WAFAR","24","420","0.1"
"A-4C 2-4","Mk-81","12","480","0.2"
"A-4C 2-4","Mk-82","6","480","0.2"
"A-4C 2-4","Mk-83","4","360","0.2"
"A-4C 3","400 liter tank","1","240","0.2"
"A-4C 3","50mm (2in) FFAR Rockets","57","480","0.1"
"A-4C 3","600 liter tank","1","240","0.2"
"A-4C 3","AGM-12A","1","360","0.2"
"A-4C 3","AGM-12B","1","360","0.2"
"A-4C 3","AGM-12C","1","360","0.2"
"A-4C 3","AGM-45A","1","360","0.2"
"A-4C 3","AGM-45B","1","360","0.2"
"A-4C 3","AGM-62 mk21","1","360","0.2"
"A-4C 3","AGM-62 mk23","1","360","0.2"
"A-4C 3","AGM-62 mk3","1","360","0.2"
"A-4C 3","AGM-62 mk5","1","360","0.2"
"A-4C 3","AGM-62","1","360","0.2"
"A-4C 3","AGM-62","1","360","0.2"
"A-4C 3","B-43*","1","900","0.2"
"A-4C 3","B-51*","1","900","0.2"
"A-4C 3","B-61*","1","900","0.2"
"A-4C 3","M117","4","420","0.2"
"A-4C 3","M118","1","240","0.2"
"A-4C 3","Mk 16 Zuni FFAR","12","420","0.1"
"A-4C 3","Mk 71 Zuni WAFAR","12","420","0.1"
"A-4C 3","Mk-81","6","480","0.2"
"A-4C 3","Mk-82","6","480","0.2"
"A-4C 3","Mk-83","3","360","0.2"
"A-4C 3","Mk-84","1","240","0.2"
"A-4E 1-5","50mm (2in) FFAR Rockets","114","480","0.1"
"A-4E 1-5","AGM-12A","2","360","1.0"
"A-4E 1-5","AGM-12B","2","360","1.0"
"A-4E 1-5","AGM-45A","2","360","1.0"
"A-4E 1-5","AGM-45B","2","360","1.0"
"A-4E 1-5","AIM-9B","2","360","1.0"
"A-4E 1-5","AIM-9D","2","360","1.0"
"A-4E 1-5","AIM-9E","2","360","1.0"
"A-4E 1-5","AIM-9G","2","360","1.0"
"A-4E 1-5","AIM-9H","2","360","1.0"
"A-4E 1-5","AIM-9J","2","360","1.0"
"A-4E 1-5","AIM-9L","2","360","1.0"
"A-4E 1-5","AIM-9M","2","360","1.0"
"A-4E 1-5","AIM-9N","2","360","1.0"
"A-4E 1-5","AIM-9P","2","360","1.0"
"A-4E 1-5","AIM-9P4","2","360","1.0"
"A-4E 1-5","Mk 16 Zuni FFAR","8","420","0.1"
"A-4E 1-5","Mk 71 Zuni WAFAR","8","420","0.1"
"A-4E 1-5","Mk-81","4","480","0.2"
"A-4E 1-5","Mk-82","2","480","0.2"
"A-4E 2-4","400 liter tank","2","360","0.2"
"A-4E 2-4","50mm (2in) FFAR Rockets","114","480","0.1"
"A-4E 2-4","600 liter tank","2","360","0.2"
"A-4E 2-4","AGM-12A","2","360","1.0"
"A-4E 2-4","AGM-12B","2","360","1.0"
"A-4E 2-4","AGM-45A","2","360","1.0"
"A-4E 2-4","AGM-45B","2","360","1.0"
"A-4E 2-4","AGM-62 mk21","2","360","1.0"
"A-4E 2-4","AGM-62 mk23","2","360","1.0"
"A-4E 2-4","AGM-62 mk3","2","360","1.0"
"A-4E 2-4","AGM-62 mk5","2","360","1.0"
"A-4E 2-4","AGM-62","2","360","1.0"
"A-4E 2-4","AGM-62","2","360","1.0"
"A-4E 2-4","AGM-78A","2","360","1.0"
"A-4E 2-4","AGM-78B","2","360","1.0"
"A-4E 2-4","AGM-78C","2","360","1.0"
"A-4E 2-4","AGM-78D","2","360","1.0"
"A-4E 2-4","AIM-9B","2","360","1.0"
"A-4E 2-4","AIM-9D","2","360","1.0"
"A-4E 2-4","AIM-9E","2","360","1.0"
"A-4E 2-4","AIM-9G","2","360","1.0"
"A-4E 2-4","AIM-9H","2","360","1.0"
"A-4E 2-4","AIM-9J","2","360","1.0"
"A-4E 2-4","AIM-9L","2","360","1.0"
"A-4E 2-4","AIM-9M","2","360","1.0"
"A-4E 2-4","AIM-9N","2","360","1.0"
"A-4E 2-4","AIM-9P","2","360","1.0"
"A-4E 2-4","AIM-9P4","2","360","1.0"
